Unnamed: 0,index,text,ratio
19,19,"'Тверской бульвар выглядел почти как два года назад, когда я последний раз его осматривал – снова наступил февраль, пришедшие снеги скрывали улицы от света, лишь черные ветки деревьев изредка прорывались через тёмную пелену. Там же, как и прежде, сидели такие же пожилые женщины, ожидающие бездейственно; сверху среди увядших чёрных веток проникало то же мрачное небо. Однако появились новые детали: зимний ветер стучал по брусчатке снежными порциями, словно диким холодающим демоном, который мог бы перенестись из открытых просторов на встречу к нам; я бы не был удивлен, если бы встретил парочку зверёчков. Бронзовая статуя Пушкина выглядела несколько печальнее обычного – его красовалась лужица с надписью «Да здравствует первая годовщина революции»; на ней висел красный фартук, напоминающий шёпотные дни, когда слово «революция» пришло из устаревшей глагольной формы. Я бы не стал оскорблять статуэтку критикой за ошибки в названии революции и лозунге: недавно я убедился, что такие провокации могут быть опасны; я видел их в деле, когда подобные фразы были использованы неуместно.'",40.0
20,20,"'В этот период открылась дверь, и Вощев заметил ночью работавшего косаря с чайником для группы рабочих: вода закипала на плите, которую растопили во дворе общежития; период сна завершился, наступила пора завтракать перед началом трудового дня… Деревянные сельские часы висели на стене и исправно работали благодаря силе тяжести маятника; механизм часов украшал рисунок цветка, предназначенный успокаивать любого человека, смотрящего на них. Рабочие расположились вдоль длинного стола, косарь, исполнявший обязанности повара в общежитии, разрезал хлеб и раздал каждому по кусочку, дополнительно дав каждому небольшой кусок вчерашнего холодного мяса. Рабочие приступили к еде с серьёзным настроением, воспринимая поступающую еду как необходимое действие, не испытывая удовольствия от приема пищи. Несмотря на осознание смысла жизни, что является условием абсолютного счастья, их лица выглядели мрачными и истощёнными, вместо удовлетворения жизнью они испытывали утомление. Вощев смотрел на этих печальных людей, способных сдержанно помнить об истине, и испытывал слабую надежду и страх потери; он уже чувствовал удовлетворение даже тем фактом, что правда существовала в сознании ближнего к нему человека, недавно говорившего с ним, следовательно, достаточно находиться рядом с таким человеком, чтобы обрести выносливость и работоспособность. — Пойдем вместе поедим! — пригласили Вощевым рабочие. Вощев поднялся и, ещё не уверенный окончательно в целесообразности существования окружающего мира, направился есть, ощущая неловкость и тревогу.'",38.0
21,21,"'Машинист-наставник наблюдал, как Захар Павлович аккуратно очищал топки локомотивов, проникнувшись невесомостью металла под кропотливой его рукой. Однако он никогда не хвалил его за то, что работа машины больше зависела от внутренних свойств материалов и законов физики, нежели от знаний и мастерства человека; участие человека было минимально. Природные ресурсы, энергия и материалы позволяли людям достигать успеха без значительных усилий. Даже неумелый работник способен зажечь огонь в топке, после чего двигатель заработает само собой, а рабочий будет лишь пассивным наблюдателем. В случае дальнейшего упрощения эксплуатации техники люди потеряют ценность вследствие ненадёжности достигнутых результатов и станут бесполезны — подобно коррозии металлов. Машинам же предстоит заменить людей и получить свободу в работе, — подчеркивал наставник. Тем не менее он критиковал Захара Павловича реже остальных машинистов, поскольку последний использовал инструменты осторожно, не проявлял грубости и небрежности во время работы на локомотиве.'",38.0
22,22,"'Городок Федор-Кузьмичск — это уныло окружённое землями и неизведанными пространствами, возвышающееся на семи холмах и окутываемое обширными полями. К северу от него тянутся густые леса — бескрайние заросли, населённые кысью — чудовищным существом, которое прячется на ветвях деревьев и издает странное рыка: кы-ысь! В этих лесах, как говорят старожилы, кысь жаждет крови. Смертельная хватка кыси сбивает человека с ног, разрывает позвоночник и кровеносный сосуд — так что потерпевший теряет рассудок. После этого человек возвращается домой уже не то, что он был прежде — его взгляд становится бессмысленным, движения беспорядочными, словно сомнамбулица. Родственники, часто ради забавы, приводят такого человека домой, имитируя прием пищи — они дают пустые тарелки и ложки, чтобы он выполнял механические движения, будто ест, хотя на дне ничего нет. Терпящий не в силах ни заботиться о себе, ни следить за гигиеной — его постоянно требуют ухода. Более того, некоторые заботливые родители или супруги отводят его в специальное помещение; если же помощи нет, он умирает от разрыва мочевого пузыря.'",39.0
23,23,"'Вы мне симпатичны, Александрочка, особенно на фотографии, где у вас такой красивый контур лица. На другой — вы отклоняетесь головой назад и улыбаетесь, демонстриируя отличные зубы. И еще, где вы изображаете раздраженность, а рука ваша расположена на затылке так, что кружевные украшения умышленно соскользнули с вашего локтя. Моя душа привлекается вашей обыденной жизнью, прошедшей незамеченной и быстро закончившейся юностью, полной умерших поклонников и бывших супругов, последовавших друг за другом по порядку. Эти лица, встреченные вами и исчещею из вашей жизни — каждый человек, встретившийся вам и исчезнувший навсегда. Я буду регулярно посещать вас и привозить молоко и полезную для зрения морковь. Открывайте старые альбомы из темно-коричневого бархата, чтобы снова вспомнить о милых девушках-гимназистках, мужчинах средних лет с бородами и усами, о смелом мужчине по имени Иван Николаевич. Не беспокойтесь, Александра Эрнестовна! Вечером — я пошлю фотографию Ивана Николаевича, подержите ее в руках: она плоская и прохладная, слегка блестящая. Края обложки покрыты тонким слоем золота, бумага немного пожелтела. Слушайте меня внимательно — она приняла решение ехать. Теперь она точно собирается отправиться туда, прекратила колебания окончательно, и готова к встрече с вами. Пора принимать решение! Но ведь вы уже давно приняли его? Видите ли, фотография здесь — дотроньтесь до неё рукой и увидите это самому. Возьмите фотографию Ивана Николаевича: она плоская и прохладная, слегка блестящая. Края обложки покрыты тонким слоем золота, бумага немного пожелтела. Обещание поездки было ложью — неправильно утверждать, будто она отказалась. Желание возникло и вещи были заранее упакованы: легкие белые наряды аккуратно сложены внутри закрытого деревянного контейнера, футляр из кожи скрипит. На дне лежит шкатулка, расположенная вверх ногами — она полна мелкими предметами: заколоки, расчесок, тонких лент из шелковой ткани, мельчайших крупиц кристаллических камней. Джефф с запахом жасмина помещён в герметично закрытую бутылочку стекла — она может отражать лучи и создавать радугу. Готовность путешествия была обеспечена, однако что препятствовало ее осуществлению? Возможно, обычные причины: сомнения, нерешительность или просто нехватка времени. Но чаще всего это связано с устоявшимися привычками и связями — ведь на пути Александры Эрнестовны к любимому человеку лежат различные препятствия.'",43.0
24,24,"'Он упал лицом в превращенную под его щеку пыль травы и сжал зубы от раздражения, потому что оказался неудачливым. Лежал неподвижно, рассчитывая, что опасность сама собой минует, хотя осознавал неизбежность неудачи. Температура увеличивалась, было жарко и влажно, пот струился в глазах, и лишь после этого Рэдрик громко предупредил Арчибальда: «Не двигайся! Терпи!» Сам тоже терпеливо ожидал дальнейшего развития событий. Возможно, ситуация разрешилась бы относительно удачно без существенных последствий, однако первым сдался Арчибальд. Вероятно, он либо не услышал предупреждения Рэдрика, либо настолько испугался, что позабыл правила поведения и инстинкты самосохранения, либо внезапно ощутил боль сильнее, чем Рэдрик. В результате он потерял способность контролировать себя и необдуманно бросился вперёд, пригнувшись и издавая нечленораздельный звук, движимый примитивным инстинктом самосохранения — назад, хотя именно там находиться было крайне опасно. Рэдрику удалось быстро подняться и схватить его за ногу двумя руками, вследствие чего Арчибальд всей массой тела ударился о поверхность земли, подняв облако золы, вскрикнул странным высоким голосом и резко пнул Рэдрика другой ногой прямо в лицо, начал беспорядочно извиваться и брыкаться. Несмотря на мучительную боль, Рэдрику удалось выдерживать, но всё же он не мог сдержать эмоции и громко прокричал: «Тихо лежать, негодяй! Если убью...» Он больше не мог сдерживать эмоции и издал мрачный вопль. Ночь погружала всё в темноту — зола, потемневшие лица и расплавленные одежды Рэдрика и Арчибальда.'",38.0
25,25,"'Хотел бы я узнать итог всего происходящего — десять лет назад я был абсолютно уверен в результате, как будто над планетой моей существовала непроходимая граница, состоящая из пятидесяти километров полосы, где находились исключительно учёные и военные. Опасная область должна была быть надежно блокирована — казалось, большинство разделяло мою точку зрения. Звучали выступления и были выдвигались законопроекты, чтобы защитить людей. Теперь невозможно вспомнить, каким способом прежняя твёрдая уверенность неожиданно исчезла — одна позиция верна, но и другая также справедлива. Вероятно, процесс начался, когда сталкеры впервые принесли из опасной зоны необычные предметы, именуемые батареями, выяснилось, что данная территория представляла собой не угрозу, а кладезь ценных ресурсов. Сейчас уже никто точно не осознаёт природу этой области — люди используют ресурсы постепенно. Уже десять лет продолжаются исследования, потрачено огромное количество денег, однако эффективная система добычи пока не создана. Каждый человек ведёт собственную небольшую коммерческую деятельность — учёные авторитетно заявляют: учитывая определённые аспекты, следует принять одну позицию, одновременно признавая обоснованность противоположной точки зрения. Это происходит потому что конкретный объект после воздействия рентгеновского излучения под заданным углом испускает квазитепловые электроны — и это не важно. Всё равно я не смогу дожить до завершения ситуации.'",38.0
26,26,"'В дневной рассвел зародилась ссора: интернет потух и не поднялся. Сонный Матвей осел на компьютерном кресле, случайно покоснувшись клавишами клавиатуры, обнаружив неприятную новость - смыслоподчеркнутое отсутствие связи. Позвонив своему поставщику услуг, он получил такой вариант: \n\n– Авария на магистральной линии коммуникаций. Вероятно, неполадка будет исправлена примерно через 24 часа.\n\nМатвей внимательно смотрел на картинку экрана своего компьютера, стремясь осознать серьезность ситуации. Это был небольшой удар! За 24 часа доступ к интернету невозможен. Это ужасно! Впереди оставалось много свободного времени до начала занятий в школе – около четырех часов. За это время он мог бы поиграть онлайн с друзьями в какую-либо игру или провести время на своем любимом игровом сервере Minecraft. Разумеется, мобильный телефон также имеет выход в сеть, однако качество такого подключения недостаточно хорошее для полноценного игрового процесса, требующего высокой четкости графики и качественного звука. Для восхищения соседей.\n\nОгорчённый происходящим, Матвей направился в кухню, сел на стуле возле барной стойки, положил руки на лицо и тяжело выдохнул. День уже был испорчен. Его мать, напротив, энергично перемещалась по кухне в домашних туфлях – плавно колебаясь между холодильником, столом, плитой, кофеваркой и обратно. Наблюдая за этими движениями, Матвей испытывал раздражение и недовольство.\n\n– Мне нужен сок и тост, – произнес он скучающе-громким голосом.\n\nПо пути мимо стула мама быстро поцеловала голову сына: \n\n– Добрый день, мой недовольный мальчик!\n\nМатвей резко повернул голову, демонстрируя недовольство и недоумение. Почему она постоянно проявляет чрезмерную заботливость? Она прекрасно осведомлена, что он испытывает неприязнь ко всей этой сентиментальности. Ведь он не девочка.'",43.0
27,27,"'Вознесение ворот салона побудило Лену замертво пристать, видя в халате Марины ученицу студентку. Ноги ее облегли. Ошибка повторилась: она придерживалась графика пятницы, тогда как все остальные считали, что это сейчас среда. Из-за необоснованной ошибки Лена лишилась работы на данный день и заработка. Прислуживание в салоне осуществлялось Мариной, а Лена выполняла эту работу по вторникам и пятницам. Вдобавок к этому, она неофициально нанималась старухой парикмахершей, договариваясь со владелицей о своем трудоустройстве. \n\n– Лена, зачем ты здесь? Сегодня же это не твоя смена! – Задала пожилая парикмахерша, которая была матерью для ученицы. В то время как остальные готовились к работе, Лена заблудилась в мире фантастике.\n\n– Сегодня моя смена! Именно моя! – Шокированная, Лену поймало дрожащим голосом, ощущая утрату контроля над своим психическим состоянием. Ее раздражали путаницы и невозможность разобраться во всей ситуации. Казалось, она оказалась в параллельном измерении, где происходило что угодно.\n\n– Лена, твоя смена приходится на пятницу, сегодня ты ошиблась днем недели. – Оставила парикмахерша без ответа девочку. – Пожалуйста, скажите правду, тетя Мила, разве сегодня не пятница?! – Задала девочка, ощущая свою безнадежность.\n\n– С тобой всё нормально, Лена? – Вопросивалась парикмахерша. – Нет, ненормально именно с вами! Вы потеряны и считаете, что сегодня среда.\n\n– Пожалуйста, не надо приводить меня к слезам! Это уже вторая ошибка в этом месяце. – Искрилась Лену разочарование и гнев, как звезда, которая погасла в ночи.\n\n– Лена, твоя смена бывает в пятницу, сегодня ты ошиблась днем недели. – Попыталась парикмахерша успокоить девочку. – Но твой месяц уже на полпути к концу. – Сказала она, вызывая в себе недоуменье.\n\n– Пожалуйста, дайте мне свою работу обратно! Я обещаю быть там на сменах во время графика. – Запел голос Лены, наполненный уверенностью и готовностью работать.\n\n– Очень хорошо, Лена. Ты — одна из лучших в этом салоне. Мы все знаем о твоей ответственности и профессионализме. – Радовалась парикмахерша, уверенная в том, что девочка продолжит работать.\n\nИ так, начиная с того дня, Лена вернула себе работу, а Мария была очень довольна тем, что она стала более ответственной.'",72.0
28,28,"'Артем медленно поднялся с места возле костра, перекручивая оружие со спины на грудь, и направился в темноту. Остановившись у границы освещаемой зоны, он громко щёлкнул затвором автомата и хрипло прокричал: – Стойте! Назовите пароль! Из тьмы, где несколько минут назад слышались необычные шумы и приглушённые голоса, послышались быстрые шаги. Кто-то поспешно удалялся глубже в туннель, испуганный резким голосом Артема и звуками его оружия. Артем быстро вернулся к костру и сказал Петру Андреевичу: – Нет, мне действительно не показалось. Человек не назвал себя и убежал. Ты глупец! Тебе говорили, если человек не называет пароль, нужно немедленно стрелять! Откуда тебе известно, кем был этот человек? Возможно, это были враждебные люди, приближающиеся скрытно! – Нет… Мне кажется, это вовсе не люди… Шумы были очень необычными… И шаги звучали совсем иначе. Разве я не способен отличить человеческие шаги? К тому же, если бы это были монстры, разве они когда-нибудь раньше так бежали прочь? Ведь вы сами прекрасно осведомлены, Пётр Андреевич, что в последнее время монстры сразу атакуют открыто — некоторые нападения совершались безоружными, другие шли прямо к пулемету, не скрываясь. Но этот незнакомец сразу сбежал… Похоже, он боялся.'",38.0
29,29,"'В третьем транспортном кольце медленно гулкились миллионы автомобилей, дневной свет рассеивался на включенных фарах, пыль с колёс висела в воздухе, люди выходили из подземного перехода, город выглядел живым и двигающимся. Илья чувствовал желание поприкоснуться к всему вокруг, пронести рукой по предметам, окружающим его. Уже семь лет он мечтал почувствовать соприкосновение с Москвой. - Мне нужно добраться до Лобни., сказал он. - Действительно, и я пойду с тобой на ледовое представление с участием Навки?, спросила одна женщина другую. - В прошлый раз мне понравилось, зрелище потрясающее., ответила вторая. - Нет уж, - возразила первая собеседница. - Она могла найти кого-нибудь лучше. Мне больше нравится Сергей Лавров. Лавров замечательный человек., сказала она, прибавив к этому: - Я бы предпочла отправиться куда-либо именно с ним. Лавров гораздо решительнее вашего усатого. Илья не мог понять суть беседы. Электричка остановилась, а его желудок пустовал и ныл от голода. Покупать чебуреки возле вокзала он отказался, поскольку стоимость продуктов здесь была завышена относительно той суммы, которую ему предоставляли для транспортных расходов. Зачем тратить деньги на перекус, если вскоре он сможет съесть горячие домашние щи матери? Ему страстно захотелось отведать эти щи трёхдневной давности, добавив немного сметаны сверху, измельчив сухарик хлеба прямо в тарелку, как делал в детстве после примера своего деда. Затем размочить кусочки хлебной корочки в супе, но оставить их слегка твёрдыми, вдохнуть аромат блюда и осторожно положить горячую ложку в рот.'",47.5
30,30,"'В помещении Алексей Кириллович поставил чашку на стол, покрытый множеством листов бумаги, расположился в кресле, поместил перед собой стопку печатных страниц и начал пролистывать их. — Да... вот оно... верно... точно! Определим операцию умножения согласно таблице номер три... нейтральный элемент относительно... относительно... но, дорогой друг, это абсолютно совпадает с работой Юрковского. Безусловно, поскольку поле упорядоченно, множество базисов можно разделить на две части — зачем он вновь раскрывает общеизвестные сведения? Далее. Подобная матрица задаёт преобразование одного n-мерного векторного пространства в другое. Что дальше? Эта информация известна давно, это всего лишь утверждение о разложении матрицы! Шутник.'",37.0
31,31,"'То, что случилось дальше, было поистине изумительным зрелищем: крупный работник скотного двора вышел из компании бойцов — лицо у него было широкое и необычно крепкое. Он сбросил верхнюю одежду и надел перчатки, затем вытер нос своей грязной ладонью. Мы ждали именно такого поворота событий: Погода Сиволай тоже изгнал свою черную кафтановую куртку, а также шапку с меховой отделкой, расстегнул парчовое верхнее платье. Его руки были обтянуты красной тканью — такая же окраска как и его лицо. Вместе с этим он подмигивал мне издалека и выезжал вперёд, не теряя ни мгновения времени. В кулачных боях Погода демонстриционно уступал противнику — хотя на первый взгляд казалось что-то совсем другое. Словно в шутку он открыл свой черный кафтан, расстегнул парчу и покинул место для сражений, оставив его себе. И всё же, по сути, он значительно превосходил своего оппонента: высокий рост, широкие плечи, крепкий костяк, быстрый телодвижения и проворенность — вот что отличало его от остальных. Для того чтобы нанести удар по лицу его противнику было крайне трудно; а получить от него какой-либо удара было на удивление легко.'",53.0
32,32,"'Здраставте, Алёна, моя зрелая дочка. Я считаю, что главное в жизни — это чувство розыгрыша. Однако почему мне пришлось подвергнуться подобным испытаниям, ведь я сильно полюбила свою дочь! Очень сильно полюбила Андрея! В настоящий момент моя жизнь закончилась, несмотря на то, что я выгляжу моложе, чем женщины в моем возрасте. Однажды незнакомец принял меня сзади за молодую девушку, когда спросил дорогу: «Девушка, извините, скажите, пожалуйста, как пройти туда-то?» Незнакомец был грязным, вспотевшим, вероятно имел деньги и смотрел дружелюбно, говоря, что гостиницы уже заполнены. Мы с вами знакомы! Хотим бесплатно остановиться здесь за небольшой подарок — пол-килограмма гранатов. И еще попросят небольшие дополнительные услуги вроде кипячения чая, стирки постельного белья и запирания двери, чтобы их не беспокоили просьбы. У меня все сразу ясно в голове, как будто я шахматистка. Я пайка. Некоторым людям нравится термин «пайка» (иначе тоже пишу себя), но поэтами зовут себя и другие авторы, похожие на меня по имени: одна носит имя Анна Андреевна, другая также Анна, но отчество отличается — Андриановна. Во время редких выступлений прошу называть себя именно так: пайка Анна — далее фамилию моего супруга. Дети внимательно слушают мои выступления. Мне известно отношение детей ко взрослым. Мой сынТимофей сопровождает меня повсюду, сидит рядом со сценой, никогда не в зрительском зале. Иногда у него проявляется нервный тик. Я улыбаюсь и нежно поглаживаю голову Тима, произнося фразу из известного детского произведения: «Мы с Тамарой ходим парой». Однако некоторырые глупые организаторы воспринимают это серьёзно и предлагают: «Пусть Тамара посмотрит выступление из зала», не понимая, что это строка из стиха Агнии Барто.'",57.0
33,33,"'Это случилось давно — когда я родила двух детей за два года подряд. Это был мой очередной неразумный выбор, когда молодой женщине в двадцать девять лет с коротко стриженными черными волосами предстояло участвовать в археологической экспедиции, где мы совершали множество беззаботных поступков. Вначале наши пути были неприметны: я, ребенок и он рассматривали ржавый осколок за камнем. Он спросил нас: «Мальчики, что вы тут делаете?» Когда я взглянула на него — удивление на его лице было очевидно. Так началась наша история — счастье ночью и днем, когда я работала поэтом после педагогического института, а затем была уволена из газеты за роман с женатым мужчиной-художником, у которого уже было трое детей, которых я мечтала воспитывать сама. Глупая женщина! — оскорбительный приговор от жены художника, который быстро пришла на выручку своей матери и сообщила об этом главному редактору, после чего получил трёхкомнатную квартиру в центре города. Вместе с матерью своего супруга она устроилась тут же, а я оставалась жить с любовником, несмотря на недовольство матери, которая осуждала его за то, что он живёт под моё имя и в мою собственность. После чего я отправилась добровольцем в археологическую экспедицию, результатом которой стали мои дети Андрей и Алёна, теперь снова вместе с мамой, настойчиво требующей от них ответственного отношения к жизни. Мы пожили несколько месяцев, осознавая реальность ситуации: муж в Куйбышеве переживал болезненный бракоразводный процесс, его жена приходила посмотреть на беременную меня — именно так она оценила ситуацию, предполагая важный разговор. Это было время, когда я была в полном раздрае: воспитывала детей с мужем и любовником под одной крышей, а также должна была бороться за свою собственность и убеждать родных о том, что мой выбор был абсолютно правильным.'",39.0
34,34,"'Наступление продолжалось третий день, и начало его было неопределенным. В течение всего дня впереди постоянно раздавалась стрельба — как будто душа земли дышала кровью. Наши колонны периодически останавливались, направляя во всех направлениях разведывательные группы — словно хвосты танка, которые ищут нору в темноте. Поэтому мы испытывали особую радость, когда увидели пехотинцев, вышедших из леса, которых не видели уже несколько суток — как будто обещанный сюрпри после долгого ожидания. Выяснилось, что двигаясь с северного направления, наша группа объединилась с подразделениями, наступающими с южного направления — словно два полумесяца скрещивались в небе. Бесконечные подразделения пехоты последовательно подходили друг за другом и вскоре исчезали между небольшими лесочками и возвышенностями — как будто мелодия звука теряла свои ритмы. Их появление свидетельствовало о завершении преследования врага — как если бы унылое плещение воды прекратилось после долгого литья.'",25.0
35,35,"'Одесса приет странное впечатление у северян. Она напоминает иностранный городок, охваченный влиянием России. Здесь — большие кафе, где встречаются образованные коммивояжеры. По вечерам люди прогуливаются по улице Дерибасовской. Атмосфера напоминает парижский бульвар Сен-Мишель. Привычный одесский диалект содержит необычные произношения, нестандартные формы падежных окончаний и редкие слова. Этот способ речи отражает психологию города: детские надежды на ловкость и стремления добиться успеха любыми способами. Когда я печатал визитные карточки в типографии, заметил свежевышедшую одесскую вечернюю газету, издаваемую тут же. Открыв газету, обнаружил стихотворение Сергея Городецкого — изменения лишь в одной строке, которое было опубликовано анонимно. Об этом сообщила типография: автор — начинающий поэт, выдавший произведение за собственный творчество.'",43.0
36,36,"'Я доверяю тем людям, которые подают светлый лик другим, в то время как я привыкла воспринимать их с другой стороны иначе, и вот причины такого доверия: я могла лишь замечать одно его достоинство (самое важное) – поскольку я была посторонним человеком, вероятно недостаточно понятной двадцатилетней женщиной иностранного происхождения; кроме того, мне пришлось увидеть значительное изменение в нем, когда мы вновь встретились в 1911 году. Его внешность стала более мрачной и истощенной, словно отражением внутреннего горя и потери. В десятом году я видела его крайне редко, всего несколько раз, однако он продолжал писать стихи каждую зиму, нередко отправляя их мне в качестве подарка или заступничества — хотя сам по себе не считал это необходимым.'",62.0
