Unnamed: 0,index,text,ratio
22,22,"'Городок Федор-Кузьмичск уютно расположился на семи холмах, окружённый обширными полями и непроходимыми дебрями. К северу тянутся густые леса, заросшие валежником, переплетенные ветви деревьев преграждают путь, кусты цепляются за одежду, а ветки словно роняют шапки. По рассказам местных старожилов, в этих лесах обитает загадочное существо под названием кысь. Оно скрывается среди листвы и издаёт странные звуки: «кы-ысь! кы-ысь!», однако увидеть его невозможно. Когда человек оказывается в этих лесах, кысь внезапно атакует его сзади, сломав позвоночник и повредив жизненно важные сосуды, вследствие чего тот теряет рассудок. Возвращаясь домой, пострадавший уже не такой, как прежде: взгляд его становится безжизненным, движения хаотичными и непроизвольными. Родственники пытаются вернуть потерпевшего в нормальное состояние, иногда разыгрывая сцену еды — ставят перед ним пустую тарелку и дают ложку; больной механически принимает пищу, несмотря на то что на тарелке ничего нет. Стоит заметить, самостоятельность ему уже недоступна: он нуждается в постоянном уходе. Некоторые заботливые родственники или супруги отводят его в специальное помещение, а если ухода нет — умирает из-за разрыва мочевого пузыря.'",7.0
23,23,"'Ваше лицо, Александра Эрнестовна, несет в себе особую прелесть. На одном из снимков вы олицетворяете нежность и светлость облика, а на другом — легкое презрение к миру с улыбкой, открывающей ваши идеальные зубы. Есть еще портрет, где ваше недовольство играет яркими акцентами, и рука так расположена, словно держит на пальце весь мир в виде нежного кружева, которое случайно сползло с вашего запястья. Мне интересна каждая минута вашей жизни, прошедшей без лишнего внимания, где юность быстро ускользнула, а поклонники и бывшие мужья следовали один за другим, как листья осенью. Каждый встречный был лишь мгновением в вашем пути, оставившими потом пыльные дорожки воспоминаний. Я буду регулярно навещать вас, приносить молоко и полезную для зрения морковь. Прошу, откройте старые бархатные альбомы с тщательно сохраненными фотографиями — портреты юных дам в плиссированных платьях, улыбающихся мужчин средних лет и смелого Ивана Николаевича. Не волнуйтесь, Александра Эрнестовна, никто из прошлого не может вас видеть! Время требовало решений, оно пришло в свое время. Его изображение здесь, протяните руку и дотроньтесь к нему — фотография Ивана Николаевича в холодных руках, блестящая и прохладная под пальцами. Послушайте меня внимательно: она приняла решение поехать, все сомнения исчезли окончательно. Ждите ее там, где вы сейчас находитесь.\n\nМногочисленные события, дни и годы тихо прошли мимо Александры Эрнестовны, оставляя лишь следы в памяти — подобно непроницаемой завесе, скрывающей далекие горизонты. Её любимый человек остается на одиночной железнодорожной станции юга, где он бродит бесконечными часами вдоль ржавых путей, полных семян и иголок сосен, глядя время от времени на свои часы. Солнце уже нагрело воздух, но поезд не прибывает — обещание его прибытия было лишь туманным шепотом ветра. Она ведь хотела ехать! Все вещи были упакованы заранее: белые платья аккуратно сложены внутри деревянного ящика, купальные костюмы ждут своего часа, а в специальной коробке хранятся изящные головные уборы. Мелкие предметы — заколки и расчески — лежат в шкатулке, словно звездный свет застывший внутри камней; бутылочка с ароматом жасмина подтверждает готовность к путешествию. Однако что мешало осуществить этот план? Что обычно становится преградой на пути наших желаний?'",24.0
24,24,"'Он рухнул лицом в траву, превратившуюся в пыль под его щекой, и скрежетал зубами от раздражения, осознавая свою неудачливость. Лежа неподвижно, он надеялся, что опасность сама собой рассосётся, хотя в душе понимал безысходность ситуации. Воздух был тёплым и влажным, пот заливал глаза; только после этого Рэдрик громко предупредил Арчибальда: «Не шевелись! Спокойно держись!» Сам же терпеливо ждал дальнейшего развития событий. Возможно, ситуация сложилась бы относительно благополучно без существенных последствий, но первым не выдержал Арчибальд. Вероятно, либо он не услышал предупреждение Рэдрика, либо его так напугала угроза опасности, что забыл о правилах поведения, либо внезапно почувствовал ещё большую боль, нежели Рэдрик. В результате он потерял способность контролировать себя и необдуманно ринулся вперёд, пригнувшись и издав невнятный звук, подчиняясь первобытному инстинкту самосохранения — назад, хотя именно там находиться было крайне опасно. Рэдрику удалось быстро подняться и ухватить его за ногу двумя руками, вследствие чего Арчибальд всей массой тела ударился о поверхность земли, подняв облако пыли, издал странный высокий вопль и резко пнул Рэдрика другой ногой прямо в лицо. Несмотря на мучительную боль, тот накрыл его своим телом, прижавшись обожженным лицом к кожаному материалу одежды, стараясь физически подавить сопротивление противника, удерживал рукой дергающуюся голову и хаотично бил ногами по земле и телу Арчибальда. Воспринимая слабое стенание и дыхание врага, Рэдрик бессвязно произнёс сквозь сдавленное дыхание: «Тихо! Иначе прикончу...», ощущая сверху давление горящих углей, треск кожи на поверхности конечностей и туловища. Уложив своё лицо в серую золу и судорожно придавливая грудь к голове другого человека, он больше не мог сдерживать эмоций и издал протяжный крик.'",27.0
25,25,"'Жаждаю узнать итог всей этой истории. Десять лет назад я был уверен в исходе. Должна была существовать граница, непреодолимая для чужаков. Полоса протяженностью пятьдесят километров, где жили лишь ученые и военные. Опасная зона на моей планете должна быть надежно охвачена защитой. Казалось бы, большинство со мной согласилось. Звучали речи и принимались законы, чтобы гарантировать безопасность людей. Теперь трудно вспомнить, как исчезла прежняя уверенность. В конце концов, одна позиция верна, но другая также имеет свои основания. Возможно, все началось тогда, когда сталкеры принесли из опасной зоны необычные предметы — так называемые батареи. Оказалось, что данная территория была не угрозой, а кладезем ценных ресурсов. Сейчас никто точно не знает природу этой области. Люди используют эти ресурсы постепенно и аккуратно. Десять лет продолжаются исследования, вложено огромное количество средств, но эффективная система добычи пока отсутствует. Каждый занимается своей маленькой коммерческой деятельностью, а ученые неформально признают: принимая во внимание определенные аспекты, следует принять одну позицию и одновременно признать обоснованность противоположной точки зрения. Это как если бы конкретный объект после воздействия рентгеновского излучения под заданным углом испускал квазитепловые электроны — но это не важно. В любом случае, я не доживу до того момента, когда ситуация полностью разрешится.'",23.0
26,26,"'С утра зарядилась череда напастей: интернет подвёг и спёр все связи. Матвей, ещё толком не проснувшийся, рухнул на компьютерное кресло и беспечной рукой щёлкнул по клавиатуре — в ответ лишь холодный экран с грустным сообщением: «соединения нет». Связавшись со своим провайдером, он услышал суровую новость, что авария на магистральной линии связи вынудит его пережить целый день без интернета. Какие чувства могли бы испытать острова, лишенные океана? Вот так и Матвей погрузился в тоскливые раздумья, глядя на мёртвый экран своего компьютера — время до занятий в школе казалось бездонным провалом. Времени было достаточно для того, чтобы поиграть с друзьями или утонуть в любимых мирах Minecraft, но вот сетевое подключение отсутствовало. Мобильный телефон — лишь крохотное окно на мир, недостаточное для полноценного погружения в игру с её изысканной графикой и живым звуком, способным вывести из себя соседей за стенкой. Такое общение было бы слишком жестоким испытанием даже для терпеливого Матвея. Огорчённый происходящим он ринулся в кухню и уселся на стул у барной стойки, разглядывая потолок, будто там можно было найти решение. Его мать тем временем сновала по кухне, словно пчела — от холодильника до кофеварки, поднимая шум и беспорядок, которому Матвей обычно радостно противостоял со своим упорством. Стоило ему только вдохнуть воздух, как она уже приступила к своим ранним утренним обязанностям, словно он её личная мишень для бросания вызова.\n\n«Хочу сок и тост», — проскрипел Матвей сквозь зубы в знак своего недовольства.\n\nВ этот момент его мама, проходя мимо стула сына, оставила на его голове поцелуй. «Доброе утро, мой маленький гневный герой!» — прозвучало в ответ с такой лёгкостью, что Матвей едва не взорвался от раздражения.\n\nКаждый её жест казался ему излишне нежным и вызывал лишь недовольство. Ведь он — всего лишь мальчик, а не девочка, в которой такая забота была бы кстати.'",23.0
27,27,"'Отворив двери салона, Лена словно застыла на месте. Перед ней предстала Марина, одевающаяся в рабочий халат, что вызвало у нее ощущение, будто ноги стали резиновыми. Опять ошиблась с днем недели — теперь вместо пятницы наступила среда. Из-за этой промашки Лена лишилась заработка и работы. Уборка в салоне была ее обязанностью по вторникам и пятницам, а сегодня эта роль отведена Марине. Пожилая парикмахерша, которая занималась трудоустройством несовершеннолетних вне официальной регистрации, задала вопрос Лене с непонятной улыбкой на лице.\n\n— Сегодня же не твоя смена, Лена. Почему ты здесь? — спросила она, словно загадывая ребус для девочки.\n\nЛена вдруг ощутила себя потерянным путником в лабиринте времени и пространства.\n\n— Сегодня именно моя смена! Я уверена!\n\nЭти слова вырвались из нее словно крик отчаяния. Ей казалось, что мир вокруг превратился в хаотичную пантомиму, где каждый день играет по своим правилам.\n\n— Леночка, ты ошиблась днем недели. Твоя смена бывает только пятницей.\n\nТакая невозможность принять действительность привела к тому, что Лена стала раздраженной и встревоженной собственным положением.\n\n— Пожалуйста, скажите мне правду! — взмолилась она. — Сегодня ведь пятница?!\n\nТетя Мила лишь покачала головой, словно подтверждая, что мир не так прост, как кажется в детстве. Она спросила:\n\n— Тебе хорошо?\n\n— Нет, и вам тоже плохо! Вы просто не понимаете!\n\nТри зрителя наблюдали за происходящим с интересом. Ведомая тем, что ее непонимание могло привлечь лишнее внимание, парикмахерша взяла Лену под руку и увела в служебное помещение.\n\n— Устала ты сильно, — сказала она, гладя девочку по волосам. — Часто так бывает, когда работаешь больше, чем взрослые люди. Тебе надо отдохнуть и развлекаться.\n\nЛена негативно покачала головой, отстраняясь от прикосновений женщины.\n\n— Мне не нужен отдых! У меня нет времени на это!\n\nЖенщина вздохнула, словно сожалея о беспомощности юной девочки. Она достала одежду для братьев Лены и предложила их носить.\n\n— Одежда эта хорошая, — сказала она. — Мой внук носит ее аккуратно.\n\nНо Лена отказалась принять подарок, решительно встав со стула.'",30
28,28,"'Артем медленно поднялся со своего места у костра, перекинул оружие с спины на грудь и направился в ночную темнину. Остановившись у границы освещённого круга, он резко щёлкнул затвором автомата и хрипло закричал:\n– Стойте! Назовите пароль!\nИз тьмы, где недавно слышались странные звуки и приглушенные голоса, раздались быстрые шаги. Кто-то поспешно ускользнул вглубь туннеля, испуганный резким окриком Артема и шумом его оружия.\nВернувшись к костру, Артем сказал Петру Андреевичу:\n– Нет, я точно не ошибся. Человек не представился и сбежал.\n«Ты наивный! Тебе ведь объясняли: если кто-то не назвал пароль — стреляй немедленно! Как ты можешь быть уверен, что это был человек? Может, это были враждебные существа, приближавшиеся тайком.»\n«Нет... Я почти уверен, что там не люди... Шумы были крайне нетипичными... И шаги звучали совсем иначе. Неужели я не могу отличить человеческие шаги? А если бы это были монстры, почему они бы сразу не атаковали напрямую? Ведь вы прекрасно знаете, Петрович, что последние время монстры предпочитают открытые столкновения — некоторые нападают безоружными, другие идут прямо на пулемет, ничем себя не скрывая. Но этот незнакомец сразу удрал... Похоже, он сильно испугался.»\n«Достаточно сказано! — перебил Петрович. — Твоя задача следовать инструкциям, а не думать. Этот человек мог быть разведчиком противника. Увидев нашу малочисленность, он теперь, возможно, организует нападение силами врага... Мы скоро можем оказаться убитыми, как случилось на станции Полежаевская из-за того, что ты не предпринял действия по уничтожению потенциальной угрозы.»\nАртем задумался о тёмном пространстве туннеля за отметкой семьсот метров. Даже мысленно вспоминать этот участок было страшно. Никто до сих пор не решался зайти дальше семисотого метра на севере. Патруль каждый раз проверял границу фонариком, убеждаясь в отсутствии угрозы и быстро возвращаясь обратно. Разведывательные группы из опытных бойцов тоже ограничивались семисотыми восемьюдесятыми метрами, пряча светящиеся сигареты и наблюдая через прибор ночного видения, а затем осторожно уходили назад без лишнего шума.'",9.0
29,29,"'На Третьем транспортном кольце автомобили двигались медленной вереницей, словно живые существа, дневные лучи освещали их фары, и пыль от колёс висела в воздухе, как лёгкий туман. Люди выходили из подземного перехода, придавая городу жизнь. Илья ощущал непреодолимое желание коснуться всего вокруг: провести рукой по предметам, окружавшим его. Уже семь лет он мечтал о том, чтобы Москва коснулась его в ответ, поделилась с ним своей энергией и теплом.\n\n— Мне нужно добраться до Лобни.\n\nВнешний вид электричек сильно изменился.\n\nРаньше Илья видел грязные зелёные вагоны со сломанными окнами, а на стенах были натюрморты с надписями. Деревянные лавки для всех пассажиров были покрыты шелухой семян подсолнечника и пролитым пивом, запах которого висел во всем поезде. Теперь же появились чистые белоснежные составы с жёлтыми полосами по бокам, а внутри каждого кресла было место только для одного человека. Люди вели себя более сдержанно и аккуратнее благодаря новому облику электричек.\n\n— Ты не хочешь пойти со мной на ледовое представление с участием Навки? — спросила одна женщина другую. — В прошлый раз мне понравилось, зрелище потрясающее.\n— Возможно, и пошла бы. Ведь сама Навка вышла замуж за этого человека с усами, помощника президента Путина. Мужчина внушительный, эффектный, — ответила другая женщина, которая выглядела значительно старше первой и накрасилась поверх усталого лица.\n— Нет уж, — возразила первая собеседница. — Она могла найти кого-нибудь лучше. Я бы предпочла отправиться куда-либо именно с Лавровым. Он гораздо решительнее вашего усатого.\n\nИлья прислушивался к разговору, но не мог понять его сути. Электричка задерживалась, и у него возникло ощущение голода. Его желудок пустовал и ныл, словно требуя пищи. Он отказался покупать чебуреки возле вокзала из-за завышенных цен на продукты относительно той суммы, которую ему предоставляли для транспортных расходов.\n\nЕму страстно захотелось попробовать домашние щи матери. Он представлял себе, как добавит немного сметаны сверху и измельчит кусочек хлеба в тарелке, словно в детстве подражая деду. Затем размоет кусочки хлебной корочки в горячем блюде, но оставит их слегка твёрдыми, чтобы насладиться ароматом и осторожно отправить горячую ложку в рот.\n'",8.0
30,30,"'Кот сорвался со стула и помчался следом за ним, оставляя за собой лишь легкий вихрь прыжков.\n\nВ комнате Алексей Кириллович аккуратно опустил чашку на стол, заваленный бумагами, уселся в кресло и принялся листать стопку печатных страниц:\n— Да... Вот она, правда... точно! Определим операцию умножения согласно таблице номер три... нейтральный элемент относительно... но, дорогой друг, это полностью совпадает с работой Юрковского. Безусловно, поле упорядочено и множество базисов можно разделить на две части — зачем он раскрывает очевидное? Далее. Такая матрица задаёт преобразование одного n-мерного пространства в другое. Что дальше? Это давно известно, это всего лишь утверждение о разложении матрицы! Шутник.\n\nАлексей Кириллович открыл ящик стола и взял хлебный ломтик, завёрнутый в салфетку. Продолжая читать страницы, он аккуратно отделял крошки и периодически запивал их чаем:\n— Продолжим... так... произведение матрицы на число распределительно относительно операции сложения чисел... понятно... дальше... знакомо... где обсуждается тема линейной комбинации?... так... Кронекерово произведение равно нулю, когда квадратные матрицы формируют систему относительно суммирования и умножения... но как это связано с делом? Где два тензорных пространства? Они же равны.\n\nХлебные крошки падали ему на ноги, рассыпаясь по полу. Кот расположился на диване, устроив голову между передними лапами:\n— Как можно классифицировать тензорные величины? Эти объекты принадлежат внешней структуре... глупец... следовательно, анализ билинейной конструкции — пустая трата времени. Шутник! Нужно выяснить характеристики левого тензорного поля, а не полиномиальное выражение... сейчас посмотрим... так... теперь яснее... интересно! Это противоречит евклидовому пространству! Очень смешно! Столь удивительное: полярная запись базовой функции именуется скалярным рассеиванием! Ха-ха-ха! Совершенно бессмысленно и никак не связано!'",31.0
31,31,"'Группа расступается перед тем, как выйти участник боя: широкоплечий работник скотного двора, чье лицо запечатлено в миру тяжелой работы. Скидывает верхнюю одежду, обтягивает перчатками руки, промакивает нос платком. Мы были готовы к такому развитию событий, поэтому Погода Сиволай расстегивает свой черный кафтан и сбрасывает меховую шапку, освобождаясь от парчового плаща. Он слегка потирает мускулистые руки, обернутые красной тканью, подмигивает мне и шагает вперед. В кулачных боях Погода превосходит любого соперника своим мастерством. Хотя он невысокого роста, его плечи широкие, а кости укреплены жизнью во дворце. Ударить его лицо нелегко, но противник может легко получить ответный удар от Погоды.\n\nПрищурив глаза и покачивая шёлковым поясом, он обращается к сопернику:\n\n– Ты готов принять поражение?\n\nСоперник не оставляет свои слова без ответа: \n\n– Смело говорить до начала битвы!\n\nДвигаясь вокруг круга, оба соперника внимательно изучают друг друга. Хотя внешние признаки и социальные статусы различаются, они — русские люди, решительные и непреклонные.\n\nСобираемся вокруг бойни, объединяясь в едином порыве с прочими участниками. Это обычное явление здесь: все равны — будь то крестьянин или дворянин, служащий или работник. Кулачный бой — это самостоятельное действие.\n\nУлыбаясь и подмигивая работнику скотного двора, Погода напрягает мышцы рук. Работник не может удержаться, нанося первый удар своим тяжелым кулаком. Оседлавший удары, Погода наклоняется и одним резким движением бьет рабочего в живот. Тот вскрикивает, но не уступает боль. Погода начинает кружиться вокруг противника, делая плавные движения руками, подмигивает насмешливо и высовывает язык. Однако рабочий игнорирует эти маневры, тяжело дышит и снова замахивается кулаком. Но Погода опережает его — левой рукой удар по скуле, правой — в грудь: хруст! хруст! Рёбра сломаны. Удару удалось избежать, но теперь боец громко кричит, машет большими кулаками и теряет перчатку. Однако безрезультатно: он снова получает удары в область живота и носа — резко! Рабочий отступает назад, теряя равновесие, скрещивает пальцы обеих рук, громко рычит, разрезая холодный воздух движениями тела. Но напрасно: бах! бах! бах! Быстро работает рука Погоды — теперь лицо рабочего залито кровью, один глаз заплыл, нос струится кровавой жидкостью. Капли ярко-красной крови летят в лучах зимнего солнца и блестят на плотно утрамбованном снегу.'",26.0
32,32,"'Здравствуй, моя дорогая Алёна, дочь моего сердца. Жизнь подарила мне множество испытаний, но среди них огонек любви светит ярче всего. Я любила Андрея с такой силой, что сердце замирало при одной мысли о нём. Моё существование теперь будто заморожено во времени, несмотря на то, что годы стерлись со мной словно ветер с песка. Однажды случайный путник спутал меня с молодой красавицей и обратился за помощью: «Простите, девушка, как пройти туда-то?». Его глаза светились добротой, хотя внешность оставляла желать лучшего. Он упомянул гостиницы и подарки — обычные риторические фигуры для таких случаев. Но я всё понимала на лету, словно истинная поэтесса. Моя душа пела стихи, а дети слушали с восторгом. Моего сына Тимофея всегда можно увидеть рядом со мной — его преданность бесценна для меня. Иногда его нервничает шум вокруг, но моё прикосновение и слова из детских стихов успокаивают: «Мы с Тамарой ходим парой». Однако некоторые люди не понимают этой игры слов и предъявляют свои условия, предлагая заменить меня на более подходящую кандидатуру. Но это лишь недоразумение из-за известного стихотворения Агнии Барто.'",25.0
33,33,"'Это случилось давным-давно, когда я родила двойняшек за считанные месяцы. Это был очередной мой опрометчивый выбор, который привёл к тому, что в свои слегка седые для двадцати девяти лет, со стрижкой под мальчика и худощавым телосложением, я оказалась на археологической вылазке. Вначале мы были чужими друг другу: я с ребёнком рассматривала ржавый кусок железа за камнем, а он спросил нас с улыбкой: «Мальчики, что вы тут делаете?» Когда мой взгляд встретился с его, он осознал, что перед ним девушка-мальчик и был потрясён. Так началась наша история, полная радости на каждый день и ночь, когда я работала поэтом после окончания педагогического института и была уволена из газеты из-за романа с женатым художником, у которого уже были трое детей. Я мечтала стать их матерью, но оказалась просто глупой женщиной. Жена художника быстро появилась и заявила мне, что я должна была стыдиться этого до основания, сообщив об этом главному редактору. После этого ей досталась трёхкомнатная квартира, которую её муж уже давно обещал, так как они жили с матерью его в одной комнате, тогда как я предоставляла место для работы своему любовнику несмотря на непрекращающиеся упрёки матери за то, что он живёт за мой счёт без намёка на брак. Это было очень старомодно. Затем, после потери работы в газете, я отправилась добровольцем в археологическую экспедицию, которая и принесла мне моих детей Андрей и Алёна, теперь снова живущих вместе с настойчивой матерью в одной комнате. Мы некоторое время пытались понять реальность нашей жизни, пока мой муж переживал болезненный развод в городе Куйбышеве. Его жена приехала посмотреть на беременную меня, точнее сказать, она стояла у двери, когда он открыл её и увидел жену с подростком-пятнадцатилетним сыном, чтобы обсудить важный вопрос.'",25.0
34,34,"'Наступление продолжалось третий день, пребывая в туманной неопределенности. Весь день стрельба гремела впереди, наши колонны то и дело останавливались, направляя разведку во все стороны. И поэтому мы испытали особую радость, когда увидели пехотинцев, вышедших из леса, которых не переставали ждать уже несколько дней напролет. Оказалось, что двигаясь с северного направления, наш отряд соединился с подразделениями, наступающими с южного горизонта. Бесконечные строи пехоты появлялись и исчезали между небольшими лесочками и холмами. Их приход знаменовал завершение преследования врага, поскольку противник прекратил свой отступнический бег и готовился к встрече с нами на поле брани.\n\nНаша разведгруппа должна была выяснить маршрут продвижения одного из пехотных подразделений и обеспечить защиту его фланга. Во время выполнения задания мы столкнулись с кавалерийским патрулем, которому было поручено аналогичное дело. У офицера-драгуна был разорван сапог — следствие попадания вражеской пики днем ранее, однако он получил лишь легкую царапину, тогда как около восьми немецких солдат пали на поле брани. Быстро определив местоположение неприятеля после нескольких пробных маневров и последующего обстрела, мы спокойно двинулись дальше, размышляя о предстоящей трапезе: картофеле и чае.\n\nОднако едва мы покинули лесной массив и дозорный взобрался на возвышение, прозвучал выстрел с противоположного края холма. Вернувшись обратно в лес, мы заметили полное затишье. Когда дозорный снова появился над гребнем, последовал еще один выстрел, и на этот раз пуля задела ухо лошади. Спешившись, мы расположились на краю леса и начали наблюдение. Постепенно с вершины соседнего холма появилась немецкая военная каска, затем фигура всадника, которого я смог подробно рассмотреть в бинокль благодаря характерному светлому цвету его усов. Солдаты шепотом произносили: «Вот он, вот он». Однако офицер решил дождаться появления большего числа противников, считая бессмысленным открывать огонь по одиночному солдату. Мы держали цель на мушке, внимательно изучая ее в оптическом приборе и рассуждая о социальном статусе наблюдаемого человека.'",25.0
35,35,"'Одесса впечатляет приезжего северянина как неповторимый микс культур: город словно иностранец, заразившийся русским духом благодаря местным правителям. Здесь кафе разливаются облаками воспитанных продавцов товаров народного потребления, а вечерние прогулки по Дерибасовской улице веют французскими бульварами Сен-Мишель. Особый одесский говор — со своими окончаниями и словами — отражает городскую душу: веру в изворотливость и стремление любой ценой достигать успеха. В типографии я заметил свежеиспечённый выпуск местной газеты, где стих Городецкого с исправленной строкой был опубликован анонимно. Управляющий объяснил: новоиспечённый поэт позаимствовал работу под фальшивым именем. Безусловно, есть в Одессе честные и достойные люди, но они не задают тон общению на улицах города — где царят ловкачи и предприимчивые дельцы. На Востоке возникли активисты будущего, такие места как Порт-Саид, Смирна и Одесса становятся их домом и мечтой о завтрашнем дне.\n\n10 апреля мы отправились в плавание на корабле «Тамбов». Два недели назад Черное море было спокойным как озеро. Под воздействием судна волны расходятся, винт работает без шума под водой, следы от движущегося корабля слегка просматриваются на зеленоватом фоне. С нами плывут стаи дельфинов, приближающиеся близко и демонстрируя свои спины в лучах утреннего света. Первую ночь в открытом море мы провели под ослепительными звёздами.\n\nУтро 12 числа — Константинополь. Перед нами предстаёт привычный пейзаж: Босфор с его белыми парусами, улыбающиеся турки, кипарисовые деревья и цветущую сирень на склонах побережья — всё это под особым светом Константинополя.\n\nМимо нас проплывала флотилия военных кораблей европейских государств, стоящая неподвижно и мрачно. В 8 утра раздались национальные гимны: английский — уверенно и гордо, российский — торжественно и благочестиво, испанский же так ярко звучал, что хотелось под ним танцевать.'",25.0
