text_id,author,source,link,year_of_creation,text_domen,original_text,idiomatic_expressions,len,word_count,ratio,idiom_count,ratio_2
43,Семен Сергеев,Царьград. Подмосковье,https://dzen.ru/a/ad4vO4dP7i9xBFtW,2026,новостной,"Эта история началась как обычная прогулка по побережью, а превратилась в настоящий детектив. 48-летняя жительница Новой Зеландии Нейша Ринд и ее десятилетний сын Кея бродили по пляжу Ocean Beach в курортном городке Тайруа. Этот район на восточном побережье полуострова Коромандел давно облюбовали серферы, но в тот день океан приготовил для туристов куда более редкий трофей, чем удачная волна.

Среди груды плавника и морского мусора, который прилив обычно выносит на песок, Кея заметил странный предмет. Сначала семья подумала, что это обычный кирпич, обросший морской растительностью. Однако, очистив находку от толстого слоя ракушек и соленого налета, они поняли, что держат в руках классическую литровую бутылку из-под виски Jack Daniel’s. Внутри белел свернутый листок бумаги, пишет РГ.

Как только Нейша осторожно извлекла пробку, стало ясно: это не шутка современных пранкеров. Послание было датировано 17 февраля 2002 года. На пожелтевшей бумаге, изрядно пострадавшей от влаги, удалось разобрать имя автора - Джек. Парень писал о том, что он занимается рыбалкой в районе островов Олдермен (это популярное место для промысла неподалеку от берегов Коромандела). К сожалению, морская вода превратила большую часть текста в нечитаемые кляксы, но дата и имя сохранились идеально.

Такие находки всегда вызывают трепет и заставляют вспомнить классику мировой литературы, например, знаменитый роман Жюля Верна ""Дети капитана Гранта"". В книге герои искали пропавшего моряка, доверившись письму из океана, которое так же пострадало от морской воды.

В реальности все прозаичнее, но не менее увлекательно. Бутылка дрейфовала в Тихом океане долгих 22 года. За это время она могла совершить кругосветное путешествие или все эти десятилетия кружить в мощных течениях Тасманова моря, прежде чем вернуться почти в ту же точку, где была брошена в воду.

Нейша Ринд опубликовала фотографии артефакта в социальных сетях, надеясь, что современные технологии, в отличие от времен Жюла Верна, помогут найти того самого Джека без кругосветного путешествия. Пока на связь никто не вышел. Пользователи в соцсетях уже шутят, что Джек, скорее всего, за это время успел вырасти, завести семью и забыть о своем подростковом увлечении.

Подобные случаи большая редкость. Исследователи океанов отмечают, что большинство стеклянных сосудов разбивается о скалы в первые же месяцы странствий. То, что бутылка ""Джека"" уцелела и сохранила письмо спустя четверть века, настоящая удача. Теперь маленькому Кее и его маме остается только ждать: возможно, автор письма из прошлого увидит новости и расскажет, какой была та самая рыбалка в далеком 2002-м.","превратилась в настоящий детектив
облюбовали серферы
океан приготовил для туристов куда более редкий трофей, чем удачная волна
среди груды плавника
это не шутка современных пранкеров
превратила большую часть текста в нечитаемые кляксы
Такие находки всегда вызывают трепет и заставляют вспомнить классику мировой литературы
доверившись письму
В реальности все прозаичнее, но не менее увлекательно.
долгих 22 года
[бутылка] могла совершить кругосветное путешествие или все эти десятилетия кружить в мощных течениях Тасманова моря, прежде чем вернуться почти в ту же точку
большинство стеклянных сосудов разбивается о скалы в первые же месяцы странствий
остается только ждать
письма из прошлого",373,83,"22,25201072",14,"3,753351206"
44,,KP.RU:Комсомольская правда,https://dzen.ru/news/story/b60b96af-354b-59ed-9f3e-de646aae6875?lang=ru&persistent_id=3332215823&rubric=index&story=0c0bfbaa-a7b0-5ae2-b93b-c8d710b1eb67&t=7452959871613276160,2026,новостной,"После назначения Игоря Краснова на должность председателя Верховного Суда РФ десятки российских судей лишились мантий из-за связей с коррупцией и неправосудных решений. Об этом, проанализировав последние отставки, сообщает РИА Новости.

Отмечается, что первое и наиболее громкое дело произошло в считанные дни после того, как Краснов возглавил Верховный суд. Речь идет о Викторе Мамотове, лишенного полномочий судьи ВС РФ, с которого позже взыскали в доход государства 97 объектов имущества на 9 миллиардов рублей.

В общей сложности, заключают журналисты, всего за полгода мантий лишились десятки судей в разных субъектах Российской Федерации.

Напомним, президент России Владимир Путин представил Совету Федерации кандидатуру генпрокурора Игоря Краснова для утверждения на должность председателя Верховного суда. Место Игоря Краснова на посту главы Генпрокуратуры занял Александр Гуцан - полномочный представитель президента России в Северо-Западном федеральном округе.

Позже, уже в новой должности, Игорь Краснов заявил, что судебные решения не должны быть катализатором мошеннических схем. Реакция на любые коррупционные действия судей независимо от их уровня будет бескомпромиссной.","десятки российских судей лишились мантий
громкое дело
считанные дни
мантий лишились десятки судей
катализатором мошеннических схем",152,12,"7,894736842",5,"3,289473684"
45,,Царьград. Санкт-Петербург,https://dzen.ru/a/aemjdjiGoGguCoCT?utm_source=yxnews&utm_medium=mobile,2026,новостной,"Учёные создали биоплёнку, которая не пропускает ни кислород, ни водяной пар. Спустя месяц после использования такая упаковка просто исчезает.

Пластик стал окружать людей почти повсюду. Такая упаковка отправляется на свалку или даже попадает в океан, где разлагаться будет в течение столетий. Это большая проблема. Учёные стараются создать биопластик из возобновляемых природой материалов. Но обычно экологичные плёнки плохо защищают от влаги и кислорода. А без защиты товар сохранить не получится.

Инженеры из Технологического института Джорджии нашли выход. Они создали биоплёнку из того, что растёт в огороде или лесу, а также остаётся на кухнях хозяек после готовки. Например, понадобилась целлюлоза (главный строительный материал растений), хотозан (добывают из панцирей крабов и из грибной кожуры), лимонная кислота (из цитрусовых). Ингредиенты обрабатываются, превращаясь в тонкую плёнку. Такая упаковка не пропускает ни кислород, ни водяной пар.

Такая плёнка сама разложится и не будет отравлять землю веками. По словам профессора Карсона Мередит, плёнка иногда даже лучше обычного пластика сохраняет продукты свежими, как сообщает innovanews.ru. Однако для правильного разложения нужны специальные условия, например, температура, влажность и микробы. А на обычной свалке она пролежит так же долго, как обычный пластик. Пока испытать новинку не получится, это лабораторный прототип. И в реальной упаковке такой плёнке не хватит эластичности при изгибах. Вероятно, придётся добавлять пластификатор.","упаковка просто исчезает
[инженеры] нашли выход.
из того, что растёт в огороде или лесу, а также остаётся на кухнях хозяек после готовки
не будет отравлять землю веками
",201,24,"11,94029851",5,"2,487562189"
46,Адам Магомедов,MOSREGTODAY,https://dzen.ru/a/aeh0BTiGoGguCPK9?utm_source=yxnews&utm_medium=mobile,2026,новостной,"Специалисты подтверждают, что у кошек действительно феноменально развита сенсорная система. Их обоняние превосходит человеческое примерно в сорок раз, слух способен улавливать ультразвуковые частоты, а зрение идеально настроено на фиксацию малейших изменений в пространстве. Благодаря этому они становятся чрезвычайно внимательными наблюдателями и мгновенно замечают, когда с хозяином что-то не так: меняется его поведение, голос, запах и даже мимика. Результаты научных исследований доказывают, что кошки действительно способны распознавать человеческие эмоции по выражению лица, характеру движений и интонации.

Однако, по словам экспертов, кошка не диагностирует саму болезнь, а лишь реагирует на изменения в привычном облике и поведении человека. Что касается привычки ложиться именно на больное место, то и этому есть рациональное объяснение. Воспаленные участки тела, как правило, имеют повышенную температуру, а кошки, чья нормальная температура составляет 38–39 градусов, инстинктивно тянутся к теплу. Таким образом, питомец создает эффект «живой грелки», что действительно может временно облегчить дискомфорт, но ни о каком лечебном воздействии, которое было бы зафиксировано экспериментально, речь не идет.

Ученые также развеивают миф о том, что кошки способны выявлять у людей онкологические заболевания. В отличие от собак, которых специально дрессируют для диагностики рака по запаху мочи, кошек для этих целей не используют, в том числе из-за сложностей с их обучением. Единственный научно подтвержденный терапевтический эффект от присутствия этих пушистых питомцев — это доказанное снижение уровня стресса и тревожности у их владельцев.","феноменально развита сенсорная система
питомец создает эффект «живой грелки»
этих пушистых питомцев",216,10,"4,62962963",3,"1,388888889"
47,,"Вокруг света
",https://dzen.ru/news/story/9b464037-203d-5f41-b9f5-49aa1e605474?lang=ru&fan=1&t=1776924069&persistent_id=3330576527&cl4url=f2d88339270db54bc91d41307edea50f&story=10b9c6a9-5a99-5121-82f5-29b783f69cf2,2026,новостной,"Эволюционные линии большинства современных штаммов этой бактерии разошлись около пяти тысяч лет назад, в эпоху неолита, когда люди становились все более оседлыми и жили в более тесном контакте друг с другом. Это могло способствовать распространению и диверсификации патогена, который передается, в основном, воздушно-капельным и контактным путем. Так, Streptococcus pyogenes был обнаружен в останках людей, живших в Европе и Африке четыре тысячи лет назад.

Штамм, обнаруженный в боливийской мумии, мог отделиться от остальных еще раньше, примерно 10 тысяч лет назад, считают ученые. Изначально он мог попасть в Южную Америку из Сибири вместе с людьми, которые примерно 22 тысячи лет назад пересекли Берингов пролив и постепенно начали расселяться вдоль североамериканского, а затем и южноамериканского континента.

До появления современных антибиотиков скарлатина была одной из основных причин детской смертности и инвалидности, иногда вызывая потерю зрения и слуха. Пока ученые не выяснили, что инфекция вызывается бактерией, ее симптомы часто путали с оспой, корью и дифтерией. Все эти инфекции исторически считались болезнями «пограничья» — они сопровождали европейских колонизаторов, хлынувших в Америку, вызывая разрушительный эффект среди местного населения, чья иммунная система была не готова к встрече с этими патогенами.

Однако сейчас ученые считают эту версию очень упрощенной, и возможно, неверной. Вполне возможно, что не только пиогенный стрептококк, но и многие другие возбудители инфекционных заболеваний циркулировали в Новом Свете на протяжении тысячелетий, задолго до появления там европейцев. В поддержку этой гипотезы говорят результаты недавних исследований, касающихся возбудителей сифилиса и проказы.","Все эти инфекции исторически считались болезнями «пограничья»
возбудители инфекционных заболеваний циркулировали в Новом Свете",229,13,"5,676855895",2,"0,8733624454"
48,Евгений Акопян,REGIONS.RU,https://dzen.ru/a/aemz5jiGoGguCpFn?utm_source=yxnews&utm_medium=mobile,2026,новостной,"Инженерам Ирбитского мотоциклетного завода поставили задачу: разработать машину, способную разгоняться до 150 км/ч без коляски и до 120 км/ч с ней. Для большинства советских мотоциклов тех лет это были космические цифры.

Работа над новинкой велась в режиме строгой секретности и при хронической нехватке ресурсов. Первые опытные образцы собрали в 1963 году. Внешне мотоцикл оставался узнаваемым «Уралом», но двигатель серьезно прокачали: объем вырос до 1040 кубических сантиметров, а мощность достигла 50 лошадиных сил. Чтобы улучшить аэродинамику, поставили специальный обтекатель. Правда, паспортных 150 км/ч добиться не удалось — первые экземпляры разгонялись до 130–132 км/ч. Но и этого хватило, чтобы поразить современников.

В 1967-м завод выпустил крошечную партию — всего около 25 мотоциклов с колясками. Их распределили по подразделениям ГАИ по всему Советскому Союзу. Каждый экземпляр собирали практически вручную: не хватало мощностей, уникальные комплектующие поставлялись с перебоями, да и сама разработка обошлась слишком дорого. На деле эксплуатация этих байков превратилась в головную боль. Запчасти для литрового мотора были в жутком дефиците, а если двигатель серьезно ломался, его чаще всего просто не удавалось починить. В итоге проект так и остался штучным — слишком сложным и дорогим для советской промышленности.

И все же «Урал М-100» сумел оставить след в истории отечественного мотостроения. Эти машины прослужили в ГАИ около десяти лет. Сегодня о них помнят лишь единицы — даже заядлые коллекционеры и фанаты ретро-техники знают об этой модели не много. Большинство экземпляров безвозвратно утеряны, а уцелевшие стали настоящим раритетом.

Тем временем Ирбитский мотоциклетный завод вновь пытается удивить публику. С января 2026 года встал на конвейер «Урал Нео 500» — более доступная и современная версия легендарного бренда. Новинка получила рядный двухцилиндровый двигатель объемом 446 см³ с жидкостным охлаждением и отдачей 35 л. с., а также пятиступенчатую коробку передач с задней передачей. Сухая масса — 334 кг. Внешне байк выдержан в духе современных туристических мотоциклов, а в оснащение добавили светодиодную оптику, электронную приборную панель и встроенную переднюю камеру. Модель разработали в партнерстве с крупной компанией, и ориентирована она в первую очередь на экспорт.

Проект «Урал М-100» наглядно показывает, как смелые инженерные идеи могут обгонять свое время, но разбиваться о суровую реальность производства. Сегодня завод делает ставку на новые технологии и международную кооперацию, чтобы вернуть себе место на мировом рынке мотоциклов.","космические цифры
двигатель серьезно прокачали
объем вырос
паспортных 150 км/ч добиться не удалось
эксплуатация этих байков превратилась в головную боль
оставить след в истории
завод вновь пытается удивить публику
выдержан в духе
как смелые инженерные идеи могут обгонять свое время, но разбиваться о суровую реальность производства.",357,38,"10,6442577",9,"2,521008403"
49,,Транссибинфо Хабаровск,https://dzen.ru/a/aefsa0xpDmEbvz-J?utm_source=yxnews&utm_medium=mobile,2026,новостной,"Технические особенности и материалы.

Техническая «начинка» Truckster полностью ориентирована на плотный, тяжелый звук и максимальную стабильность в строю.

Основой инструмента служит классическое сочетание: корпус из красного дерева с кленовым верхом и вклеенный гриф из махагони, что обеспечивает мощный резонанс и долго тянущийся звук, который так ценят рок-музыканты.

Конструкция с вклеенным грифом и активные звукосниматели EMG делают инструмент устойчивым к экстремальным сценическим условиям и дают мощный звук без лишних шумов. Модели на которых стоит подпись Хэтфилда ценятся за высокое качество сборки и надежность компонентов.

В комплекте с гитарой продавец отдает профессиональный кожаный ремень Levy's и иллюстрированное издание, посвященное истории группы Metallica. Наличие такого лота в регионе — большая редкость, так как обычно инструменты японской серии ESP приобретаются коллекционерами через международные аукционы.

Интересные факты о модели ESP Truckster:

Пятая совместная работа: Truckster — это уже пятая «подписная» гитара, которую ESP сделала для Хэтфилда. В основу лег корпус ESP Eclipse, визуально напоминающий Gibson Les Paul.

Грузовик, а не гитара: Хэтфилд обожает кастомные автомобили и хот-роды. Когда ESP спросили, как должна выглядеть его новая модель, он, выбрал этот дизайн: серый, ободранный, будто его только загрунтовали и забыли покрасить. Так и появился этот «недокрашенный», поцарапанный стиль — честный, без лака и блеска.

Секрет переключателя: Тот самый фальшивый тумблер на верхней части корпуса добавлен исключительно для сходства с винтажными гитарами. Рабочим является только нижний переключатель.

Многослойный финиш: Чтобы добиться эффекта старения, на фабрике ESP гитару красят в несколько слоев (серый, черный, белый), а затем вручную протирают покрытие, чтобы сквозь верхний слой проглядывали нижние. В результате даже две гитары из одной партии будут выглядеть по-разному — у каждой свой «характер».","Техническая «начинка»
плотный, тяжелый звук
«подписная» гитара
Грузовик, а не гитара
«недокрашенный», поцарапанный стиль — честный, без лака и блеска
даже две гитары из одной партии будут выглядеть по-разному — у каждой свой «характер»",254,29,"11,41732283",6,"2,362204724"
50,,Life,https://dzen.ru/a/ZjK1x0-iMWDwSoau,2024,новостной,"Как вычислить неочевидные недостатки дома
Во-первых, не покупайте дома на вторичном рынке зимой или поздней осенью — именно в это время легче всего замаскировать недостатки в фундаменте. А именно они могут быть фатальными. Серьёзные изъяны, трещины, нарушения технологии строительного процесса установки фундамента могут привести к тому, что дом придётся сносить и строить заново. Собственно, это и может оказаться по факту причиной продажи дома на вторичном рынке. Об этом предупредил владелец строительной компании ""Дом Лазовского"" Максим Лазовский.

Следующий момент — изъяны скрытых работ. А именно — ошибки при утеплении, гидро- и пароизоляции. Обязательно посетите подвальное помещение, если оно есть. Посмотрите на динамику температуры и влажности, нет ли подтёков на стенах и иных следов.

Проблем со вторичным объектом ИЖС может быть масса — грунт не подходит для выбранного типа строения, с сечением свай или вообще типом фундамента ошиблись. Забыли обработать от короедов, и жуки уже скушали половину лаг… Лучше приходить на просмотр понравившегося объекта с профессионалом (технический или строительный надзор) и смотреть все мелочи.

— Кроме того, обязательно изучите разрешение на строительство и ВРИ земельного участка. А вдруг это вообще ""самострой"" и возводить жилые сооружения на этой земле запрещено. Также изучите косвенные дефекты — это возможные ухудшения локации. Например, открытие рядом завода по переработке сырья, свалки или новой оживлённой дороги. Для этого надо посмотреть план градостроительной застройки вашего муниципального образования — он есть в открытом доступе в сети, — добавил Максим Лазовский.","[Проблем] может быть масса
жуки уже скушали",226,6,"2,654867257",2,"0,8849557522"
51,,KP.RU:Комсомольская правда,https://dzen.ru/a/WbPkRFWHa0WGyUD3,2017,новостной,"Незаслуженно обиженный диетологами продукт - свекла обыкновенная. Или мангольд. До последнего времени ее использовали больше «для цвета», кроша в винегрет или борщ. Сейчас же в Европе стали очень популярны мангольд-диеты, которые включают разные блюда из свеклы и ее листьев, которые, кстати, тоже очень полезны, богаты железом, аскорбинкой и йодом (и в отличие от других видов ботвы - совсем не горькие, а даже приятные на вкус).

В свекле есть одно уникальное и очень ценное для всех худеющих вещество - бетаин, рассказывает врач диетолог-гастроэнтеролог Светлана Бережная. Он не дает всасываться лишним жирам и при этом улучшает усвоение полноценных белков.

К тому же в свекольном соке содержатся ферменты, которые улучшают водно-солевой обмен в организме и обладают мягким мочегонным действием, что весьма полезно тем, кто мало двигается и склонен к образованию отеков (кстати, если просто нормализовать водно-солевой обмен, то есть не давать накапливаться лишней жидкости в тканях, уйдет сразу 2-3 кило). Свекла богата клетчаткой и горечами, которые стимулируют работу кишечника и желчного пузыря. Правда, этот овощ обладает и слабительным действием.

Свекла отлично подходит для разгрузочных дней. Но это не означает, что надо уныло жевать пресную, вареную свеклу, натертую на терке. Из этого овоща за копейки можно приготовить массу вкуснейших и красивых блюд.

В ста граммах свеклы всего 40 ккал. Хорошо сочетается с сельдью, зеленью, плохо - с острыми и копчеными продуктами.","обиженный диетологами продукт
ее использовали больше «для цвета»
уныло жевать пресную, вареную свеклу
за копейки можно приготовить массу вкуснейших и красивых блюд",213,19,"8,920187793",4,"1,877934272"
52,Павел Никифоров,Деловой Петербург,https://www.dp.ru/a/2026/04/21/sdelki-vo-vseh-formah-rinok?from=dzen-news,2026,новостной,"Петербургский Росреестр подвёл итоги I квартала 2026 года. Начало года для рынка жилья оказалось неоднородным: число ипотек и договоров долевого участия выросло, тогда как на вторичном рынке заметного движения не произошло.

Самую сильную динамику показал ипотечный сегмент.

За январь-март в Петербурге зарегистрировано 28 346 ипотек — на 14% больше, чем годом ранее. В I квартале 2025 года этот показатель составлял 24 943. Для рынка это важный сигнал: несмотря на дорогие кредиты и сдержанный потребительский спрос, покупатели продолжают выходить на сделки с привлечением заёмных средств.

Рост зафиксирован и на первичном рынке. По данным управления Росреестра по Санкт-Петербургу, в I квартале 2026 года зарегистрировано 10 299 договоров участия в долевом строительстве. Это на 10% больше результата за аналогичный период прошлого года, когда было оформлено 9366 ДДУ. Иными словами, сегмент новостроек начал год увереннее, чем вторичный рынок.

При этом сделки купли-продажи жилья показали фактически нулевую динамику. Количество зарегистрированных прав собственности на объекты жилищного фонда на основании договоров купли-продажи и мены составило 21 890 против 21 633 годом ранее. Формально показатель вырос, но по сути остался на уровне прошлого года.

Напомним, количество договоров долевого участия в Петербурге за январь возросло в 1,5 раза. ДДУ за первый месяц 2026 года прибавили в количестве 57%. В количественном выражении за начало 2026 года в Петербурге было зарегистрировано 8601 ипотека (в январе прошлого года — 6 664). Число ДДУ этот период составило 4262 (в январе прошлого года — 2707).","на вторичном рынке заметного движения не произошло
покупатели продолжают выходить на сделки
сегмент новостроек начал год увереннее
",226,15,"6,637168142",4,"1,769911504"
53,,РБК,https://t.rbc.ru/tyumen/freenews/69e65b339a794734d7f9bd3b?utm_source=yxnews&utm_medium=mobile&utm_referrer=https%3A%2F%2Fdzen.ru%2Fnews%2Fstory%2F0fc310cc-1b31-5e64-834e-0839b0f1e9c8,2026,новостной,"В это же время государство отменило льготную ипотеку, которая позволяла сектору быстро расти. Многие компании, развивавшиеся за счет одновременного строительства нескольких объектов, столкнулись кассовыми разрывами и начали уходить с рынка.

По наблюдениям генерального директора «Загородной недвижимости Урала» Александра Свитенькова, из более чем тысячи компаний, которые работали в сегменте ИЖС в Екатеринбурге, «выжили», смогли пройти аккредитацию и получить проектное финансирование порядка сорока. Банковских кредитов (а это порядка 50-100 млн руб.) сегодня не хватает, чтобы обеспечивать прежние объемы стройки.

«Еще несколько лет назад мы строили сотню домов в год. В прошлом году мы возвели только 28 объектов. В этом году заключили контрактов на 12-15 домов. Из-за падения объемов строительства нам пришлось сократить штат. Из 37 человек в офисе осталось 10 человек. Из 400 рабочих осталось всего лишь 50-80 человек», — приводит пример Александр Свитеньков.

Многие участники рынка работают с отрицательной рентабельностью из-за высокой инфляции, что приводит к волне банкротств, а иногда и к уголовным делам, говорит Александр Свитеньков.

По данным Эдуарда Богданова, в 2025 году цены на загородную недвижимость в стране в среднем выросли примерно на 15,2%. Но сегодня рост стоимости остановился.

«Можно найти предложения с возможностью торговаться, в том числе есть неплохой выбор как по земельным участкам так и по домам. Возобновление роста цен ожидаю в 2027-2028 годах, когда ипотечные ставки вернут на рынок большое количество покупателей», — говорит Эдуард Богданов.

Эксперты прогнозируют, что весь 2026 год рынок ИЖС будет перестраиваться. Недокапитализированные игроки со слабым продуктом — уйдут, а компании с хорошим менеджментом и финансовой подушкой — усилят позиции.

«Рынок переходит из хаотичной фазы в более зрелую. Будущее не просто за комплексной застройкой как таковой, а за понятным упакованным продуктом для покупателя: участок с коммуникациями, дорогой, инфраструктурой и прозрачной юридической моделью. Либо комплексное решение «участок + дом». Именно такие форматы будут забирать основной спрос», — подчеркивает Александр Игнатов.

Реализация комплексных проектов требует не только собственных средств девелопера, но и поддержки со стороны государства для подведения дорог и коммуникаций, чего пока в полной мере не происходит.","позволяла сектору быстро расти
уходить с рынка
из более чем тысячи компаний [«выжили»]
падения объемов строительства
волне банкротств
Возобновление роста цен
рынок ИЖС будет перестраиваться
Недокапитализированные игроки со слабым продуктом
Рынок переходит из хаотичной фазы в более зрелую.
понятным упакованным продуктом для покупателя: участок с коммуникациями, дорогой, инфраструктурой и прозрачной юридической моделью
забирать основной спрос",316,45,"14,24050633",11,"3,481012658"
54,,РБК,https://www.rbc.ru/crypto/news/69e0f7ff9a794782bf7c7350,2026,новостной,"Квантовая угроза расколола биткоин-сообщество на два лагеря — сторонников добровольного перехода на защищенные механизмы и принудительной заморозки уязвимых монет

Биткоин-сообщество столкнулось с самым идеологически сложным вызовом за последние годы. Вопрос защиты сети от квантовых компьютеров расколол разработчиков на два лагеря. С одной стороны, CEO Blockstream Адам Бэк призвал сообщество к добровольной модернизации и защищенным механизмам, с другой — разработчик и основатель Casa Джеймсон Лопп предложил заморозить миллионы «спящих» монет, включая кошельки анонимного создателя биткоина Сатоши Накамото.

Дискуссия, еще недавно считавшаяся сугубо теоретической, обрела жесткие сроки после публикации исследования Google в марте. Компания обнародовала результаты своей работы более чем на 50 страницах, представив алгоритм и логику, радикально сокращающие затраты на взлом криптографии, на которой базируется безопасность биткоина, Ethereum и большинства других криптовалют. По их оценке, компьютеры нужной мощности могут появиться не в середине 2030-х годов, как считалось ранее, а уже к концу этого десятилетия.

Речь идет о том, что под угрозой могут оказаться миллионы биткоинов «старого формата», и это не только предполагаемые средства Сатоши Накамото, но и других участников. По оценкам Google, их общее число составило 2,3 млн BTC, или более $170 млрд по курсу на 16 апреля.

Квантовая атака на блокчейн сводится к восстановлению приватного ключа по публичному. Сейчас это считается вычислительно неосуществимой задачей, но квантовые алгоритмы позволяют решать ее существенно эффективнее.

В первом сценарии атакующий находит адреса, где публичный ключ уже раскрыт, и получает доступ к средствам, вычислив приватный ключ. Во втором сценарии он перехватывает транзакцию до ее включения в блок, извлекает публичный ключ, вычисляет приватный и подменяет транзакцию. Во втором случае под угрозой оказываются уже не только старые или неактивные кошельки, но и обычные переводы.","Квантовая угроза расколола биткоин-сообщество на два лагеря
заморозки уязвимых монет
заморозить миллионы «спящих» монет
жесткие сроки
",262,13,"4,961832061",5,"1,908396947"
