Unnamed: 0,index,text,ratio
18,18,"'Вавилен Татарский родился задолго до исторической победы красных над белыми, поэтому он был частью поколения «П», хотя о том не знал долго. Если бы кто-то тогда сообщил ему о будущей роли копирайтера, с большой вероятностью он сильно удивился и случайно испортить бы бутылку напитка «Пепси» на пляже. В то время дети мечтали стать врачами или пожарниками. Словом '",5.0
19,19,"'Тверской бульвар выглядел почти так же, как два года назад, когда я последний раз видел его – снова наступило февраль, повсюду лежали сугробы, царил темный шлейф тьмы, даже через дневной свет проникающейся мгла проглядывала. На лавочках сидели такие же пожилые женщины, неподвижно ждущие; среди голых черных деревьев сверху просвечивало такое же проливное зимнее небо. Однако были изменения: в этот морозный период по дорожкам неслись сильные бури, и я остался бы спокоен, если бы на лавочках встретил пару диких животных. Бронзовая статуя Пушкина выглядела немного печальнее обычного — вероятно потому, что на ней висел красный фартук с надписью: «Да здравствует первая годовщина революции». Я бы не стал язвительно комментировать тот факт, что поздравление было адресовано именно событию, а само слово «революция» написано неправильно — с устаревшей буквой «ять», недавно я уже убедился во многих опасностях связанных с неуместными лозунгами красного цвета. Сумерки наступали; сквозь плотную снежную завесу едва различимым оставался Страстной монастырь. Перед зданием монастыря стояли две грузовые машины с открытыми кузовами, покрытыми яркой красной тканью; рядом собрались люди, чья речь была слышна и разборчиво, однако смысл её легко воспринимался благодаря четкому произношению звуков «р» в словах «пролетариат» и «террор». Рядом со мной прошли двое солдат, находящихся в состоянии алкогольного опьянения; за их спинами покачивались винтовки со штыком. Один из них задержал на мне пристальный взгляд, притормозил шаг и хотел заговорить, но его товарищ тянул его за одежду, и они продолжили путь дальше.'",10
20,20,"'В этот период дверь открылась, и Вощев заметил ночью работающего косаря с чайником для группы рабочих: вода закипала на плите, которую растопили во дворе общежития; время отдыха закончилось, настало время завтракать перед началом трудового дня. Деревянные сельские часы висели на стене и исправно работали благодаря силе тяжести маятника; механизм часов украшал рисунок цветка, предназначенный успокаивать любого человека, пристально глядящего на них. Рабочие расположились вдоль длинного стола, косарь исполнявший обязанности повара в общежитии разрезал хлеб и раздал каждому по кусочку, дополнительно дав каждому небольшой кусок вчерашнего холодного мяса. Рабочие приступили к еде серьезно, воспринимая поступающую пищу как необходимое действие — не испытывая удовольствия от приема пищи; хотя осознавали суть жизни, что является условием абсолютного счастья, их лица выглядели мрачными и истощёнными. Вместо удовлетворения жизнью они испытывали утомление. Вощев смотрел на этих печальных людей, способных сдержанно помнить об истине: он испытывал слабую надежду и страх потери; уже чувствовал удовлетворение даже тем фактом, что правда существует в сознании ближайшего к нему человека — недавно говорившего с ним. Это означает, что достаточно находиться рядом с таким человеком, чтобы обрести выносливость и работоспособность.'",12.0
21,21,"'Машинист-наставник внимательно наблюдал, как Захар Павлович аккуратно чистил топки локомотивов — удостаивая металл отцовской заботы и доводя поверхности до идеальной чистоты. Однако наставник никогда не выносил ему хвалу за эти усилия: он понимал, что работа машин определяется больше собственными свойствами материалов и законами физики, нежели знаниями и мастерством человека. Практически любое действие человека в этом процессе минимально значимо. Природные ресурсы, энергия и материалы позволяют людям достигать успеха — даже без значительных усилий. Как неумелый рабочий может зажечь огонь в топке и заставить двигатель самостоятельно работать, так и наставник считал Захара Павловича бесполезным лишь потому, что последний использовал инструменты осторожно, не проявлял грубости или небрежности. В случае дальнейшего упрощения эксплуатации техники люди потеряют ценность — подобно коррозии металлов — и станут бесполезными. Машинам же предстоит заменить людей, и тогда они смогут получить свободу в работе. Тем не менее наставник критиковал Захара Павловича реже остальных машинистов, поскольку последний использовал инструменты осторожно, не проявлял грубости и небрежности во время работы на локомотиве.'",5.0
22,22,"'Городок Федор-Кузьмичск — это кусочек земли, захваченный семью холмами и обширными полями, окружённый тайной природой. Северные дали позабавны густыми лесами, где валежник как бы мешает проходу, а ветки деревьев — играют с одеждой путника, цепляясь за головные уборы. Некоторые старожилы рассказывают о существе по имени кысь: он сидит на вершинах деревьев, издавая странные звуки — кы-ысь! — но невозможно его встретить. Когда человек вступает в эти леса, кысь внезапно нападёт оттуда же, разбив позвоночник и разрывая кровеносный сосуд, подобно язве, оставляющей человека без рассудка. Возвращаясь домой, раненый уже не может быть прежним — его взгляд устремляется в бесмысленные мгновения, движения — беспорядочные кванты. Родственники подшучивают над этим зрелищем: иногда они ставят перед больным пустую тарелку и держат ложку — игра слов, лишь для забавы. Человека не могут заставить ни есть, ни ухаживать за собой, его приходится подкармливать в специальном помещении или же его просто умирает от запора мочевого пузыря.'",10
23,23,"'Вы мне симпатичны, Александра Эрнестовна, особенно на одной из ваших фотографий, где выглядите так привлекательно: контур лица — образец совершенства. На другой — вы отклоняете голову назад и улыбаетесь со сладкими зубами на виду. А еще одна — вы погружены в состояние раздраженности, рука ваших на затылке так рассеивает кружевные украшения с вашего локтя. Меня привлекает ваша обыденная жизнь, прошедшая незамеченной: те годы юности, поклонники и бывшие супруги, кто-то один за другим последовательно приходили к вам, а затем исчезали из вашей жизни. Я буду посещать вас регулярно и привозить молоко и морковь — полезное угощение для улучшения зрения. Не сомневайтесь: я буду открыть старые, долго хранившиеся альбомы из темно-коричневого бархата, чтобы снова вспомнить о милых девушках-гимназистках и мужчинах средних лет со своими улыбками. А вы же, Александра Эрнестовна, — находитесь здесь и не беспокойтесь, я вас найду! Нет проблем: человек с фотографии не может вас видеть, зачем тревожиться? Александра Эрнестовна?! Так что уже давно принятое решение. Необходимо было его принять раньше. Но ведь вы приняли решение давно — оно здесь и можно увидеть. Возьмите фотографию Ивана Николаевича: плоская, прохладная, слегка блестящая, с золотистым光泽ом на обложке, покрытой тонким слоем пожелтившей бумаги. Слушайте меня внимательно: она приняла решение ехать, теперь точно собирается отправиться туда, прекратив колебаться окончательно. Поднимите фотографию и дотроньтесь: здесь он — прямо перед вами, но не виден! Однако его изображение всегда будет рядом.'",5
24,24,"'Он упал лицом в превращённую в пыль траву под щекой, вздохнув от раздражения, что оказался неудачливым. Глухо лежал на земле, надеясь, что опасность сама собой исчезнет, хотя осознавал необходимость неудачи. Температура росла, стало жарко и влажно — пот струился в глазах, и лишь после этого Рэдрик с громовым криком прокричал Арчибальду: «Не двигайся! Терпи!» Сам же он терпеливо ожидал дальнейшего развития событий. Возможно, ситуация разрешилась бы относительно удачно без существенных последствий, однако первым сдался Арчибальд. Вероятно, либо не услышал предупреждения Рэдрика, либо настолько испугался, что забыл правила поведения и инструкции, либо внезапно ощутил такую боль, нежели Рэдрик. В результате он потерял способность контролировать себя и необдуманно бросился вперёд, пригнувшись и издавая нечленораздельный звук, движимый примитивным инстинктом самосохранения — назад, хотя именно там находиться было крайне опасно. Рэдрику удалось быстро подняться и схватить его за ногу двумя руками, вследствие чего Арчибальд всей массой тела ударился о поверхность земли, подняв облако золы, вскрикнул странным высоким голосом и резко ткнулся Рэдрика другой ногой прямо в лицо, начал беспорядочное извивание и брыканье. Несмотря на мучительную боль, Рэдрик накрыл его своим телом, прижавшись обожжённым лицом к кожаному материалу одежды, пытаясь физически подавить сопротивление противника. Он хаотично бил руками и коленями по земле, телу и конечностям Арчибальда. Нечётко различая звуки дыхания и слабого стенания снизу, Рэдрик бессвязно произнёс сквозь сдавленное дыхание: «Тихо лежать, негодяй, иначе убью...», ощущая сверху давление множества горячих углей, воспламенавших одежду, треск кожи на поверхности конечностей и туловища, пузырящейся и разрывающейся от жара. Уложив своё лицо в серую золу, судорожно придавливая грудь к голове другого человека, он больше не мог сдерживать эмоции и издал громкий протяжный крик.'",95
25,25,"'Хотел бы я узнать касательно всего происходящего. Десять лет назад я был на сто процентов уверен в результате. Должна была существовать непроходимая граница – пятидесятикилометровая полоса, где находились исключительно учёные и военные. Опасная область на поверхности моей планеты должна была быть надежно заблокирована. Казалось, большинство разделяло мою точку зрения. Звучали выступления и выдвигались законопроекты, чтобы защитить людей от этой опасной зоны. Теперь уже невозможно вспомнить, каким способом прежняя твёрдая уверенность неожиданно исчезла. По сути, одна позиция верна, но и другая также справедлива. Вероятно, процесс начался, когда сталкеры впервые принесли из опасной зоны необычные предметы – батареи. Выяснилось, что данная территория представляла собой не угрозу, а кладезь ценных ресурсов. Сейчас уже никто точно не осознаёт природы этой области. Люди используют ресурсы постепенно. Уже десять лет продолжаются исследования, потрачено огромное количество денег, однако эффективная система добычи пока не создана. Каждый человек ведёт собственную небольшую коммерческую деятельность, а учёные авторитетно заявляют: учитывая определённые аспекты, следует принять одну позицию, одновременно признавая обоснованность противоположной точки зрения. Это всего лишь выдумка – после воздействия рентгеновского излучения под заданным углом объект испускает квазитепловые электроны. Всё равно я не смогу дожить до завершения этой ситуации.'",3.0
26,26,"'С самого начала дня возникли проблемы: интернет прекратил свою работу. Сонный Матвей сел в компьютерное кресло и ткнул клавиши клавиатуры почти случайно, обнаружив неприятную новость — соединение отсутствует. Позвонив своему поставщику услугам, он получил следующий ответ: \n\n— Произошла авария на магистральной линии связи. Вероятно, неполадка будет устранена примерно за двадцать четыре часа. \n\nМатвей внимательно рассматривал изображение на экране своего компьютера, стараясь осознать серьезность ситуации. Это был большой удар! В течение двадцати четырех часов доступ к интернету невозможен. Это ужасно! Впереди оставалось много свободного времени до начала занятий в школе — около четырёх часов. За это время он мог бы поиграть онлайн с друзьями в какую-либо игру или провести время на своем любимом игровом сервере Minecraft. Разумеется, мобильный телефон также имеет выход в сеть, однако качество такого подключения недостаточно хорошее. Для полноценного игрового процесса необходимы высокая четкость графики и качественный звук, вызывающие реакцию соседей.'",5.0
27,27,"'Открыв дверь кабинета, Лена замерла, наблюдая студентку Марину в рабочем халате. Ноги ее обмякли. Она снова ошиблась: она считала себя пятницей, хотя все полагали, что сегодня среда. Из-за этой опечатки Лена лишила себя работы на текущий день и заработка. В салоне уборкой занималась Марина, а Лена выполняла эту задачу только во вторник и пятницу. – Леночка, почему ты пришла сюда? Сегодня же не твоя смена, — пожилая парикмахерша, договорившаяся о трудоустройстве подростка вне официального оформления, спросила на ходу. \n\n– Я сегодня устраиваюсь! Именно я! — закричала Лена дрожащим голосом, ощущая потеря контроля над собой. Ее раздражал постоянный хаос и невозможность разобраться в ситуации. На нее накатывало чувство, что она погружается в бессмысленный мир, где всё по-иному проходит. Но когда же это прекратится? \n\n– Леночка, твоя смена идет только пятницей, сегодня ты совершила ошибку в деньгах недели, — спокойно подтвердила парикмахерша.\n\n– Пожалуйста, скажите правду, пансионка Мила! Сегодня же не пятница?! Почему никто не признает очевидное? – попросила девочка. – Вы потерялись и считаете сегодня средой.\n\nДве посетительницы смотрели на происходящее внимательно. Парикмахерша взяла Лену за локоть и отвела в служебное помещение для избегания любопытства окружающих. Внутри она дала девочке стакан воды и посадила на старый диван.\n\n– Устала ты сильно, — задумчиво вещала женщина, поглаживая Лену по волосам и говоря о её изнурительной работе. — Редко встретишь ребенка, которая работает больше многих взрослых людей. Тебе нужно отдохнуть, провести время с друзьями.\n\n– Я не ребенок, — возразила Лена, отстраняясь от прикосновения женщины и ее слов. – Мне уже тринадцать лет.\n\n– Тринадцать, двенадцать... какая разница? Тебе нужно отдыхать и развлекаться, а ты одна заботишься обо всех братьях.\n\n– Мне не нужны игрушки! Без дела проводить время — это глупость. День такой короткий, столько всего нужно успеть сделать.\n\n– Бедняжка, — вздохнула женщина. – Я собрала одежду для твоих братьев. Удивительно хорошая одежда, мой внук аккуратно её носит.\n\n– Не нужно, — отказалась Лена, вставая.\n\n– Но мальчики быстро растут, одежда быстро становится мала!",8.0
28,28,"'Артём медленно встал с места около костра, перекручивая оружие со спины на грудь и направился в темноту. Остановившись возле границы освещённой зоны, он прокричал через автомат: ""Стойте! Назовите пароль!"" Из темноты слышались быстрые и частые шаги нескольких минут назад — необычные звуки и приглушённые голоса. Кто-то убегал глубже в туннель, испуганный резким голосом Артёма и звуками его оружия. Артём вернулся к костру и сказал Петру Андреевичу: ""Нет, мне действительно не показалось. Человек не назвал себя и убежал."" ""Ты глупец! Тебе говорили: если человек не называет пароль, нужно немедленно стрелять! Откуда тебе известно, кем был этот человек? Возможно, это были враждебные люди, приближающиеся скрытно!"" ""Нет... Мне кажется, это вовсе не люди... Шумы были очень необычными и шаги звучали совсем иначе. Разве я не способен отличить человеческие шаги? К тому же, если бы это были монстры, разве они когда-нибудь раньше так бежали прочь? Ведь вы сами прекрасно осведомлены, Пётр Андреевич, что в последнее время монстры сразу атакуют открыто — некоторые нападения совершались безоружными, другие шли прямо к пулемёту, не скрываясь. Но этот неизвестный сразу сбежал... Похоже, он боялся."", ""Хватит говорить, Артём! Очень уж ты мудрый стал! Твоя задача действовать согласно инструкции, а не рассуждать. Это мог быть разведчик противника. Он увидел, что нас немного, и теперь возможно организует нападение большими силами... Вероятно, скоро мы будем убиты противником, подобно случаю на станции Полежаевская, а всё лишь потому, что ты своевременно не уничтожил нарушителя..."" Артём ощутил беспокойство, мысленно представляя себе пространство туннеля после отметки семи сот метров. Даже подумать о посещении этого участка было страшно. Никто ранее не решался заходить дальше седьмой сотни метров на север. Патруль регулярно проезжал до пятисотической отметки, проверял границу фонариком и убедившись, что никаких угроз не обнаружено, быстро возвращался. Разведывательные группы состояли из крепких мужчин, бывших морских пехотинцев, также ограничивались шестьюстами восемьюдесятью метрами. Они скрывали светящиеся сигареты в руках и напряжённо наблюдали сквозь приборы ночного видения. Затем осторожно и бесшумно отходили обратно, внимательно следя за туннелём и никогда не поворачиваясь к нему спиной.'",1.5
29,29,"'Медленно медленно двигались миллионы машин на Третьем транспортном кольце, дневной свет освещал включенные фары, пыль от колёс поднималась в воздухе. Люди выходили из подземного перехода, и город выглядел полным жизнью. Илья испытывал желание прикоснуться ко всему: провести рукой по дверям, стеклам, обоям. Семь лет он мечтал о соприкосновении с Москвой и чувствовал себя частью этого живого города. — Мне нужно добраться до Лобни. — Сильно изменился внешний вид электричек: раньше были грязные зелёные вагоны, нарисованные стены и шелуха подсолнуха, теперь белоснежные с жёлтыми полосами, удобные кресла для каждого пассажира. Люди вели себя аккуратнее: нет запаха потраченного пива, а вместо него — приятный аромат новых поездов. Зрелище ледового представления Навки потрясало: танцы, мощные выступления, яркие световые спецэффекты. — Тебе понравилось бы сходить со мной на это представление? — спросила женщина. — Возможно, и пошла бы. Она сама вышла замуж за помощника президента Путина, но он красивый, внушительный. А я предпочитаю Сергея Лаврова: он гораздо решительнее мужчины с усами. Илья прислушивался к разговорам и не мог разобраться в нём. Электричка задерживалась, его будоражила жажда еды. — Покупать чебуреки возле вокзала я отказался: стоимость продуктов была завышена относительно предоставленной суммы для транспортных расходов. Но он всё равно ужалил в детстве хлебную корочку, добавил сметаны сверху и попробовал вкусные домашние щи матери.'",10
30,30,"'Кот прыгнул со стула и побежал следом за ним. Алексей Кириллович расположился в кресле с листами бумаги, приподняв перед собой стопку печатных страниц. Он начал пролистывать их: — Да... вот оно... верно... точно! Определим операцию умножения согласно таблице номер три... нейтральный элемент относительно... относительно... но, дорогой друг, это абсолютно совпадает с работой Юрковского. Безусловно, поскольку поле упорядоченно, множество базисов можно разделить на две части, зачем он вновь раскрывает общеизвестные сведения? Далее. Подобная матрица задаёт преобразование одного n-мерного векторного пространства в другое. Что дальше? Эта информация известна давно, это всего лишь утверждение о разложении матрицы! Шутник. Алексей Кириллович открыл ящик стола и взял ломтик хлеба с салфеткой, аккуратно отделяя небольшие кусочки, запивая их чаем: — Продолжим... так... итак... произведение матрицы на число распределительно относительно операции сложения чисел... понятно... дальше... уже знакомо... где именно рассматривается тема линейной комбинации?... так... обозначение Кронекера равно нулю тогда, когда совокупность квадратных матриц формирует алгебраическую систему относительно операций суммирования и умножения... но какое это имеет отношение к делу? Где представлены два тензорных пространства? Ведь они идентичны. Частички хлеба падали ему на ноги, крошились на полу. Кот устроился на диване, уложив голову между передних лап. — Как возможно классифицировать тензорные величины? Эти объекты принадлежат внешней структуре, глупец... следовательно... почему стоит анализировать билинейную конструкцию? Шутник! Необходимо выяснить характеристики левого тензорного поля, а не характеристику полиномиального выражения... сейчас посмотрим... так... теперь яснее... интересно! Это противоречит принципам евклидова пространства! Очень смешно! Удивительная вещь: полярная запись базовой полиномиальной функции именуется скалярным рассеиванием! Ха-ха-ха! Совершенно бессмысленно и никак не связано. '",1.23
31,31,"'Из группы выходит участник боя — крупный работник скотного двора с широким лицом. Он сбрасывает верхнюю одежду, надевает перчатки и вытирает нос. Мы ждали такого поворота событий, так что Погода Сиволай снимает свой черный кафтан, освобождается от шапки с меховой отделкой, расстегивает парчовое верхнее платье и слегка двигает мускулистой рукой, обернутой красной тканью. Он подмигивает мне и выходит вперёд. В кулачных боях Погода значительно превосходит противника по росту — небольшого, но со ширины плеч и крепким костяком. Даже получить удар от него легко. Зато ударить по лицу Покоя не простительно. Мы ожидаем таких поворотов событий в ближайшие минуты: черт знает, что там у Погоды надумалось, будь здоров! Идём по кругу вокруг площадки для боя. Общим делом все здесь равны — и крестьянин, и дворянин, и правительственный служащий. Кулачный бой становится самостоятельным действием в этом мире. Погода улыбается и подмигивает работнику скотного двора, напрягая мышцы рук: “Готов ли принять поражение?”, — спрашивает он, а тот не сдерживается и бросает первый удар тяжёлым кулаком. Погода одновременно подмигивает и делает резкий движением рук, нанося удар в живот рабочему. Тот вскрикнул, но терпит боль. Но у него ещё есть шанс: теперь Погода уже бьёт рабочего по лицу — хруст! хруст! Рёбра ломаются. Вновь избежало ударение от крупного сильного мужчины. Он тяжело дышит и замахивается кулаком, но Погода опережает его: левый удар в скулу, правый по грудной клетке — хруст! хруст! Напрасно: бах! бах! бах! Быстро работают руки Погоды. В этот раз лицо рабочего скотного двора уже и его глаза залиты кровью, один из них заплыл, нос течёт кровяной жидкостью. Жидкость летит, блестит в лучах зимнего солнца и падает на утрамбованный снег.'",5.0
32,32,"'Привет, Алёна, моя взрослая дочь. Я полагаю, что в жизни — это чувство любви, но почему же мне выпали такие испытания? Ведь я сильно ее любила! Теперь моя жизнь заканчивается, несмотря на то, что на первый взгляд выглядываю как женщина средних лет. Однажды незнакомый мужчина приняв меня за молодую девушку и спросил дорогу: «Девушка, извините, скажите пожалуйста, как пройти туда-то?» Мужчина был грязным, потными, вероятно имел золото и смотрел дружелюбно. Он говорил, что гостиницы уже заполнены. Мы с вами знакомы! Хотим бесплатно остановиться здесь за небольшим подарком — пол-килограммы гранатов. И еще попросят небольшие дополнительные услуги, например кипячение чая, стирку постельного белья и запирание двери, чтобы их не беспокоили просьбами. У меня все сразу ясно как у шахматистки: я поэтесса. Некоторым людям нравится термин «поэтесса», но поэтами зовут себя и другие авторы, похожие на меня по имени — одна Анна Андреевна, другая Анна, но отчество отличается — Андриановна. Во время редких выступлений прошу называть себя именно так: поэтесса Анны Андреевны. Дети внимательно слушают мои выступления. Мне известно отношение детей ко взрослым. Мой сын Тимофей сопровождает меня повсюду, сидит рядом со сценой и никогда не в зрительском зале. Иногда у него проявляется нервный тик. Я улыбаюсь и нежно поглаживаю голову Тима, произнося фразу из известного детского произведения: «Мы с Тамарой ходим парой». Однако некоторые глупые организаторы воспринимают это серьезно и предлагают: «Пусть Тамара посмотрит выступление из зала», не понимая, что это строка из стихов Агнии Барто.'",4.0
33,33,"'Это произошло давно, когда я родила двух детей подряд за два года: мой очередной неудачный выбор человека, молодой женщине двадцати девяти лет с короткой стрижкой и худыми формами. Я находилась в археологической экспедиции, где мы совершали множество безумных поступков. Началась наша история: вначале мы были незнакомы друг с другом — мальчики рассматривали ржавый осколок за камнем, а я, девушка-мальчик, удивилась их вопросу. Когда я взглянула на них, поняла, что это девочка и облегчённо вспыхнула. Так мы начали своё приковое существование, когда я работала поэтом после педагогического института и была уволена из газеты за роман с женатым мужчиной-художником, у которого было трое детей, которых мечталось воспитывать сама. Жена художника быстро пришла ко мне и сообщила главному редактору об этом, получив ранее обещанную трехкомнатную квартиру: они жили вместе с матерью её супруга, пока я предоставила место для работы своему любовнику, несмотря на недовольство матери. Затем я отправилась добровольцем в археологическую экспедицию и родила детей Андрей и Алёну: они теперь живут вместе с матерью в одной комнате, несмотря на её постоянные замечания о наших отношениях. Потом мой муж пережил болезненный бракоразводный процесс в городе Куйбышеве, где его жена приехала посмотреть меня — беременную девочку с подростком-сыном. Мы пожили некоторое время, осознавая реальность ситуации, пока он переживал этот процесс.'",4.0
34,34,"'Наступление продолжалось третий день, и его начало было неопределенным — каждый шаг казался искушенным судьбой. В течение всего дня впереди тянулась стрельба, наши колонны периодически останавливались, направляя разведывательные группы во все стороны. Мы испытывали особую радость, когда увидели пехотинцев, вышедших из леса, которых не видели уже несколько суток. Оказалось, что наши подразделения северного направления встретились с подразделениями южного направления, объединяясь в одно целое и двигаясь по отрогам и среди зарослей леса. Бесконечные колонны пехоты последовательно подходили друг за другом и вскоре исчезали в тени маленьких лесочков и холмистых склонов. Они свидетельствовали о завершении преследования врага, поскольку противник прекратил отступление и готовился к сражению. \n\nНаша разведывательная группа должна была выяснить маршрут одного из подразделений пехоты и обеспечить защиту его фланга. Во время выполнения задания мы столкнулись с кавалерийским патрулем, получившим аналогичное задание. У офицера-драгуна был разорван сапог — результат попадания вражеской копья днем ранее, однако он получил лишь незначительное ранение, тогда как погибло около восьми немецких солдат. Быстро определив местоположение противника после нескольких пробных маневров и последующего обстрела, мы спокойно двинулись дальше, размышляя о предстоящей еде: картофеле и чае.\n\nОднако, едва мы покинули лесной массив и дозорный взобрался на возвышение, прозвучал выстрел с противоположной стороны. Вернувшись обратно в лес, мы заметили полную тишину. Когда дозорный снова появился над гребнем, последовал еще один выстрел, и на этот раз пуля задела ухо лошади. Спешившись, мы расположились на краю леса и начали наблюдение. Постепенно с вершины соседнего холма появилась немецкая военная каска, затем фигура всадника, которую я смог подробно рассмотреть в бинокль благодаря характерному светлому цвету ее усов. Солдаты шепотом произносили: «Вот он, вот он». Однако офицер решил дождаться появления большего числа врагов, считая бессмысленным вести огонь по одиночному солдату. Мы держали цель на мушке, внимательно изучая ее в оптическом приборе и рассуждая о социальном статусе наблюдаемого человека.'",9
