,index,idiomatic_version
23,23,"text='Самого меня, Александра Эрнестовна, твои взгляды привлекают не на одной фотографии, а многих. На первой, где лицо твое так удивительно очерёно, второй, где тихое отклонение головы сочетается с улыбкой и яркими зубами, третьей, где вращающуюся руку творет на твоём локте непреднамеренный эффект, потерявшийся кружевной орнамент. Я привлекается твоей обыденной жизнью, которая прошла незамеченной, как и молодость, умершие прежние партнёры, каждая из которых последовала за другой, те, кто был близок к тебе, и те, кому ты была близка, каждый человек, встретившийся с тобой и исчезнувший навсегда из твоей жизни. Я буду регулярно посещать тебя, привозя молоко и морковь, которые полезно употреблять для улучшения зрения, а вы, прошу, открывайте старые альбомы, сохранённые в темно-коричневом бархате, чтобы вспомнить о давних временных девушках-гимназистках, мужчинах средних лет с бородами и усами, о том смелом мужестве по имени Иван Николаевич. Понимаешь, что человек с фотографии не может тебя видеть, почему беспокоиться?! Дело уже было решено раньше. Необходимо было принять решение и теперь ты уверенна в этом решении. Его изображение здесь, дотронься рукой! Возьми фотографию Ивана Николаевича, держи её в руках, она плоская, прохладная, слегка блестящая, края обложки покрыты тонким слоем золота, бумага немного пожелтела. Глушась моим голосом, ты вняла: она решилась идти туда, где она сейчас находится?' ratio=9.5"
24,24,"text='Он упал лицом в траву, превратившуюся в пепел под его щекой, и сжал зубы от раздражения, потому что неудача сделалась ему свидетельской. Стал как статуя, рассчитывая, что опасность пройдёт самой собой, хотя понимал неизбежность поражения. С теми стенами и влажной жарой было так жарко, что пот струился в глазах, и только после этого Рэдрик громко предупредил Арчибальда: «Не двигайся! Терпи!» Сам тоже терпеливо ожидал дальнейшего развития событий. Возможно, ситуация разрешилась бы относительно удачно, без существенных последствий, однако первым сдался Арчибальд. Вероятно, он либо не услышал предупреждения Рэдрика, либо настолько испугался, что позабыл о правилах поведения и совете о внимательности, либо внезапно ощутил ещё большую боль, нежели Рэдрик. В результате он потерял способность контролировать себя и необдуманно бросился вперёд, пригнувшись и издав нечленораздельный звук, движимый инстинктом самосохранения — назад, хотя там находиться было крайне опасно. Рэдрику удалось быстро подняться и схватить его за ногу двумя руками, вследствие чего Арчибальд всей силой своего тела ударился о поверхность земли, поднял облако пепла, вскрикнул страшным высоким голосом и резко пнул Рэдрика другой ногой прямо в лицо, начал беспорядочно извиваться и брыкаться. Несмотря на мучительную боль, Рэдрик накрыл его своим телом, прижавшись кожанной одеждой к коже другого человека, пытаясь физически подавить сопротивление противника, удерживая рукой дергающуюся голову и хаотично бил ногами и коленями по земле, телу и конечностям Арчибальда. Нечётко различая звуки дыхания и слабого стенания снизу, Рэдрик бессвязно произнёс через задуманное дыхание: «Тихо лежать, негодяй, иначе погибну...», ощущая сверху давление множества горячих углей, воспламенявших одежду, треск кожи на поверхности конечностей и туловища, пузырящейся и разрывающейся от жара. Уложив своё лицо в серую золу, судорожно придавливая грудь к голове другого человека, он больше не мог сдерживать эмоции и издал громкий протяжный крик.' ratio=7.25"
25,25,"text='Пожелаю узнать концовку всё происходящего. Десять лет назад я был абсолютно уверен в исходе. Ожидалась неприкосновенная граница, почти сотни километров длины, где находились только учёные и военные. Смертельная зона на поверхности моей планеты должна была быть надёжно изолирована. Обавление, что большинство людей делятся на мою точку зрения, было оправдано. Звучали речи и выдвигались законопроекты с целью защитить жизнь. Сейчас невозможно вспомнить, как прежняя твёрдая уверенность неожиданно исчезла. По существу, одна позиция верна, но и другая также справедлива. Вероятнее всего, процесс начался, когда первопроходцы впервые принесли из смертельной зоны необычные предметы, называемые батареями. Было установлено, что данная территория представляла собой не угрозу, а богатую кладку ценных ресурсов. Сейчас никто точно не осознаёт природу этой зоны. Люди добывают ресурсы постепенно и одновременно. Уже десять лет продолжаются исследования, потрачено огромное количество денег, однако эффективная система добычи пока не создана. Каждый человек ведёт собственную коммерческую деятельность, а учёные авторитетно заявляют: учитывая определённые аспекты, следует принять одну позицию, одновременно признавая обоснованность противоположной точки зрения, потому что конкретный объект после воздействия рентгеновского излучения под заданным углом испускает квазитепловые электроны. Это не суть дела. Всё равно я не смогу дожить до завершения ситуации.' ratio=10.6"
26,26,"text='С рассветом наступила буря: интернет на ногах. Сонный Матвей, обняв своё электронное кресло, случайно коснулся клавиш клавиатуры и узнал неприятную весть - соединение исчезло. Позвонив своему поставщику услуг, он получил следующий ответ: \n\n– Прервалась линия связи, а значит, возможно, проблема будет решена за четыре десятка часов.\n\nМатвей внимательно рассмотрел изображение на экране своего компьютера, стараясь осознать серьезность ситуации. Это был тяжелый удар! За четыре десятка часов доступ к интернету невозможен. Это страшно! Впереди оставалось много свободного времени до начала занятий в школе – около четырёх часов. За это время он мог бы поиграть онлайн с друзьями в какую-либо игру или провести время на любимом игровом сервере Minecraft. Очевидно, ему не хватает хорошего соединения - низкое качество, низкая четкость графики и плохой звук, вызывающие реакцию соседей.\n\nОгорчённый происходящим, Матвей направился к кухне, опустившись на стул возле барной стойки, положив руки на лицо и тяжело выдохнул. День уже был испорчен. Его мать, напротив, энергично ходила по кухне в домашних туфлях – перемещаясь между холодильником, столом, плитой, кофеваркой и обратно. Наблюдая за этими движениями, Матвей испытывал раздражение.\n\n– Сейчас я хочу сока и тоста, – произнес он глухом голосом.\n\nПо пути мимо стула мама быстро поцеловала голова сына:\n\n– Доброе утро, мой злобный ребёнок!' ratio=9.4"
27,27,"text='Побуйтесь открыть врата салона, Леночка замолкла, увидев студентицу Марюну, обтянутую рабочим халатом. Ноги ей послабели. Она повторила ошибку: жила ей графиком пятницы, в то время как остальные верили, что сегодня среда. Именно эта ошибка привела к тому, что Леночка потеряла работу на этот день и доход. Уборку в салоне выполняла Марюна, а Леночка исполняла эту работу по вторникам и пятницам. \n\n- Леночка, зачем ты здесь оказалась? Сегодня же не твоя смена, – спросила старая косметоложка, которая договаривалась со владелицей по неофициальному трудоустройству несовершеннолетней ученицы. \n\n- Сегодня моя смена! Именно моя! – прокричала Леночка дрожащим голосом, ощущая утрату контроля над собой. Ее раздражали постоянные путаницы и невозможность разобраться во всей ситуации. Кажется, она оказалась в бессмысленном мире, где всё шло не так, как должно было. Но когда же это прекратится? \n\n- Леночка, твоя смена приходится на пятницу, сегодня ты ошиблась днем недели, – спокойно произнесла косметоложка. \n\n- Пожалуйста, говорь правду, тетя Мила, разве сегодня не пятница?! – просила девочка. - Почему никто не признает очевидного? \n\n- Всё в порядке с тобой, Леночка? \n\n- Нет, все не так с тобой! Вы теряетесь и верите, что сегодня среда. \n\nДве клиентки увлеклись происходящим. Косметоложка потянула за руку Леночку и отвела в служебное помещение, чтобы избежать любопытства окружающих. Здесь она дала девочке стакан воды и посадила на издохнувший диван. \n\n- Ты сильно устала, – мыслила она, гладить Леночку по волосам, - утомлена пресной работой. Редко встречаешь ребенка, работающего больше многих взрослых людей. Тебе нужно отдохнуть, провести время с друзьями.\n\n- Я не ребенок, – ответила Леночка, отдаляясь от прикосновения женщины. - Мне уже исполнилось тринадцать лет. \n\n- Тринадцать, двенадцать... какая разница? Ты должна отдыхать и заниматься весельями, а ты одна заботишься о всей семье.\n\n- Мне не нужны игрушки! Нет смысла проводить время без дела! День короткий, столько всего нужно успеть сделать. \n\n- Бедняжка, – удохнула женщина. - Я собрала одежду для твоих братьев. Одежда хорошая, мой внук аккуратно ее носит.' ratio=10.34"
28,28,"text='Артем постепенно выкачал себя из-под костра, переложив оружие со спины на грудь, и двинулся в темноту. Прибыв к границе освещенной зоны, он затянул резким щелчком автомата свой голос до громкости: «Остановись! Скажи пароль!» И из-темноты, где несколько минут назад слышались необычные звуки и скрытые голоса, слышлись быстрые и частые шаги. Из глубины туннеля кто-то ускоренно откатился вниз, испуганный резким криком Артема и звуками его оружия. Артем быстро вернулся обратно к костру и сказал Петру Андреевичу: «Нет, мне кажется я видел не человека... Шумы были очень необычными... И шаги звучали совсем по-другому. Разве я не могу отличить человеческие шаги? К тому же, если бы это были монстры, они никогда не бежали так встати... Подозреваю, что это было даже не существо... Новому заданию нам приходится уметь верить.» Петр Андреевич смотрел на него с удивленным и недоверчивым видом. «Ты, по-моему, утратил рассудок! Всё лишь из-за нескольких странных звуков ты решил, что это монстры? Это просто люди, запутанные в своих путях.» Артем попытался объясниться: «Нет... Я не хочу верить такому легковесю... Шумы были очень необычными... И шаги звучали совсем иначе... Если бы это были монстры, они никогда не бежали так встати...» «Ты уже просто боишься. Это тебе известно, Артем, что я сделал все мои возможности, чтобы найти выход из этого туннеля. Мне приходилось исследовать каждый залом и коридор, а также установить небольшую охрану на выходе для того, чтобы предупредить любые возможные опасности... Но я никогда не нашел никаких признаков, что это монстры здесь. Тебе известно, что они обычно атакуют открыто и без страха перед смертью...», ' ratio=4.76"
29,29,"text='На Третьем транспортном кольце двигались миллионы машин, озарившееся дневным светом фарами, пыль от колёс висела в воздухе, люди выходили из подземных переходов, город казался живым. Илья хотел прикоснуться к всему вокруг, провести рукой по окружающим ему предметам. Уже семь лет он мечтал соприкосновение с Москвой ощутить. \n\n— Мне нужно добраться до Лобни. \n\nИзменился внешний вид электричек. \n\nРанее он видел грязные зелёные вагоны с испорченными окнами, нарисованные надписи на стенах, деревянные общие лавки, пол был покрыт шелухой семян подсолнуха, пролившееся пиво долго высыхало, везде ощущался запах пива. Сейчас же появились чистые белоснежные составы с жёлтыми полосами вдоль бортов, внутри установлены удобные кресла для каждого пассажира отдельно. Люди велись себя сдержанно, аккуратнее стали выглядеть благодаря новым поездам.\n\n— Ты не хочешь пойти со мной посмотреть ледовое представление с участием Навки? — спросила одна женщина другую. — В прошлый раз мне понравилось, зрелище потрясающее.\n\n— Возможно, и пошла бы. Ведь сама Навка вышла замуж за этого человека с усами, помощника президента Путина. Мужчина симпатичный, внушительный, эффектный, — ответила другая женщина, выглядевшая значительно старше первой и накрасившаяся поверх утомлённого лица.\n\n— Нет уж, — возразила первая собеседница. — Она могла найти кого-нибудь лучше. Мне больше нравится Сергей Лавров. Лавров замечательный человек. Я бы предпочла отправиться куда-либо именно с ним. Лавров гораздо решительнее вашего усатого.\n\nИлья слушал разговор, но не мог разобраться в сути беседы. Электричка задерживалась. У него возникло чувство голода, желудок пустовал и неприятно ныл. Отказался покупать чебуреки возле вокзала, поскольку стоимость продуктов здесь была завышена относительно той суммы, которую ему предоставляли для транспортных расходов. Зачем тратить деньги на перекус, если вскоре он сможет съесть горячие домашние щи матери?\n\nЕму страстно захотелось отведать эти щи трёхдневной давности, добавив немного сметаны сверху, измельчив сухарик хлеба прямо в тарелку, как делал в детстве после примера своего деда. Затем размочить кусочки хлебной корочки в супе, но оставить их слегка твёрдыми, вдохнуть аромат блюда и осторожно положить горячую ложку в рот.' ratio=7.93"
30,30,"text='На стуле прыгнул кот, за ним вслед бежал. В помещении Алексей Кириллович положил чашку на стол, покрытый множеством листов бумаги, сел в кресле, перед собой поставил стопку печатных страниц и занялся их просматриванием: - Да... вот оно... верно... точно! Определим операцию умножения согласно таблице номер три... нейтральный элемент относительно... относительно... но, дорогой друг, это абсолютно совпадает с работой Юрковского. Безусловно, поскольку поле упорядоченно, множество базисов можно разделить на две части, зачем он вновь раскрывает общеизвестные сведения? Далее. Подобная матрица задаёт преобразование одного n-мерного векторного пространства в другое. Что дальше? Эта информация известна давно, это всего лишь утверждение о разложении матрицы! Алеботры! Алексей Кириллович открыл ящик стола, взял ломтик хлеба, накрытый салфеткой, и, продолжая читать листы, принялся аккуратно отделять небольшие куски, периодически запивая их чаем: - Продолжим... так... итак... произведение матрицы на число распределительно относительно операции сложения чисел... понятно... дальше... уже знакомо... где именно рассматривается тема линейной комбинации?... так... обозначение Кронекера равно нулю тогда, когда совокупность квадратных матриц формирует алгебраическую систему относительно операций суммирования и умножения... но какое это имеет отношение к делу? Где представлены два тензорных пространства? Ведь они идентичны. Частицы хлеба падали ему на ноги, крошились на полу. Кот устроился на диване, уложив голову между передних лап. - Как возможно классифицировать тензорные величины? Эти объекты принадлежат внешней структуре, глупец... следовательно... почему стоит анализировать билинейную конструкцию? Алеботры! Необходимо выяснить характеристики левого тензорного поля, а не характеристику полиномиального выражения... сейчас посмотрим... так... теперь яснее... интересно! Это противоречит принципам евклидова пространства! Очень смешно! Удивительная вещь: полярная запись базовой полиномиальной функции именуется скалярным рассеиванием! Ха-ха-ха! Совершенно бессмысленно и никак не связано!' ratio=9.54"
31,31,"text='Из толпы выходит боец: работник крупного хозяйства, лицо широкое и грубоватое. Обращается он со своей обычной сдержанностью, затем отделяет верхнюю одежду и надевает перчатки. Потом следует неожиданное - вытирает нос. Мы предполагали именно такой поворот событий, потому что Погода снимает черный меховой кафтан, освобождается от шапки, расстегивает красное платье. Затем он слегка поднимает мускулистую руку, обернутую в ткань, и поминливает мне, после чего выходит на арену. В кулачных боях Погода значительно превосходит своего соперника. Его рост небольшой, однако плечи широкие, костяк крепкий, ловок и проворен. Ударить по лицу Покоя - затруднительно. Зато получить удар от него легко. Он смотрит на противника с заинтересованностью, махает себе шёлковым поясом: - Ты готов принять поражение? - Нельзя хвастаться до начала боя! - Они перемещаются вокруг круга, оценивая друг друга. Внешность различна, однако оба русских, решительные. Собираемся вместе на арену боя и объединяемся с зрителями. Это обычное дело здесь. Все равны - крестьянин, дворянин или служащий правительства. Кулачный бой - самостоятельное выступление. Улыбаясь, Погода поминливает работнику крупного хозяйства, напрягая мышцы рук. Работник не сдержился, бросился первым тяжёлым кулаком. Однако Погода не отступилась - она встретила его и резким движением поразила вовнутрь. Тот крикнул, но терпит боль. Затем Погода кружится вокруг, делает плавные движения руками, насмешливо подмигивает, выставляя язык. Работник игнорирует подобные маневры и дышит тяжело, вновь замахиваясь кулаком. Однако Погода опережает его - левый удар в скулу, правый по груди - хруст! хруст! Рёбра ломаются. Тяжёлого удара избегал. Громко кричит работник крупного хозяйства, машет большими кулаками, теряет перчатку. Безрезультатно: снова получает удары в живот и нос - резко! Крупный сильный мужчина отступается назад и теряет равновесие. Скрещивает пальцы обеих рук, громко рычит, разрезает холодный воздух движениями тела. Напрасно: бах! бах! бах! Быстро работает рука Погоды: теперь уже и лицо рабочего залито кровью, один глаз заплыл, нос течёт кровяной жидкостью. Брызги ярко-красной жидкости летят, блестят в лучах зимнего солнца, падают на плотно утрамбованный снег.' ratio=10.8"
32,32,"text='Здраствуйте, Алёна, моя созрелая дочь. Я убеждён, что существование жизни заключается в ощущении любви. Однако почему на меня пришлись такие испытания, ведь я сильно предавала свою дочь! Очень сильно любила Андрея!' ratio=9.35"
33,33,"text='Это давно произошло, когда я родила двоих детей подряд за два года - мой неудачный выбор человека. Я была молодой женщиной в возрасте двадцати девяти лет с короткой стрижкой и худостью, оказавшейся в археологической экспедиции. Мы принимали много бессудных решений. Изначально мы были не знакомы друг с другом: мы рассматривали ржавый осколок как камень, а он спросил у нас: «Мальчики, что вы здесь делаете?» Когда я взглянула на него, то он понял, что я женщина, напоминающая мальчика и был очень удивлен. Это было начало нашей истории, счастье, которое длилось как и ночью, так и днем. Я работала поэтом после педагогического института и была уволена из газеты за роман с мужем-художником, который уже имел троих детей, которых я мечтала воспитывать сама. Жена художника быстро появилась и сообщила главному редактору о том, что мне должно было быть стыдно. После этого ей дали обещанную трёхкомнатную квартиру, потому что до этого они жили вместе с матерью его супруга в одной комнате, тогда как я предоставляла место для работы своему любовнику, несмотря на недовольство матери, резко осуждающей его за то, что он живет за моим счетом, не вступая в брак. Затем я отправилась добровольцем в археологическую экспедицию, результатом которой стали мои дети Андрей и Алёна, сейчас вместе с настойчиво настаивающей на своем мнении матерью. Мы пожили некоторое время, осознавая реальную ситуацию, пока муж переживает болезненный бракоразводный процесс в Куйбышеве. Его жена приехала посмотреть на беременную меня, то есть стояла у двери, когда он открыл ее, и увидела жену с подростком-пятнадцатилетним сыном, чтобы обсудить важный вопрос.' ratio=6.34"
34,34,"text='День третий длился, а начало его было неясным. В течение всего дня впереди раздавалась стрельба, колонны периодически останавливались, высылая разведывательные отряды во все стороны. Поэтому мы особо радовались, когда заметили пехотинцев, появившихся из леса, не видавшихся несколько дней. Оказалось, что наши части двигаясь с севера, соединились с подразделами, которые наступали с юга. Бесконечные подразделения пехоты поочерёдно приближались и вскоре исчезали между небольшими лесочками и возвышенностями. Их появление являлось сигналом о прекращении преследования противника, поскольку он прекратил отступление и готовился к сражению. Наша разведывательная группа должна была выяснить маршрут продвижения одного из подразделений пехоты и обеспечить его безопасность. Во время исполнения задания мы столкнулись с кавалерийским патрулем, получившим аналогичное задание. Офицер-драгун имел разорванную сапогу - результат попадания вражеской копья днем перед прошлым, однако он получил лишь незначительное ранение, тогда как около восьми немецких солдат погибло. Спешилось определить местоположение противника после нескольких пробных маневров и последующего обстрела, мы спокойно двинулись дальше, задумавшись о предстоящем пути: картофеле и чае. Однако едва мы покинули лесной массив, а дозорный взобрался на возвышение, прозвучал выстрел с противоположной стороны возвышенности. Вернувшись обратно в лес, мы заметили полную тишину. Когда дозорный снова появился над гребнем, последовал еще один выстрел, и на этот раз пуля задела ухо лошади. Спешившись, мы расположились на краю леса и начали наблюдение. Постепенно с вершины соседнего холма появилась немецкая военная каска, затем фигура всадника, которого я мог подробно рассмотреть в бинокль благодаря характерному светлому цвету его усов. Солдаты шепотом произносили: «Вот он, вот он». Однако офицер решил дождаться появления большего числа врагов, считая бессмысленным вести огонь по одиночному солдату. Мы держали цель на мушке, внимательно изучая ее в оптическом приборе и рассуждая о социальном статусе наблюдаемого человека.' ratio=9.82"
35,35,"text='Одесса оставляет впечатление уроженца севера, как будто чужого города, подвергшегося влиянию России благодаря стараниям его администраторов. Здесь преобладают большие кафе, заполненные воспитанными коммивояжерами. По вечерам жители шествуют по Дерибасовской улице, атмосфера напоминает бульвар Сен-Мишель в Париже. Одесский диалект отличается особыми интонациями, неправильной формой падежных окончаний и необычными словами. Кажется, что этот способ речи отражает психологию города: детскую веру в силу ловкости и стремление добиться успеха любыми средствами. Когда я печатал визитки в местной типографии, заметил свежевышедший выпуск одесской вечерней газеты, издаваемой здесь же. Открыв газету, обнаружил стихотворение Сергея Городецкого, которое отличалось изменением единственной строки и было опубликовано анонимно. Управляющий типографией сообщил, что стих был предоставлен начинающим поэтом, выдавшим произведение за свое творение. \n\nВозможно, среди жителей Одессы немало искренне честных и достойных людей, причем не только согласно северным стандартам. Однако они не определяют общую атмосферу. На Востоке возникли небольшие активные группы людей, которым принадлежит будущее. Эти группы представлены такими местами, как Порт-Саид, Смирна, Одесса. \n\n10 апреля мы отправились в плавание на корабле Добровольного флота ""Тамбов"". Через несколько дней неспокойное и опасное Черное море пребывало в полном покое, напоминающем гладкость озера. Под воздействием судна волны плавно расходились, двигаясь равномерно, работал невидимый под водой винт. Пены отсутствовали, а лишь слабо заметная зеленоватая линия следовала за судном. За ним устремлялись стаи дельфинов, иногда приближаясь вплотную и демонстрируя свои мокрые спины. Затем наступила ночь, первая после выхода в открытое море. Небо освещали редко наблюдаемые звёзды, вода звучала громче обычного. Возможно ли, чтобы кто-нибудь никогда не видел моря? \n\nУтро 12 числа — Константинополь. Перед нами снова предстал привычный пейзаж пролива Босфор, заливов, лодок с белоснежными парусами, где находились улыбающиеся турки, домов, расположенных вдоль склонов побережья, окружённых кипарисовыми деревьями и цветами сирени, укреплений древности, башен и зубчатых стен замков, а также особого солнца Константинополя, яркого, но мягкого. \n\nМимо нас проплывала флотилия военных кораблей европейских государств, направленная в Босфор на случай волнений. Флот неподвижно стоял серым пятном, символизируя угрозу многолюдному и живописному городу. Около восьми утра началась церемония исполнения национальных гимнов. Сначала раздался английский гимн, исполненный уверенно и горделиво, затем российский — торжественно и благочестиво, а испанская версия оказалась столь праздничной и яркой, что под нее хотелось танцевать.' ratio=5.8"
