,index,idiomatic_version
20,20,"text='В этот период открылась дверь, и Вощев заметил ночью работавшего косаря с чайником для группы рабочих: вода закипала на плите, которую растопили во дворе общежития; период сна завершился, настала пора завтракать перед началом трудового дня… Деревянные сельские часы висели на стене и исправно работали благодаря силе тяжести маятника, украшенного рисунком цветка, способный успокаивать любого человека, смотрящего на них; механизм часов был напоминанием о гармонии природы. Рабочие расположились вдоль длинного стола, косарь, исполнявший обязанности повара в общежитии, разрезал хлеб и раздал каждому по кусочку, дополнительно дав каждой кружку чая — символ уюта и тепла. Рабочие приступили к еде серьёзно: они воспринимали еду как необходимое действие, не испытывая удовольствия от приема пищи. Несмотря на осознание смысла жизни — что является условием абсолютного счастья — их лица выглядели мрачными и истощёнными; они испытывали утомление, вместо удовлетворения жизнью они чувствовали себя подневольными. Вощев смотрел на эти печальные люди, способные сдержанно помнить об истине, и испытывал слабую надежду и страх потери; он уже чувствовал удовлетворение даже тем фактом, что правда существует в сознании ближнего, недавно говорившего с ним. Он уже готов был почувствовать себя выносливым и работоспособным рядом с таким человеком.' ratio=5.0"
21,21,"text='Машинист-наставник смотрел, как Захар Павлович аккуратно чистил топки локомотивов, бережно относясь к металлу и доводя поверхности до идеальной чистоты. Однако никогда не хвалил его. Наставник понимал, что работа машин зависит больше от внутренних свойств материалов и законов физики, нежели от знаний и мастерства человека; участие человека минимально. Природные ресурсы, энергия и материалы позволяют людям достигать успеха даже без значительных усилий. Даже неумелый работник способен зажечь огонь в топке, после чего двигатель заработает самостоятельно, а рабочий будет лишь пассивным наблюдателем. В случае дальнейшего упрощения эксплуатации техники люди потеряют ценность вследствие ненадёжности достигнутых результатов и станут бесполезны подобно коррозии металлов. Машинам же предстоит заменить людей и получить свободу в работе. Тем не менее наставник критиковал Захара Павловича реже остальных машинистов, поскольку последний использовал инструменты осторожно, не проявлял грубости и небрежности во время работы на локомотиве.' ratio=0.8"
22,22,"text=""Городок Федор-Кузьмичск стоит на семи холмах, окружённый необъятными полями и незнакомыми дали. К северу тянутся густые леса, где валежник и переплетённые ветки деревьев создают панораму невиданных мест. Встречается множество кустарников, которые цепляются за одежду, а ветви сбрасывают головные уборы. Старожилы рассказывали, что в этих лесах обитает кысь – чудовище, которое сидит на ветках деревьев и издает странные звуки: 'кы-ысь!'. Подобно молчанию, оно не поддаётся наблюдению. Войдя в лес, кысь внезапно нападает сзади, разрывает позвоночник и портит важнейший кровеносный сосуд, вследствие чего человек теряет рассудок. Вернувшись домой, потерпевший больше не является прежним: его взгляд становится бессмысленным, он двигается беспорядочно, как сомнамбул. Родственники в шутку приводят его домой и подают пустые тарелки с ложками, приглашая к ужину; он совершает механические движения — словно ест — хотя тарелки остались пустыми. Сами по себе больной человек не может ни заботиться о себе, ни соблюдать гигиену, и нуждается в постоянном уходе. Некоторые чуткие родители или супруги отводят его в специальное помещение, а когда помощи нет — он скончается от разрыва мочевого пузыря."" ratio=0.05"
23,23,"text='Вы мне симпатичны, Александра Эрнестовна, особенно на одной вашей фотографии — где вы стоите с таким изящным контуром лица, и еще на другом, когда вы подняли голову назад и улыбаетесь, демонстриируя роскошные зубы. А вот в третьем кадре, когда вы выглядите немного раздражённой и ваша локоть приподобно изображает хроническую сложность, так что кружевные украшения на вашем рукаве непроизвольно отходят в сторону. Меня привлекает ваша повседневная жизнь — прошедшая так быстро и незамеченной, с ушедшими поклонниками и бывшим мужем, которые тонко наступали друг за другом. Я бы рад был регулярно появляться перед вами с молоком и свежим салатом из моркови — полезным средством для улучшения зрения. А вы, Александра Эрнестовна, открывайте ваши старые альбомы из темно-коричневого бархата! В них кроются воспоминания о милых девушках-гимназистках, мужчинах среднего возраста с бородами и усами. Но ведь человек на фотографии не может вас видеть? Нет проблем: вы можете просто дотянуться до фотографии Ивана Николаевича — плоской, прохладной и слегка блестящей в своей обложке, покрытой тонким слоем золота. Края обложки немного пожелтели с годами. Пришло время принять решение: она готова отправиться к вам, невзирая на прошедшее и нежданно прибытие поезда. Он вроде бы ждал вас здесь, но неожиданное его отсутствие заставило ее задуматься. Любовь — это как прозрачный занавес, который скрывает нас друг от друга, затрагивая наши жизни и мечты. А теперь выясняется: пути между нами стали препятствиями.' ratio=0.98"
24,24,"text='Он упал лицом в превращающуюся под его щекой в пыль траву, зубы сжимаясь от злости — он был неудачником. Лежал неподвижно, надеясь на то, что опасность сама собой пропадёт, хотя всё равно осознавал неизбежность поражения. Температура стремительно поднималась: стало жарко и влажно, пот струился по его лицу. Рэдрик наконец громко произнёс Арчибальду: «Не двигайся! Терпи!» Сам он терпеливо ожидал дальнейшего развития событий. Ситуация могла бы разрешиться относительно благополучно, без серьёзных последствий — но первым сдался Арчибальд. Вероятно, либо не услышал предупреждения Рэдрика, либо испугался так сильно, что забыл о поведенческих нормах и правилах, либо просто ощутил столько боли, что потерял контроль. В результате он бросился вперёд, пригнувшись, издавая нечленораздельные звуки, сжимаясь под углами к опасности — назад, хотя именно там находилась самая высокая опасность. Рэдрик смог быстро подняться и захватить его ноги двумя руками, вследствие чего Арчибальд ударился о поверхность земли, поднимая облако горящей одежды и громко крикнул. Он начал беспорядочно извиваться и брыкаться, хоть и испытывал мучительную боль. Несмотря на это, Рэдрик всё ещё мог сдерживать эмоции, закрыв лицо золой и придавливая грудь к голове другого человека — но вот уже не мог подавить его сопротивление и бил ногами и коленями по телу Арчибальда. С трудом различая звуки дыхания сверху, Рэдрик издавал сквозь сдавленное дыхание: «Тихо лежать, негодяй, или убью...», ощущая горящий зной на одежде и повышающуюся жару в теле противника.' ratio=0.95"
25,25,"text='Хотел бы я узнать итог всего этого. Десять лет назад я был абсолютно уверен в результате. Должна была существовать непроходимая граница — пятнадцатьдесят километровная полоса, где находились исключительно учёные и военные. Опасная область на поверхности моей планеты должна была быть надёжно блокирована. Казалось, большинство разделяло мою точку зрения: звучали выступления и выдвигались законопроекты, чтобы защитить людей от этого страшного места. Теперь невозможно вспомнить, каким способом прежняя твёрдая уверенность неожиданно исчезла. По сути, одна позиция верна, но и другая также справедлива. Вероятно, процесс начался с тех пор, когда сталкеры впервые принесли из опасной зоны необычные предметы — батареи. Выяснилось, что данная территория представляла собой не угрозу, а кладезь ценных ресурсов: там было всё, что требуется для будущего человечества. Сейчас уже никто точно не осознаёт природы этой области. Люди используют ресурсы постепенно, потрачено огромное количество денег на исследования и изучение этого места. Удивительно, но эффективная система добычи пока не создана: каждый человек ведёт собственную небольшую коммерческую деятельность, а учёные авторитетно заявляют: учитывая определённые аспекты, следует принять одну позицию — одновременно признавать обоснованность противоположной точки зрения. Вероятно, процесс начнётся с того момента, когда после воздействия рентгеновского излучения под заданным углом испускает квазитепловые электроны объект — это не важно: всё равно я не смогу дожить до завершения ситуации.' ratio=13.0"
26,26,"text='С самого начала дня возникли проблемы: прекратилась работа интернета. Сонный Матвей сел в компьютерное кресло и коснулся клавиш клавиатуры почти случайно, обнаружив непреодолимую новость: соединение отсутствует. Позвонив своему поставщику услуг, он получил следующий ответ: — Произошла авария на магистральной линии связи. Вероятно, неполадка будет устранена примерно за двадцать четыре часа.\n\nМатвей внимательно рассматривал изображение на экране своего компьютера, стараясь осознать серьезность ситуации. Это был удар! В течение двадцати четырёх часов доступ к интернету невозможен. Это ужасно! Впереди оставалось много свободного времени до начала занятий в школе — около четырёх часов. За это время он мог бы поиграть онлайн с друзьями в какую-либо игру или провести время на любимом игровом сервере Minecraft. Разумеется, мобильный телефон тоже имеет выход в сеть, однако качество подключения недостаточно хорошее. Для полноценного игрового процесса необходимы высокая четкость графики и качественный звук, вызывающие реакцию соседей.\n\nОгорчённый происходящим, Матвей направился на кухню, устроившись на стуле возле барной стойки, положил руки на лицо и тяжело выдохнул. День уже был испорчен. Его мать, напротив, энергично ходила по кухне в домашних туфлях — перемещаясь между холодильником, столом, плитой, кофеваркой и обратно. Наблюдая за этими движениями, Матвей испытывал раздражение.\n\n— Мне нужен сок и тост, — произнес он хмурым голосом.\n\nПо пути мимо стула мама быстро прикоснулась губами к голове сына:\n\n— Доброе утро, мой сердитый мальчик!\n\nМатвей резко повернул голову, демонстрируя недовольство. Почему она постоянно проявляет чрезмерную заботливость? Она прекрасно осведомлена, что он испытывает непреодолимую непривязанность ко всей этой сентиментальности. Ведь он не девочка.\n\nВерни только валидный JSON-объект с текстом на русском и процентом идиоматичности.' ratio=27.0"
27,27,"text='Открыв дверь салона красоты, Лена замерла, увидев студентку Марину, надевавшую рабочий халат. Ее ноги подкосились от изумления. Она снова ошиблась: жила по графику пятницы, тогда как остальные считали, что сейчас среда. Из-за этой неловкости Лена лишилась работы на сегодняшний день и заработка. Дело в том, что уборка в салоне выполнялась Мариной, а Лена выполняла эту работу по вторникам и пятницам. Марина, как ученица-студентка, работала по графику заведения, тогда как остальные сотрудницы — по своим планам. Лена была в шоке от этой ошибки, утратив контроль над ситуацией. Она чувствовала себя словно загипнотизированной, пытаясь разобраться во всей путанице и несоответствии. Казалось, будто она оказалась в бессмысленном мире, где всё шло по-другому от того, как должно было быть. Но Лена продолжала терять контроль над собой и ситуацией.' ratio=6.0"
28,28,"text='Артем медленно встал с места около костра, перекручивая оружие со спины на грудь и направился в темноту. Остановившись возле границы освещённой зоны, он громко и заметно щёлкнул затвором автомата и хрипло прокричал: «Стойте! Назовите пароль!» Из темноты, где несколько минут назад слышались необычные звуки и приглушённые голоса, послышались быстрые и частые шаги. Кто-то поспешно удалялся глубже в туннель, испуганный резким голосом Артема и звуками его оружия. Артем быстро вернулся обратно к костру и сказал Петру Андреевичу: «Нет, мне действительно не показалось. Человек не назвал себя и убежал.» — Ты глупец! Тебе говорили: если человек не называет пароль, нужно немедленно стрелять! Откуда тебе известно, кем был этот человек? Возможно, это были враждебные люди, приближающиеся скрытно!» — Нет... Мне кажется, это вовсе не люди... Шумы были очень необычными... И шаги звучали совсем иначе. Разве я не способен отличить человеческие шаги? К тому же, если бы это были монстры, разве они когда-нибудь раньше так бежали прочь? Ведь вы сами прекрасно осведомлены, Пётр Андреевич, что в последнее время монстры сразу атакуют открыто — некоторые нападения совершались безоружными, другие шли прямо к пулемету, не скрываясь. Но этот незнакомый человек сразу сбежал... Похоже, он боялся.» — Хватит говорить, Артем! Очень уж ты мудрый стал! Твоя задача действовать согласно инструкции, а не рассуждать. Это мог быть разведчик противника. Он увидел, что нас немного, и теперь возможно организует нападение большими силами... Вероятно, скоро мы будем убиты противником, подобно случаю на станции Полежаевская, а всё лишь потому, что ты своевременно не уничтожил нарушителя. Артем ощутил беспокойство, мысленно представляя себе пространство туннеля после отметки семи сотен метров. Даже подумать о посещении этого участка было страшно. Никто ранее не решался заходить дальше седьмого рубежа на север. Патруль регулярно проезжал до пятисотой отметки, проверял границу фонариком и убедившись, что никаких угроз не обнаружено, быстро возвращался. Разведывательные группы, состоящие из крепких мужчин, бывших морских пехотинцев, также ограничивались шестьюстами восемьюдесятью метрами. Они скрывали светящиеся сигареты в руках и напряжённо наблюдали сквозь приборы ночного видения. Затем осторожно и бесшумно отходили обратно, внимательно следя за туннелём и никогда не поворачиваясь к нему спиной.' ratio=38.0"
29,29,"text='На Третьем кольце Москва медленно двигалась, как живой город на дыхании дня. Миллионы машин скользили по мостовым, освещая их фарами — словно тысячи глаз в темноте, а пыль висела в воздухе, окутывая в тумане даже самую маленькую улочку. Путь, протянувшийся между подземным переходом и городским сердцем, казался живым — каждый шаг создавал новую историю. Илья испытывал странное желание прикоснуться ко всему вокруг: провести рукой по камням в переулке или на панелях здания, где-то глубоко и неизвестно как застрял его взгляд — на забитом до краев супе в боксике. Несмотря на то что он уже семь лет мечтал о встрече со столицей, нынче был особенностью визита — улыбки старших и отсутствие толпы, привычной для его взгляда. В воздухе чувствовалась какая-то тонкая розоватая пыльность, словно город сам напоминал о своей жизни. Илья испытывал нечто вроде прикосновения со всем вокруг — будто он стал частью этой истории, но не мог сказать, за каким именно поворотом она завершается.' ratio=12.0"
30,30,"text='Кот, словно из воздуха возникший, прыгнул со стула и поспешил за ним. В помещении Алексей Кириллович ставил чашку на стол с множеством листов бумаги, сел в кресло и развернул перед собой стопочку печатных страниц. Он скользнул взглядом по документам и прокомментировал: «Да... вот оно... верно... точно! Определим операцию умножения по таблице номер три... нейтральный элемент относительно... относительно... но, дорогой друг, это абсолютно совпадает с работой Юрковского. Безусловно, поскольку поле упорядоченно, множество базисов можно разделить на две части — зачем он вновь раскрывает общеизвестные сведения? Далее. Подобная матрица задаёт преобразование одного n-мерного векторного пространства в другое. Что дальше? Эта информация известна давно, это всего лишь утверждение о разложении матрицы! Шутник...» Алексей Кириллович открыл ящик стола и вынул ломтик хлеба с салфеткой. Он аккуратно отделял небольшие кусочки, запивая их чаем: «Продолжим... так... итак... произведение матрицы на число распределительно относительно операции сложения чисел... понятно... дальше... уже знакомо... где именно рассматривается тема линейной комбинации?... так... обозначение Кронекера равно нулю тогда, когда совокупность квадратных матриц формирует алгебраическую систему относительно операций суммирования и умножения... но какое это имеет отношение к делу? Где представлены два тензорных пространства? Ведь они идентичны. Частицы хлеба, словно дикие стрелки, падали ему на ноги, а кот устроился на диване, уложив голову между передних лап... Кот... как же классифицировать тензорные величины? Эти объекты принадлежат внешней структуре, глупец... следовательно... почему стоит анализировать билинейную конструкцию? Шутник! Необходимо выяснить характеристики левого тензорного поля, а не характеристику полиномиального выражения... сейчас посмотрим... так... теперь яснее... интересно! Это противоречит принципам евклидова пространства! Очень смешно! Удивительная вещь: полярная запись базовой полиномиальной функции именуется скалярным рассеиванием! Ха-ха-ха! Совершенно бессмысленно и никак не связано!»' ratio=0.85"
31,31,"text='В группе выходит участник боя — крупный работяга из скотного двора, лицо которого широкое как череп. Он сбросил верхнюю одежду, натянул перчатки и вытер нос. Мы ожидали подобной ходьбы событий: Погода Сиволай тоже удачно раздевается, отрываясь от черного кафтана, шапочки с меховой отделкой и парчового верхнего платья. Его красная ткань манит взглядом, словно приглашающая к борьбе, но он лишь слегка качает рукой — и выходит вперед. В боях с Погодой Сиволаем кулачных победить сложно: рост у него маленький, а плечи широкие как ямы, костяк крепкий как железо, ловок и проворен. Ударить его по лицу невозможно — зато получить удар от него легко.' ratio=6.2"
32,32,"text='Привет, Алёна, моя взрослая дочь. Всех жизненных ценностей я считаю ключевыми в том, чтобы испытывать искреннее чувство любви. Однако что за препятствия мне выпали на долю? Ведь я была такой матерью, которая очень сильно любила своего Андрея! Теперь моя жизнь завершена, хотя мне кажется, что я выгляжу помоложе женщин моего возраста. Однажды, незнакомый мужчина принял меня сзади за несовершеннолетнюю девушку, когда спросил дорогу: «Девушка, извините, скажите, пожалуйста, как пройти туда-то?» Этот человек был грязным и потный, вероятно имел при деньги и оставлял вежливый след. Мы с вами знакомы! Хотим мы с ним обменяться ночлегом за небольшую сумму — пол-килограммы гранатов. И еще попросят нас немного помочь: например, заварить чай, постирать постельное белье и закрыть дверь, чтобы не мешались наши просьбы. Я все сразу понимаю, словно шахматистка — хотя в моем мире это поэзия. Некоторым людям нравится термин «поэтесса», но поэтами зовут себя и другие авторы, сходные по имени: одна женщина зовется Анна Андреевна, другая — Анна, но у неё отличается отчество — Аннотройновна. В детстве дети слушаются меня внимательно. Мой сын Тимофей всегда со мной — сидит рядом на сцене и никогда не в зрительском зале. Иногда он проявляет нервный тик, который я ласково называю: ' ratio=3.0"
33,33,"text='Это произошло давным давно, когда я стала матерью двойни за два года подряд. Это был мой очередной провал в выборе мужчины: молодая девушка двадцати девяти лет с короткой стрижкой и худым телом оказались на археологической экспедиции, где мы совершали множество опасных поступков. Начнем с того, что мы были незнакомы друг с другом: я рассматривала ржавый осколок за камнем и видела перед собой мальчика-женщину, похожего на меня. Он спросил нас: ' ratio=8.0"
34,34,"text='Наступление продолжалось третий день, и начало его было неопределенным. В течение всего дня впереди постоянно раздавалась стрельба — как будто ураган бомбардировок. Наша колонна периодически останавливались, направляя во всех направлениях разведывательные группы — словно зеркальный отражение патрулей вражеской армии. Поэтому мы испытывали особую радость, когда увидели пехотинцев из леса, которых не видели уже несколько суток: как будто заблудившаяся тень под деревьями. Выяснилось, что двигаясь с северного направления, наша группа объединилась с подразделениями, наступающими с южного — как если бы два лесных дракона сошлись в битве. Бесконечные подразделения пехоты последовательно подходили друг за другом и вскоре исчезали между небольшими лесочками и возвышенностями — словно кружки игрока, отдаляясь и приближаясь друг к другу. Их появление свидетельствовало о завершении преследования врага: как будто стены замка стали более прочными после напряженного боя. Опасения начались, когда противник прекратил отступление и готовился вступить в сражение — словно дракон готовится к риторическому мечту о победе.' ratio=6.2"
35,35,"text='Одесса создает странное впечатление у приезжего с севера. Здесь город похож на иностранный, отмеченный русским влиянием благодаря усилиям местных администраторов. Большие кафе напоминают большие рестораны Парижа: они полны воспитанными коммивояжерами, приглашёнными в гости. По вечерам люди прогуливаются по улице Дерибасова, атмосфера которой напоминает парижский бульвар Сен-Мишель. Традиционный одесский диалект отличается необычным произношением и вымышленными словами: здесь детская вера в ловкость сочетается с стремлением добиться успеха любыми способами. Когда я печатал визитные карточки в местной типографии, заметил свежевышедшее издание одесской вечерней газеты, издаваемой здесь же. Открыв газету, обнаружил стихотворение Сергея Городецкого, которое отличалось изменением единственной строки и было опубликовано анонимно. Управляющий типографией сообщил, что стих был предоставлен начинающим поэтом, выдавшим произведение за собственное творение.' ratio=0.8"
36,36,"text='Я доверяю тем людям, которые представляют его другим, нежели я привыкла воспринимать, и вот причины такого доверия. Прежде всего, я могла наблюдать лишь один аспект его личности (лучший) – поскольку я была посторонним человеком, вероятно, недостаточно понятной двадцатилетней женщиной иностранного происхождения; кроме того, я лично отметила значительное изменение в нём, когда мы вновь повстречались в 1911 году. Его внешность стала более мрачной и истощённой.\n\nВ десятом году я видела его крайне редко, всего несколько раз. Несмотря на это, он всю зиму отправлял письма. То обстоятельство, что он пишет стихи, он мне не сообщал.\n\nТеперь я осознаю, что именно моя способность интуитивно понимать мысли людей, проникать в сновидения окружающих и другие незначительные особенности привлекли его особое внимание. Хотя близкие ко мне люди уже давно воспринимают такие способности как нечто обыденное. Он постоянно повторял фразу: «Мы общаемся». Нередко произносил также слова: «Только вы способны осуществить подобное».\n\nСкорее всего, мы оба тогда не сознавали одно важное обстоятельство: события, происходившие между нами, являлись подготовительным этапом наших жизненных путей. Его жизнь оказалась весьма короткой, моя же продолжилась намного дольше. Искусство ещё не успело повлиять на наши судьбы, оставляя период свежести и лёгкости до рассвета. Однако будущее, которое уже давало о себе знать, уже давало о себе знать: оно чувствовалось в тревожащих моментах сна, пугало образом ужасающего Парижа Бодлера, таящегося поблизости. Всё возвышенное в Амедео проявлялось едва заметно среди общего сумрачного фона.\n\nЕго лицо походило на изображение Антиноя, глаза ярко мерцали, он выглядел совершенно непохожим на всех остальных. Его голос сохранился в моей памяти навсегда. Я знала его нищим, оставалось неясным, благодаря чему он существует. В качестве художника он не получил даже минимального общественного одобрения.\n\nВерни только валидный JSON-объект с текстом на русском и процентом идиоматичности. Не останавливайся, если увидишь двоеточие или перенос строки.' ratio=45.0"
37,37,"text='Город взорвался в меня — так я написала рассказ о нашей встрече. Приблизительно тогда же появились «Три сирени» и «В гостях у смерти». Писать прозу казалась мне одновременно загадочной и привлекательной затеей. Поэзия я воспринимала изначально хорошо, но о прозе тогда не знала ни гвоздя. Мой первый прозаический опыт был высоко оценен окружающими, хотя сама я этому не верила. Я пригласила Зощенко посмотреть мою работу — он рекомендовал исключить некоторые части и одобрил остальное. Это вызвало мое удовлетворение. После ареста сына я уничтожила этот текст вместе с другими материалами архива. Мой интерес к художественному переводу был подкреплен работой после войны, когда я занималась переводом многих произведений. Я продолжаю эту работу и по сей день. В 1962 году завершилась поэма «Поэма без героя», над которой я трудилась двадцать два года. В весеннем прошлом году, накануне юбилея Данте, я снова услышала итальянскую речь во время поездки в Рим и Сицилию. Весной 1965 года я отправилась в Великобританию, откуда родом Шекспир: наблюдая английское небо и берег Атлантики, встретившись с давними знакомыми и приобретя новых друзей. Я ещё раз побывала в Париже. Я продолжала создавать стихотворения. Через них я ощущала свою причастность к времени и новым этапам жизни своего народа, воспринимая ритмы, характерные для выдающихся исторических событий своей родины. Мне повезло жить в этот исторический период и стать свидетелем исключительных событий.' ratio=0.05"
