,index,idiomatic_version
21,21,"text='Машинист-наставник наблюдал, как Захар Павлович тщательно чистил топки локомотивов, деликатно обращаясь с металлом и доводя поверхности до блеска. Однако наставник никогда не поощрял его старания. Он понимал, что функционирование машин определяется скорее свойствами материалов и законами физики, нежели умениями человека; участие последнего минимально. Природные ресурсы и энергия позволяют людям достигать успеха без значительных усилий. Даже неопытный работник способен зажечь огонь в топке, после чего двигатель начнёт работать сам по себе, а рабочий превратится в наблюдателя. В случае дальнейшего упрощения эксплуатации техники люди потеряют ценность из-за нестабильности результатов и станут бесполезны подобно коррозии металлов. Машинам же предстоит взять на себя роль человека, получив свободу в работе. Тем не менее наставник критиковал Захара Павловича реже остальных машинистов — тот использовал инструменты аккуратно и не проявлял грубости во время работы с локомотивом.\n\nОднажды, заручившись уверенностью в важности своей работы, Захар Павлович решился спросить наставника:\n\n— Разрешите узнать ваше мнение: почему люди так посредственны, а каждая машина обладает превосходными характеристиками?\n\nНа этот вопрос наставник отреагировал раздражённо, поскольку считал свою любовь к локомотивам исключительно личным чувством.\n\nВнутри он думал: «Ещё один чудак... зачем ему изучать технику?»\n\nОба стояли у локомотива, разогреваемого перед предстоящим ночным рейсом. Несколько минут наставник внимательно рассматривал машину, испытывая привычное вдохновение. Локомотив был крупным и нагретым до такой степени, что казался мощным и гармоничным. У него возникло чувство бодрости, побуждавшее к движению. Ворота депо открывались наружу, позволяя видеть летний вечерний пейзаж — символ новой возможности ощутить ветер и скорость на путях, а также волнение ночью с тихим ровным шумом исправной машины.\n\nРуки наставника невольно сжались от чувства зарождающейся энергии, напоминавшей юность и предвкушение будущего. Он перестал воспринимать Захара Павловича как недостаточно квалифицированного работника и заговорил с ним как с товарищем:\n\n— Твоё ремесло помогает тебе приобретать опыт и знания. Но человек бесполезен... Дома он лежит без дела... А теперь взгляни на птиц...' ratio=10.0"
22,22,"text='Городок Федор-Кузьмичск стоит на семи холмах, окружённый бескрайними полями и дикими землями. На севере простираются густые леса, заполненные валежником, переплетённые ветки деревьев затрудняют путь, кустарники цепляются за одежду, а ветви отбрасывают головные уборы. По словам местных старожилов, среди этих лесов обитает загадочное существо по имени кысь. Оно сидит на ветвях и издаёт странные звуки: кы-ысь! кы-ысь!, но увидеть его невозможно. Когда человек оказывается в этих лесах, кысь неожиданно атакует его со спины, переломывая позвоночник и разрывая жизненно важную артерию, вследствие чего он теряет рассудок. Возвращаясь домой, пострадавший уже не тот человек, который ушёл в лес: его взгляд становится невразумительным, движения хаотичными и бессмысленными, как у сомнамбулы. Близкие приводят такого человека домой, иногда ради забавы ставят перед ним пустую тарелку и предлагают ложку — имитация приема пищи; потерпевший совершает механические движения, словно принимая еду, хотя на самом деле тарелка пуста. Пострадавшему требуется постоянный уход: он не способен ни заботиться о себе, ни соблюдать элементарную гигиену. Некоторые родственники забирают его в специальное помещение для ухода, но если нет такого ухода, человек умирает от разрыва мочевого пузыря из-за невозможности справиться с нуждой самостоятельно. Таким образом действует кысь. Также не рекомендуется идти на запад. Хотя кажется, что там есть едва заметная тропинка, путь ведёт прочь от города. Человек движется вперёд, город постепенно исчезает из виду, легкие дуновения ветра приносят приятные ощущения и создают впечатление благополучия; однако неожиданно возникает чувство растерянности: человек задумывается о цели своего путешествия и начинает сомневаться, зачем он туда направился. Он чувствует себя потерянным и одиноким, его охватывает глубокая тоска по дому. Вспоминая домашние теплые угли и уютную обстановку дома, человек решает вернуться назад; иногда он даже бежит обратно с чувством облегчения при виде знакомых предметов издалека, слёзы непроизвольно текут по щекам. Действительно, настолько сильно, что капли катятся до самого подбородка.' ratio=7.0"
23,23,"text='Мне по душе вы, Александра Эрнестовна, особенно на снимках: в одном ваше лицо словно ограненное самоцветом; во втором — когда голова откинута назад, улыбка освещает прекрасные зубы; и третьем, где вы пожимаете плечами, а рука с кружевными украшениями случайно скользит с локтя. В вашей жизни есть что-то завораживающее — прошедшая незаметно молодость, умершие поклонники и бывшие мужья, один за другим, каждый встречный или проходной человек, исчезающий из вашей жизни без следа. Я буду посещать вас регулярно, приносить молоко и морковь для здоровья глаз. Просим: откройте старые альбомы в бархатных переплетах, чтобы вновь встретиться с милыми гимназистками, усатыми мужчинами средних лет и смелым Иваном Николаевичем. Не тревожьтесь — человек на фотографии вас не видит, Александра Эрнестовна! Время ушло, нужно было принять решение раньше. Но вы уже решили. Вытяните руку и возьмите фото Ивана Николаевича: оно плоское, прохладное и блестящее, края обложки покрыты тонким слоем золота, бумага слегка пожелтела. Внимательно меня послушайте — решение принято, она уезжает без колебаний, встречайте её, где бы вы ни были?\n\nМногочисленные дни и годы текли друг за другом подобно прозрачным занавесам, скрывающим дорогу к Александре Эрнестовне. Любимый остался на пыльной железнодорожной станции юга: медленно бродит вдоль грязного полотна, периодически глядя на часы и отталкивая стебли початков кукурузы. Солнце уже нагрело воздух, но жданный поезд не прибыл — он никогда сюда не приедет. Обещание путешествия оказалось обманом. Но ведь желание было! Вещи аккуратно упакованы: легкие наряды сложены в деревянном контейнере, скрипит футляр для скрипки, блестят металлические детали; купальные костюмы ждут своего часа. Головные уборы хранятся в особой коробке, внутри — легкий белый материал с воздушностью; на дне — шкатулка с мелочами: заколки, расчески, тонкие ленты и кристаллические камни. Бутылочка с ароматом жасмина, отражающая свет радужными бликами, тоже готова. Но что же мешает осуществиться планам? Что обычно становится преградой для наших желаний?' ratio=10.0"
24,24,"text='Он рухнул лицом в траву, которая под его щекой превратилась в пыльную труху, затаив дыхание от раздражения из-за своей неудачи. Неподвижно лежал, надеясь на лучшее, хотя сознавал нелепость своих мечтаний. Температура поднималась всё выше, воздух становился невыносимо влажным и жарким; пот стекал по лицу, застилая глаза. Лишь тогда Рэдрик громко предупредил Арчибальда: «Не двигайся! Терпи!» Сам же терпеливо ожидал развития событий, полагаясь на то, что ситуация разрешится благополучно и без серьёзных последствий. Однако первым не выдержал Арчибальд — вероятно, либо не услышав предупреждения Рэдрика, либо испугавшись до такой степени, что забыл все правила поведения, либо внезапно почувствовав ещё большую боль. В итоге он утратил контроль над собой и необдуманно кинулся вперёд, пригнувшись и издав невнятный звук, побуждаемый древним инстинктом самосохранения — назад, хотя именно туда было крайне опасно. Рэдрику удалось быстро подняться и схватить его за ногу двумя руками, что привело к тому, что Арчибальд всей массой ударился о землю, вскинув облако пыли, взвизгнул странным высоким голосом и резко ударил Рэдрика другой ногой прямо в лицо. В ответ тот беспорядочно извивался и брыкался. Несмотря на нестерпимую боль, Рэдрик накрыл его своим телом, прижавшись обожжённым лицом к кожаной одежде, пытаясь физически подавить сопротивление противника, удерживая руками дергающуюся голову и хаотично бил ногами по земле и конечностям Арчибальда. Различая слабое стенание и дыхание под собой, он пробормотал сквозь сдавленное дыхание: «Лежи тихо, негодяй, или умрёшь...», ощущая сверху жар горящих углей, треск кожи на конечностях и туловище, пузырящейся от жара. Уложив лицо в серую золу и придавливая грудь к голове другого человека, он больше не мог сдерживать эмоции и издал протяжный вопль.' ratio=9.0"
25,25,"text='Мне крайне интересно узнать исход всей этой истории. Десять лет назад я был уверен в том, что все сложится именно так, как задумано. Надеялся на непреодолимую преграду – полосу протяжённостью пятьдесят километров, где могли бы работать исключительно учёные и военные. Казалось бы, опасная область на поверхности моей планеты должна была быть надёжно изолирована от внешнего мира. Большинство соглашалось со мной: звучали речи в защиту людей, предлагались законы для их защиты. И вот теперь вспомнить трудно, каким образом исходное твёрдое убеждение превратилось в сомнения. С одной стороны, один взгляд на ситуацию кажется правильным, а другой – тоже имеет свою логику. Вероятно, всё началось тогда, когда сталкеры начали приносить из опасной зоны необычные предметы, известные как батареи. Позже выяснилось, что эта территория вместо угрозы оказалась настоящим кладезем ценных ресурсов. Сейчас уже сложно определить природу этой области с точностью. Люди используют эти ресурсы постепенно и аккуратно. Десять лет продолжаются исследования, вложено огромное количество средств, но эффективная система добычи пока не создана. Каждый занимается собственной небольшой коммерческой деятельностью, а учёные твердят: исходя из определённых обстоятельств и фактов, следует поддержать одну сторону, при этом признавая правоту противоположной позиции. Однако для большинства людей такие детали не столь важны. Всё равно я скорее всего не доживу до того момента, когда ситуация разрешится окончательно.' ratio=9.0"
26,26,"text='С раннего утра начался череда проблем: интернет перестал работать. Сонный Матвей опустился в компьютерное кресло и почти машинально задействовал клавиши, лишь бы выяснить горькую правду — соединение отсутствует. Звонок поставщику услуг принёс тревожные известия: произошёл сбой на магистральной линии связи, и восстановление займет около двадцати четырех часов.\n\nМатвей уставился в экран своего компьютера, пытаясь осмыслить эту внезапную неприятность. Это было ударом ниже пояса! Без доступа к интернету целых сутки? Невозможно представить что-либо более раздражающее. До начала занятий в школе оставалось около четырёх часов свободного времени, которые обычно уходили на общение с друзьями или наслаждение игрой Minecraft. Мобильный телефон не мог предложить такой же погружённости — необходима была высокая графика и чёткость звука, чтобы полностью погрузиться в игровой процесс.\n\nОпираясь руками о столик возле барной стойки на кухне, Матвей тяжело вздохнул, чувствуя себя подавленным. Утро выдалось неудачным. В то время как его мать энергично сновала по кухне в домашних туфлях — от холодильника до плиты и обратно, — её действия раздражали Матвея.\n\n– Мне нужен сок и тост, – процедил он сквозь зубы.\n\nПроходя мимо сына, мама быстро поцеловала его в голову:\n\n– Доброе утро, мой сердитый кроха!\n\nМатвей резко повернул голову, демонстрируя недовольство. Почему она не прекращает излишнюю нежность? Он прекрасно понимал её намерения, но всё же чувствовал себя крайне неуютно.' ratio=8.0"
27,27,"text='Открыв дверь салона, Лена застыла на месте, заметив Марину, которая надевала рабочий халат. Сердце у нее замерло в груди. Её ошибка была очевидна: она жила по графику пятницы, когда все остальные считали это средой. Из-за своей неточности Лена лишилась работы на сегодняшний день и заработка. Уборка салона обычно выполнялась Мариной, а Лена занималась этим по вторникам и пятницам.\n\n– Лена, почему ты здесь? Сегодня не твоя смена, – спросила опытная парикмахерша-пенсионерка, которая договаривалась о нелегальном трудоустройстве несовершеннолетней ученицы.\n\n– Это моя смена! Именно моя! – крикнула Лена дрожащим голосом, чувствуя, как все вокруг искажается. Её раздражала постоянная путаница в расписании и невозможность понять происходящее.\n\n– Лена, твоя смена бывает в пятницу, сегодня ты ошиблась днем недели, – спокойно произнесла парикмахерша.\n\n– Пожалуйста, скажите правду, тетя Мила. Разве сегодня не пятница?! – поинтересовалась Лена с надеждой в голосе.\n\n– С тобой всё нормально, Лена?\n\n– Нет! Вы сами что-то путаете!\n\nДве посетительницы наблюдали за происходящим. Парикмахерша взяла Лену под руку и вывела в служебное помещение, чтобы избежать любопытства окружающих. Здесь она дала ей стакан воды и усадила на старый диван.\n\n– Тебе нужен отдых, – сказала женщина, гладя Лену по голове.\n\n– Я не ребенок, мне уже тринадцать лет.\n\n– Ну и что? Двенадцать или тринадцать — разницы нет. Тебе нужно уделить время себе, а ты заботишься о всей семье.\n\n– Мне не нужны игрушки! Нет времени на праздности!\n\n– Бедняжка, – вздохнула женщина. – Я собрала одежду для твоих братьев. Мой внук носит её аккуратно.\n\n– Не нужно это им.\n\n– Но мальчики быстро растут, и одежда скоро станет маловата!\n' ratio=10.0"
28,28,"text='Артем медленно поднялся со своего места у костра, перекинул оружие с спины на грудь и направился вглубь темноты. У границы освещённой зоны он резко щёлкнул затвором автомата и громогласно воскликнул:\n– Стойте! Назовите пароль!\nИз мрака, где недавно доносился странный шум и тихие голоса, послышались быстрые шаги. Кто-то торопливо удалялся вглубь туннеля, напуганный грозным голосом Артема и звуками его оружия.\nПовернувшись обратно к костру, он сообщил Петру Андреевичу:\n– Нет, это был не обман. Человек убежал без объяснений.\nПетр Андреевич сердито заметил:\n– Ты ошибся! Тебе уже объясняли: если кто-то не называет пароль, его нужно немедленно устранить. Как ты можешь быть уверен в том, кем был этот человек? Это могли быть и вражеские силы, приближающиеся незаметно!\nАртём настаивал:\n– Нет... Мне кажется, это не люди... Шумы были странными... И шаги звучали совсем по-другому. Неужели я не могу отличить человеческие шаги? К тому же, если бы это были монстры, они бы давно напали на нас открыто — некоторые безоружные монстры уже атаковали наши пулемёты. Но этот ушёл сразу... Похоже, он боялся.\nПетр Андреевич повысил голос:\n– Хватит болтовни! Ты слишком много думаешь вместо того, чтобы действовать по инструкции. Это мог быть разведчик противника. Увидев нас в меньшинстве, он теперь может подготовить атаку большими силами... Возможно, вскоре мы будем убиты, как на станции Полежаевская, потому что ты не успел уничтожить потенциального врага...\nАртем почувствовал холодок тревоги, думая о туннеле за отметкой семьсот метров. Даже мысль о том, чтобы зайти так далеко, вызывала страх. Никто раньше не решался выдвигаться дальше седьмой сотни метров на севере. Патрули регулярно проезжали до пятисотого метра, осматривая границу фонариком и уходя обратно при первой же опасности.\nРазведывательные группы из бывших морских пехотинцев тоже ограничивались шестьюстами восемьюдесятью метрами. Они скрывали светящиеся сигареты в кулаках и внимательно рассматривали окрестности через приборы ночного видения, затем осторожно удалялись обратно, ни на секунду не выпуская туннель из поля зрения.' ratio=8.0"
29,29,"text='На Третьем транспортном кольце медленно ползли сотни машин, дневной свет озарял включенные фары, пыль от колёс клубилась в воздухе, люди выходили из подземного перехода, город был полон жизни. Илья чувствовал желание прикоснуться ко всему вокруг, провести рукой по предметам, окружающим его. Уже семь лет он мечтал о соприкосновении с Москвой.\n\n— Мне нужно добраться до Лобни.\n\nЭлектрички сильно изменились во внешнем виде.\n\nРаньше он видел грязные зелёные вагоны с выбитыми окнами, нарисованные надписи на стенах, деревянные общие лавки, пол был покрыт шелухой семян подсолнуха и пивными пятнами. Везде ощущался запах пролитого пива. Теперь же появились чистые белоснежные составы с жёлтыми полосками вдоль бортов, внутри установлены удобные кресла для каждого пассажира отдельно. Люди вели себя сдержаннее и аккуратнее благодаря новым поездам.\n\n— Тебе не хочется пойти со мной на ледовое представление с участием Навки? — спросила одна женщина другую. — В прошлый раз мне понравилось, зрелище было потрясающим.\n\n— Возможно, и пошла бы, — ответила вторая женщина, выглядевшая значительно старше первой и накрасившаяся поверх усталого лица. — Ведь сама Навка вышла замуж за этого человека с усами, помощника президента Путина. Мужчина внушительный и эффектный.\n\n— Нет уж, — возразила первая собеседница. — Она могла найти кого-нибудь получше. Мне больше нравится Сергей Лавров. Лавров замечательный человек. Я бы предпочла отправиться куда-либо именно с ним. Лавров гораздо решительнее вашего усатого.\n\nИлья прислушивался к разговору, но не мог понять его суть. Электричка задерживалась. У него возникло чувство голода, желудок был пуст и ныл. Он отказался покупать чебуреки возле вокзала, поскольку стоимость продуктов здесь была завышена относительно той суммы, которую ему предоставляли на транспортные расходы. Зачем тратить деньги на перекус, если вскоре он сможет съесть горячие домашние щи матери?\n\nИлья страстно желал отведать эти щи трёхдневной давности, добавив немного сметаны сверху и измельчив кусочек хлеба прямо в тарелке, как делал в детстве после примера дедушки. Затем размочить кусочки хлебной корочки в супе, но оставить их слегка твёрдыми, вдохнуть аромат блюда и осторожно положить горячую ложку в рот.' ratio=5.7"
30,30,"text='Кот спрыгнул со стула и устремился вслед за ним.\n\nВ помещении Алексей Кириллович аккуратно поставил чашку на стол, заваленный бумагами, удобно расположился в кресле перед собой сложную стопку печатных страниц и начал листать их:\n– Да... вот оно... верно! Определим операцию умножения согласно третьей таблице. Нейтральный элемент относительно... но, дорогой друг, это полностью совпадает с работой Юрковского. Разумеется, поскольку поле упорядочено, множество базисов можно разделить на две части — зачем он вновь раскрывает очевидные факты? Далее: такая матрица задаёт преобразование одного n-мерного пространства в другое. Что дальше? Эта информация известна давно, это всего лишь утверждение о разложении матрицы! Шутник.\n\nАлексей Кириллович открыл ящик стола и взял ломтик хлеба с салфеткой, продолжая читать страницы, принялся аккуратно отделять маленькие куски, время от времени запивая их чаем:\n– Продолжим... так... так вот... произведение матрицы на число распределительно относительно сложения чисел... понятно... дальше... уже знакомо... где именно рассматривается тема линейной комбинации? Так... обозначение Кронекера равно нулю тогда, когда совокупность квадратных матриц формирует алгебраическую систему относительно операций суммирования и умножения... но какое это имеет отношение к делу? Где представлены два тензорных пространства? Ведь они равны.\n\nХлебные крошки падали ему на ноги, рассыпаясь по полу. Кот расположился на диване, укладывая голову между передних лап:\n– Как можно классифицировать тензорные величины? Эти объекты принадлежат внешней структуре, глупец... следовательно... зачем анализировать билинейную конструкцию? Шутник! Нужно выяснить характеристики левого тензорного поля, а не полиномиального выражения... сейчас посмотрим... так... теперь яснее... интересно! Это противоречит принципам евклидова пространства! Очень смешно! Удивительная вещь: полярная запись базовой функции именуется скалярным рассеиванием! Ха-ха-ха! Совершенно бессмысленно и никак не связано!' ratio=8.5"
31,31,"text='Из группы выходит боец: крупный работник скотного двора, лицо широкое и открытое. Сбрасывает верхнюю одежду, надевает перчатки, вытирает нос усердно. Мы ожидали подобного развития событий, поэтому Погода Сиволай снимает свой черный кафтан, освобождается от шапки с меховой отделкой и расстегивает парчовое верхнее платье. Он слегка двигает мускулистой рукой, обернутой красной тканью, подмигивает мне и выходит вперёд. В кулачных боях Погода значительно превосходит противников своим мастерством. Рост его невелик, но плечи широкие, костяк крепкий, а движения ловкие и проворные. Ударить по лицу Погоду непросто, зато получить удар от него легко — это факт. Он пристально смотрит на оппонента, щурится и трет шёлковый пояс, спрашивая: «Готов ли ты принять поражение?» Оппонент отвечает гневно: «Хвастаться не стоит до начала боя!». Противники перемещаются по кругу, оценивая друг друга. Несмотря на различия во внешнем виде и положении, оба — русские люди решительные и готовые к сражению. Мы собираемся вокруг площадки для боя, объединяемся со слугами. Здесь все равны: и крестьянин, и дворянин, и правительственный служащий. Кулачный бой — это самостоятельное действие в этом мире. Погода улыбается работнику скотного двора, подмигивает ему и напрягает мышцы рук. Работник не может сдержаться, первым наносит тяжёлый удар кулаком. Погода изящно уворачивается от удара и контратакует — резкий бросок в живот оппонента, хруст слышится ясно. Работник вскрикивает, но продолжает держаться, вытирая кровь с лица. Погода снова кружит вокруг него, делая плавные движения руками и насмешливо подмигивая оппоненту. Однако тот не обращает внимания на эти манёвры — лишь тяжело дышит и замахивается кулаком. Но Погода опережает его удар, нанося левый удар по скуле, а затем правым в грудную клетку — хруст! Рёбра сломались. Тяжелого удара он снова избегает: работник кричит и машет большими кулаками, теряет перчатку. Но это безрезультатно: новые удары по области живота и носу резко следуют одно за другим. Крупный сильный мужчина отступает назад, теряя равновесие. Он скрещивает пальцы обеих рук, громко рычит, разрезая холодный воздух движениями тела. Однако Погода быстро работает рукой: теперь лицо работника залито кровью, один глаз заплыл, нос течёт кровяной жидкостью. Брызги ярко-красной жидкости летят и блестят в лучах зимнего солнца, падая на плотно утрамбованный снег.' ratio=8.0"
32,32,"text='Приветствую, Алена, моя взрослая дочь. Я убеждена, что ключ к жизни — это глубокое чувство любви. Но почему мне выпали такие испытания? Ведь я безмерно любила своего сына Андрея! Безмерно и искренне!\n\nСейчас моя жизнь ощущается как пустота, несмотря на внешнюю молодость по сравнению с женщинами моего возраста. Один раз незнакомец принял меня за юную даму, спросив дорогу: «Милая девушка, извините, подскажите, пожалуйста, как пройти туда-то?». Он был грязным и вспотевшим, вероятно имел при себе деньги и смотрел дружелюбно. Он утверждал, что гостиницы переполнены. Мы так знакомы! Хотим остановиться здесь бесплатно за небольшой подарок — полкилограмма гранатов. Также могут попросить кипятка для чая, стирки постельного белья и закрытия двери на ключ, чтобы их не беспокоили просьбами.\n\nМоё сознание тут же проясняется — словно я в шахматном турнире. Я поэтесса. Некоторым нравится этот термин, другие авторы зовут себя просто «поэтом», как Анна Андреевна или Анна Андрейкина.\n\nВо время редких выступлений прошу называть меня: поэтесса Анна — фамилию моего супруга. Дети всегда внимательно слушают мои чтения. Мне известны взгляды детей на взрослых.\n\nМой сын Тимофей нередко сопровождает меня, сидит рядом со сценой, никогда в зрительном зале. Иногда у него появляется нервный тик. Я ласково гладлю его голову и произношу строки из детской песни: «Мы с Тамарой ходим парой». Однако некоторые организаторы воспринимают это буквально, предлагая: «Пусть Тамара посмотрит выступление со зрителями», не понимая, что это строка из стихотворения Агнии Барто.' ratio=10.0"
33,33,"text='Это случилось давно, когда я родила двух ребятишек в течение двух лет. Это был очередной мой неудачный выбор партнера: будучи молодой женщиной двадцати девяти лет с короткой стрижкой и худощавым телосложением, я оказалась участником археологической экспедиции, где мы совершали множество неразумных поступков. Вначале никто из нас не был знаком друг с другом: мы с ребёнком рассматривали ржавый фрагмент за камнем, когда он спросил нас: «Мальчики, что вы тут делаете?» Когда я взглянула на него, стало понятно, что я девушка, похожая на мальчика, и это вызвало у него удивление. Так началась наша история, полная счастья, которое продолжалось днём и ночью: я работала поэтом после окончания педагогического института и была уволена из газеты за роман с женатым мужчиной-художником, имеющим троих детей. Я мечтала воспитывать их сама — глупая я тогда! Жена художника быстро пришла и заявила мне, что мне должно быть стыдно, после чего рассказала об этом главному редактору. В результате ей предоставили трёхкомнатную квартиру, так как до этого она с матерью своего мужа жила в одной комнате, тогда как я предоставляла место для работы своему любовнику, несмотря на возражения его матери, которая резко осуждала его за жизнь за мой счёт без брака — очень старомодное поведение. После увольнения из газеты я отправилась добровольцем в археологическую экспедицию, результатом которой стали мои дети Андрей и Алёна, теперь снова живущие вместе с настойчивой матерью в одной комнате. Некоторое время мы пожили, осознавая реальность ситуации, пока мой муж переживал болезненный бракоразводный процесс в Куйбышеве. Его жена приехала посмотреть на беременную меня: точнее сказать, она стояла у двери, когда он открыл её и увидел жену с подростком-пятнадцатилетним сыном, чтобы обсудить важный вопрос.' ratio=8.0"
