,index,idiomatic_version
20,20,"text='В этот период что-то открылось, и Вощев заметил ночью трудящегося косаря с чайником для группы рабочих: вода закипала на плите, которую растопили во дворе общежития; ночной отдых подошел к концу, пришло время завтракать перед началом трудового дня… Деревянные сельские часы на стене тикали без перебоев благодаря силе тяжести маятника; механизм часов украшал рисунок цветка, призванный умиротворять любого наблюдающего за ними человека. Рабочие разместились вдоль длинного стола, косарь, исполнявший обязанности повара в общежитии, разрезал хлеб и раздавал каждому по кусочку, дополнительно предлагая маленький кусок вчерашнего холодного мяса. Рабочие приступили к еде с серьезностью, воспринимая поступающую пищу как необходимую процедуру, не испытывая удовольствия от приема пищи. Несмотря на осознание смысла жизни, это условие для абсолютного счастья, их лица выглядели мрачными и истощенными; вместо радости от существования они испытывали усталость. Вощев смотрел на этих печальных людей, способных сдержанно помнить о правде, и испытывал слабую надежду и страх потери; он уже чувствовал удовлетворение даже тем фактом, что правда существует в сознании ближайшего к нему человека, недавно говорившего с ним, следовательно, достаточно находиться рядом с таким человеком, чтобы обрести выносливость и работоспособность. — Пойдем вместе поедим! — пригласили Вощева рабочие. Вощев поднялся и, ещё не уверенный окончательно в существовании окружающего мира, направился есть, ощущая неловкость и тревогу.' ratio=10.0"
21,21,"text='Машинист-наставник наблюдал, как Захар Павлович аккуратно очищает топки локомотивов, бережно почитая металлы и доводя их до идеальной чистоты. Он никогда не хвалил его напрямую, понимая, что работа машин зависит больше от внутренних свойств материалов и законов физики, нежели от человеческого умения; участие человека минимально. Природные ресурсы, энергия и материалы позволяют людям достигать успеха, несмотря на малое усилие. Даже неумелый работник способен зажечь огонь в топке, после чего двигатель заработает самостоятельно, а рабочий будет лишь пассивным наблюдателем. В случае дальнейшего упрощения эксплуатации техники люди потеряют ценность вследствие ненадёжности достигнутых результатов и станут бесполезны подобно коррозии металлов. Машинам же предстоит заменить людей и получить свободу в работе. Тем не менее наставник критиковал Захара Павловича реже остальных машинистов, поскольку последний использовал инструменты осторожно и без грубости, сохраняя тонкость в своей деятельности.' ratio=12.5"
22,22,"text='Городок Федор-Кузьмичск расположен на семи холмах, окруженный обширными полями и неизведанными землями. Севернее простирается густая лесная твердь, усеянная валежником, где ветки деревьев переплетаются так, что проход становится невыносимым: кустарники цепляются за одежду, а ветви сбрасывают головные уборы. Согласно рассказам старожилов, здесь обитает кысь — существо, которое сидит на ветках и издает странные звуки: кы-ысь! кы-ысь! Однако встретить его невозможно. В лесу человек внезапно ощущает боль в спине и шее, вследствие чего теряет рассудок. По пути назад он уже не тот — взгляд становится бессмысленным, движения беспорядочными, как у сомнамбула. Родственники приводят его домой, иногда для забавы ставят перед пустой тарелкой и ложкой, имитируя прием пищи; потерпевший совершает механические движения, якобы едая, хотя на самом деле тарелки пусты. Самостоятельно человек не способен заботиться о себе или соблюдать гигиену и нуждается в постоянном уходе. Некоторые заботливые супруги или родители отводят его в специальное помещение, а если ухода нет, он умирает от разрыва мочевого пузыря. Таковы действия кыси. Не рекомендуется также идти на запад: хотя кажется, что там есть едва заметная тропинка, похожая на дорожку, она ведет прочь от города. Человек продолжает путь, город исчезает из виду; легкий ветер приносит приятные ощущения, создавая иллюзию благополучия. Однако внезапно возникает чувство растерянности: человек останавливается, задумываясь о цели своего путешествия, задает вопрос — зачем туда идти? Ведь он уже знаком с местностью впереди, а там, вероятно, будет не лучше. Возникает острое ощущение собственной беспомощности и тоски. Размышляя, человек вспоминает дом — его хозяйку, домашних куриц, тепло печи, уют обстановки. Тоска усиливается, он чувствует себя потерянным и одиноким. Наконец, плевок заставляет его вернуться назад, иногда даже бежать с облегчением при виде родных предметов издалека, слезы катятся непроизвольно до самого подбородка.' ratio=7.0"
23,23,"text='Вы мне симпатичны, Александра Эрнестовна, особенно на одной фотографии, где вы имеете такой изящный профиль, и на другой — улыбаетесь назад, демонстрируя отличные зубы. На третьей вы смотрите с раздражением в глаза, а рука ваша расположена так, что кружевные украшения умышленно соскользнули с вашего локтя. Меня привлекает ваша тихая, прошедшая незамеченной жизнь, быстротечная юность, покойниковые поклонники и разорванные браки, следующие друг за другом в строгой последовательности. Каждый человек, встречавшийся вам на пути и исчезнувший без следа. Я буду посещать вас регулярно и привозить молоко и морковь — она полезна для улучшения зрения, а вы, прошу вас, открывайте старые, долго хранившиеся альбомы из темно-коричневого бархата, чтобы снова вспомнить о милых девушках-гимназистках, мужчине средних лет с бородой и усами, улыбающемся смелом Иване Николаевиче. Человек на фотографии не может вас видеть, зачем беспокоиться, Александра Эрнестовна? Необходимо было принять решение раньше. Но ведь вы приняли его давно. Возьмите фотографию Ивана Николаевича, подержите в руках — она плоская, прохладная, слегка блестящая, обложка покрыта тонким слоем золота, бумага немного пожелтела. Послушайте меня внимательно: она приняла решение ехать, теперь она точно собирается отправиться туда, прекратила колебаться окончательно, встречайте ее там, где вы находитесь сейчас.' ratio=8.0"
24,24,"text='Он упал лицом в траву, которая превратилась в пыль под его щекой, и сжал зубы от раздражения, потому что оказался неудачливым. Лежал неподвижно, рассчитывая, что опасность минует сама собой, хотя осознавал неизбежность неудачи. Жаркий воздух, напоенный влагой и запахом мокрой земли, душил его, как пальма над головой. Тогда Рэдрик громко предупредил Арчибальда: «Не двигайся! Терпи!» Сам тоже терпеливо ожидал дальнейшего развития событий. Возможно, ситуация разрешилась бы относительно удачно, без существенных последствий, однако первым сдался Арчибальд. Вероятно, он либо не услышал предупреждения Рэдрика, либо настолько испугался, что позабыл наставления и правила поведения, либо внезапно ощутил ещё большую боль, нежели Рэдрик. В результате он потерял способность контролировать себя и необдуманно бросился вперёд, пригнувшись и издав нечленораздельный звук, движимый примитивным инстинктом самосохранения — назад, хотя именно там находиться было крайне опасно. Рэдрику удалось быстро подняться и схватить его за ногу двумя руками, вследствие чего Арчибальд всей массой тела ударился о поверхность земли, поднял облако золы, вскрикнул странным высоким голосом и резко пнул Рэдрика другой ногой прямо в лицо, начал беспорядочно извиваться и брыкаться. Несмотря на мучительную боль, Рэдрик накрыл его своим телом, прижавшись обожжённым лицом к кожаному материалу одежды, пытаясь физически подавить сопротивление противника, удерживая рукой дергающуюся голову и хаотично бил ногами и коленями по земле, телу и конечностям Арчибальда. Нечётко различая звуки дыхания и слабого стенания снизу, Рэдрик бессвязно произнёс сквозь сдавленное дыхание: «Тихо лежать, негодяй, иначе убью...», ощущая сверху давление множества горячих углей, воспламенявших одежду, треск кожи на поверхности конечностей и туловища, пузырящейся и разрывающейся от жара. Уложив своё лицо в серую золу, судорожно придавливая грудь к голове другого человека, он больше не мог сдерживать эмоции и издал громкий протяжный крик.' ratio=6.0"
25,25,"text='Хотел бы узнать окончательную суть всего происходящего. Десять лет назад я был глубоко убежден в своем представлении о будущем. Маршрут длиной пятьдесят километров, где свободно находились только учёные и военные, представлялся мне непреодолимой преградой. Зона опасности на поверхности моей планеты должна была быть строго огорожена. По сути, большинство людей поддерживали мое мнение. В то время звучали речи и принимались законы для защиты населения. Теперь трудно вспомнить, каким образом прежняя безукоризненная уверенность исчезла. На самом деле, одна позиция верна, но и другая также справедлива. Вероятно, всё началось тогда, когда сталкеры впервые привезли из опасной зоны раритетные предметы, известные как батареи. Оказалось, что эта территория не представляла собой угрозу, а была богата ценнейшими ресурсами. Сейчас никто точно не осознает природу этой области. Люди используют ресурсы постепенно и разрозненно. Десять лет уже прошло с тех пор как начались исследования, и огромные средства затрачены на них, однако эффективная система добычи до сих пор не создана. Каждый человек ведет свою небольшую коммерческую деятельность, а учёные авторитетно утверждают: учитывая определенные аспекты, следует признать одну позицию, одновременно признавая обоснованность противоположной точки зрения, поскольку конкретный объект после воздействия рентгеновского излучения под заданным углом испускает квазитепловые электроны. Это не важно для меня. В любом случае я не смогу дожить до завершения этой ситуации.' ratio=10.0"
26,26,"text='С самого утра началось: интернет внезапно отключился. Матвей, будто из леса вышедший, сел в кресло и машинально потыкал клавиши. Проблема была серьёзной – соединение совсем исчезло. Позвонив провайдеру, он услышал: магистральная связь ломанулась, возможно, всё вернётся к жизни лишь через сутки. Время казалось бесконечным; до школы оставалось четыре часа – больше всего хотелось играть онлайн в любимую игру Minecraft или общение со сверстниками. Но мобильный подключение не годилось для настоящих походов в виртуальный мир: качество было хромым, а графика туманной. От этих мыслей Матвей устало опустился на стул у барной стойки и вздохнул. День напрочь испорчен! Впрочем, его мать продолжала свои быстрые движения по кухне – от холодильника к столу, плите, кофеварке и обратно. Она быстро коснулась своего сына: «Доброе утро, мой сердитый мальчик!» Матвей развернулся с осуждающим взглядом: почему она так нежится? Он не маленькая девочка!' ratio=10.0"
27,27,"text='Открыв дверь салона, Лена замерла, услышав взволнованный голос Маринины работы: она надевала рабочий халат. Ноги у нее ослабели. Она снова ошиблась: жила по графику пятницы, тогда как остальные считали, что сейчас среда. Из-за этой ошибки Лена лишилась работы на сегодняшний день и заработка. Дело в том, что уборка в салоне осуществлялась Мариной, а Лена выполняла эту работу по вторникам и пятницам.\n\n– Лена, почему ты пришла сюда? Сегодня же не твоя смена, – спросила пожилая сотрудница-парикмахерша, которая договаривалась с владелицей о трудоустройстве несовершеннолетней ученицы вне официального оформления.\n\n– Сегодня моя смена! Именно моя! – громко закричала Лена дрожащим голосом, ощущая потерю контроля над собой. Ее раздражали постоянные путаницы и невозможность разобраться во всей ситуации. Казалось, будто она оказалась в лабиринте, где всё шло не так, как должно было. Но когда же это прекратится?\n\n– Лена, твоя смена бывает в пятницу, сегодня ты ошиблась днем недели, – спокойно произнесла парикмахерша.\n\n– Пожалуйста, скажите правду, тетя Мила, разве сегодня не пятница?! – попросила девочка. – Почему никто не признает очевидного?\n\n– С тобой всё нормально, Лена?\n\n– Нет, ненормально именно с вами! Вы потеряны и считаете, что сегодня среда.\n\nДве посетительницы внимательно смотрели на происходящее. Парикмахерша взяла Лену за локоть и отвела в служебное помещение, чтобы избежать любопытства окружающих. Здесь она дала девочке стакан воды и посадила на изношенный диван.\n\n– Устала ты сильно, – рассуждала она, поглаживая Лену по волосам, – утомилась чрезмерной работой. Редко встретишь ребенка, работающего больше многих взрослых людей. Тебе нужно отдохнуть, провести время с друзьями.\n\n– Я не ребенок, – ответила Лена, отстраняясь от прикосновения женщины. – Мне уже исполнилось тринадцать лет.\n\n– Тринадцать, двенадцать... какая разница? Ты должна отдыхать и развлекаться, а ты одна заботишься обо всей семье.\n\n– Мне не нужны игрушки! Нет смысла проводить время без дела! День такой короткий, столько всего нужно успеть сделать.\n\n– Бедняжка, – вздохнула женщина. – Я собрала одежду для твоих братьев. Одёжка хорошая, мой внук аккуратно её носит.\n\n– Не нужно, – отказалась Лена, вставая.\n\n– Но мальчики быстро растут, одежда быстро становится мала!\n' ratio=6.8"
28,28,"text='Артем медленно встал из-за костра, выдирая оружие со спины и перекручивая его на грудь, и направился в темноту. Остановившись у границы освещённой зоны, он громко щёлкнул затвором автомата и хрипло прокричал: «Стойте! Назовите пароль!» Из тьмы, где недавно слышались странные звуки и приглушённые голоса, раздались быстрые шаги. Кто-то поспешно убежал глубже в туннель, испуганный резким голосом Артема и звуками его оружия. Артем быстро вернулся к костру и сказал Петру Андреевичу: «Нет, мне действительно не показалось. Человек не назвал себя и убежал.» — «Ты глупец! Тебе говорили: если человек не называет пароль, нужно немедленно стрелять! Откуда тебе известно, кем был этот человек? Возможно, это были враждебные люди, приближающиеся скрытно!» — возразил Артем. — «Нет... Мне кажется, это не люди... Шумы были очень необычными... И шаги звучали совсем иначе. Разве я не способен отличить человеческие шаги? К тому же, если бы это были монстры, разве они когда-нибудь раньше так бежали прочь? Ведь вы сами прекрасно осведомлены, Пётр Андреевич, что в последнее время монстры сразу атакуют открыто — некоторые нападения совершались безоружными, другие шли прямо к пулемету, не скрываясь. Но этот незнакомец сразу сбежал... Похоже, он боялся.» — «Хватит говорить, Артем! Очень уж ты мудрый стал! Твоя задача действовать согласно инструкции, а не рассуждать. Это мог быть разведчик противника. Он увидел, что нас немного, и теперь возможно организует нападение большими силами... Вероятно, скоро мы будем убиты противником, подобно случаю на станции Полежаевская, а всё лишь потому, что ты своевременно не уничтожил нарушителя...» Артем ощутил беспокойство, представляя себе пространство туннеля после отметки семьсот метров. Даже подумать о посещении этого участка было страшно. Никто ранее не решался заходить дальше седьмой сотни метров на север. Патруль регулярно проезжал до пятисотой отметки, проверял границу фонариком и убедившись в безопасности, быстро возвращался. Разведывательные группы, состоящие из крепких мужчин — бывших морских пехотинцев, также ограничивались шестьюстами восемядесятью метрами. Они скрывали светящиеся сигареты в руках и напряжённо наблюдали сквозь приборы ночного видения. Затем осторожно и бесшумно отходили обратно, внимательно следя за туннелем и никогда не поворачиваясь к нему спиной.' ratio=6.5"
29,29,"text='На Третьем транспортном кольце скользили миллионы машин, дневной свет заигрывал с включенными фарами, пыль от колёс бродила по воздуху, люди выходили из подземных ворот, город выглядел живым. Илья испытывал желание прикоснуться ко всему вокруг, провести рукой по предметам, окружающим его. Уже семь лет он мечтал почувствовать соприкосновение с Москвой.\n\n— Мне нужно добраться до Лобни.\n\nСильно изменился внешний вид электричек.\n\nРаньше он видел грязные зелёные вагоны с испорченными окнами, нарисованные надписи на стенах, деревянные общие лавки, пол был покрыт шелухой семян подсолнуха, пролившееся пиво долго высыхало, везде ощущался запах пива. Теперь же появились чистые белоснежные составы с жёлтыми полосами по бортам, внутри установлены удобные кресла для каждого пассажира отдельно. Люди вели себя сдержанно, аккуратнее стали выглядеть благодаря новым поездам.\n\n— Ты не хочешь пойти со мной посмотреть ледовое представление с участием Навки? — спросила одна женщина другую. — В прошлый раз мне понравилось, зрелище потрясающее.\n\n— Возможно, и пошла бы. Ведь сама Навка вышла замуж за этого человека с усами, помощника президента Путина. Мужчина симпатичный, внушительный, эффектный, — ответила другая женщина, выглядевшая значительно старше первой и накрасившаяся поверх утомлённого лица.\n\n— Нет уж, — возразила первая собеседница. — Она могла найти кого-нибудь лучше. Мне больше нравится Сергей Лавров. Лавров замечательный человек. Я бы предпочла отправиться куда-либо именно с ним. Лавров гораздо решительнее вашего усатого.\n\nИлья прислушивался к разговору, но не мог разобраться в сути беседы. Электричка задерживалась. У него возникло чувство голода, желудок пустовал и неприятно ныл. Покупать чебуреки возле вокзала он отказался, поскольку стоимость продуктов здесь была завышена относительно той суммы, которую ему предоставляли для транспортных расходов. Зачем тратить деньги на перекус, если вскоре он сможет съесть горячие домашние щи матери?\n\nЕму страстно захотелось отведать эти щи трёхдневной давности, добавив немного сметаны сверху, измельчив сухарик хлеба прямо в тарелку, как делал в детстве после примера своего деда. Затем размочить кусочки хлебной корочки в супе, но оставить их слегка твёрдыми, вдохнуть аромат блюда и осторожно положить горячую ложку в рот.' ratio=8.3"
30,30,"text='Кот с ловкостью сорвался со стула и припустил за Алексеем Кирилловичем, словно тень на его пути. В помещении он поставил чашку на стол, заваленный бумагами, устроился в кресле, разложил перед собой печатные страницы и стал их просматривать: — Да... вот оно... верно... точно! Определим операцию умножения согласно таблице номер три... нейтральный элемент относительно... относительно... но, дорогой друг, это абсолютно совпадает с работой Юрковского. Безусловно, поскольку поле упорядоченно, множество базисов можно разделить на две части, зачем он вновь раскрывает общеизвестные сведения? Далее. Подобная матрица задаёт преобразование одного n-мерного пространства в другое. Что дальше? Эта информация известна давно, это всего лишь утверждение о разложении матрицы! Шутник.' ratio=10.0"
31,31,"text='Из группы выходит участник боя: крупный работник скотного двора, лицо широкое. Сбрасывает верхнюю одежду, надевает перчатки, вытирает нос. Мы ожидали такой поворот событий, потому что Погода Сиволай снимает свой черный кафтан, освобождается от шапки с меховой отделкой, расстегивает парчовое верхнее платье, слегка двигает мускулистой рукой, обернутой красной тканью, подмигивает мне и выходит вперёд. В боях кулачных Погода значительно превосходит противника. Рост небольшой, однако плечи широкие, костяк крепкий, ловок и проворен. Ударить по лицу Покоя непросто. Зато получить удар от него легко.\n\nПогода смотрит на оппонента как хищник на добычу, щурится, шевелит шёлковым поясом:\n– Готов ли принять поражение?\n\n– Хвастаться не стоит до начала сражения!\n\nПротивники перемещаются по кругу, оценивают друг друга. Несмотря на различия во внешнем виде, положении и принадлежности различным хозяевам, оба русские люди, решительные.\n\nСобираемся вокруг площадки для боя, объединяемся с челядью. Это обычное дело здесь. Все равны – и крестьянин, и дворянин, и правительственный служащий. Кулачный бой является самостоятельным действием.\n\nУлыбаясь, Погода подмигивает работнику скотного двора, напрягая мышцы рук. Работник не сдержался, бросился первым ударом тяжёлого кулака. Наклоняется Погода, одновременно бьет работника в живот резким движением. Тот вскрикнул, но терпит боль. Погода вновь кружится вокруг, делает плавные движения руками, насмешливо подмигивает, высовывает язык. Работник игнорирует подобные манёвры, тяжело дышит и вновь замахивается кулаком. Однако Погода опережает его – левый удар в скулу, правый по грудной клетке – хруст! хруст! Рёбра ломаются.\n\nТяжёлого удара избегает снова. Громко кричит работник скотного двора, машет большими кулаками, теряет перчатку. Безрезультатно: снова получает удары в область живота и носа – резко! Крупный сильный мужчина отступает назад и теряет равновесие. Скрещивает пальцы обеих рук, громко рычит, разрезает холодный воздух движениями тела. Напрасно: бах! бах! бах! Быстро работает рука Погоды: теперь уже и лицо рабочего залито кровью, один глаз заплыл, нос течёт кровяной жидкостью. Брызги ярко-красной крови летят, блестят в лучах зимнего солнца, падают на плотно утрамбованный снег.' ratio=9.7"
32,32,"text='Привет, Алёна, моя взрослая дочь. Важнейшее в жизни — любовь, без нее ничего не стоит. Однако почему мне пришлось столкнуться с такими испытаниями? Ведь я безмерно любила свою дочь! Очень сильно любила Андрея! Сейчас моя жизнь закончилась, хотя выгляжу я моложе своих сверстниц. Однажды незнакомый мужчина принял меня сзади за молодую девушку, спросившись: «Девушка, извините, скажите, пожалуйста, как пройти туда-то?» Мужчина был грязным, вспотел и дружелюбно сказал, что гостиницы уже заполнены. Мы с вами знакомы! Хотим бесплатно остановиться здесь за небольшой подарок — пол-килограмма гранатов. И еще попросят небольшие дополнительные услуги вроде кипячения чая, стирки постельного белья и запирания двери, чтобы их не беспокоили просьбами. У меня все сразу ясно в голове, как будто я шахматистка. Я — поэт! Некоторым людям нравится термин «поэтесса», но поэтами зовут себя и другие авторы: одна называется Анной Андреевной, другая — Анастасией Андриановной. Во время редких выступлений прошу называть меня именно так: поэт Анна — далее фамилию моего супруга. Дети внимательно слушают мои выступления. Мне известно отношение детей ко взрослым. Мой сын Тимофей сопровождает меня повсюду, сидит рядом со сценой, никогда не в зрительском зале. Иногда у него проявляется нервный тик. Я улыбаюсь и нежно поглаживаю голову Тима, произнося фразу из известного детского произведения: «Мы с Тамарой ходим парой». Однако некоторые глупые организаторы воспринимают это серьёзно и предлагают: «Пусть Тамара посмотрит выступление из зала», не понимая, что это строка из стиха Агнии Барто.' ratio=8.3"
33,33,"text='Это случилось давным-давно, после того как я родила двух детей в течение двух лет. Я была темной лошадкой среди белой лошади — молодая женщина двадцати девяти лет с короткой стрижкой и худощавого телосложения. Мы отправились на археологическую экспедицию, полную безумных авантюр. Вначале мы были незнакомы: я с ребенком рассматривала ржавый осколок за камнем, и он вдруг спросил нас: «Мальчики, что вы здесь делаете?» Когда взгляд моего спутника падал на меня, он воскликнул от удивления — девушка с курчавыми локонами, похожая на мальчика! Так началась наша история. Счастье, которое длилось и ночью, и днем, когда я работала поэтом после педагогического института и была уволена из газеты за роман с женатым художником-многодетным отцом. Женщина художника быстро появилась и сообщила мне о стыде, что вызвало волну резкой критики со стороны главного редактора. После этого ей дали ранее обещанную трёхкомнатную квартиру, освободившись от проживания в одной комнате с матерью её мужа, тогда как я предоставляла место для работы своему любовнику — несмотря на недовольство матери и её мнение о том, что он живет за мой счет без брака. Затем, потеряв работу в газете, я отправилась добровольцем на эту авантюрную экспедицию, где родились мои дети Андрей и Алёна, теперь снова живущие с матерью, упертой в своём мнении. Мы пожили некоторое время, осознавая реальность, пока мой муж переживал болезненный развод в Куйбышеве, где его жена приехала посмотреть на беременную меня — точнее говоря, она стояла у двери, когда он открыл её и увидел жену с подростком-пятнадцатилетним сыном, чтобы обсудить важный вопрос.' ratio=10.0"
34,34,"text='Наступление продолжалось третий день, и начало его было неопределенным. В течение всего дня впереди постоянно раздавалась стрельба, наши колонны периодически останавливались, направляя во всех направлениях разведывательные группы. Поэтому мы испытывали особую радость, когда увидели пехотинцев, вышедших из леса, которых не видели уже несколько суток. Выяснилось, что двигаясь с северного направления, наша группа объединилась с подразделениями, наступающими с южного направления. Бесконечные подразделения пехоты последовательно подходили друг за другом и вскоре исчезали между небольшими лесочками и возвышенностями. Их появление свидетельствовало о завершении преследования врага, поскольку противник прекратил отступление и готовился вступить в сражение.\n\nНаша разведывательная группа должна была выяснить маршрут продвижения одного из подразделений пехоты и обеспечить защиту его фланга. Во время выполнения задания мы столкнулись с кавалерийским патрулем, получившим аналогичное задание. У офицера-драгуна был разорван сапог — результат попадания вражеской копья днем ранее, однако он получил лишь незначительное ранение, тогда как погибло около восьми немецких солдат. Быстро определив местоположение неприятеля после нескольких пробных маневров и последующего обстрела, мы спокойно двинулись дальше, размышляя о предстоящей еде: картофеле и чае.\n\nОднако, едва мы покинули лесной массив и дозорный взобрался на возвышение, прозвучал выстрел с противоположной стороны возвышенности. Вернувшись обратно в лес, мы заметили полную тишину. Когда дозорный снова появился над гребнем, последовал еще один выстрел, и на этот раз пуля задела ухо лошади. Спешившись, мы расположились на краю леса и начали наблюдение. Постепенно с вершины соседнего холма появилась немецкая военная каска, затем фигура всадника, которого я смог подробно рассмотреть в бинокль благодаря характерному светлому цвету его усов. Солдаты шепотом произносили: «Вот он, вот он». Однако офицер решил дождаться появления большего числа врагов, считая бессмысленным вести огонь по одиночному солдату. Мы держали цель на мушке, внимательно изучая ее в оптическом приборе и рассуждая о социальном статусе наблюдаемого человека.' ratio=8.0"
