,index,idiomatic_version
21,21,"text='Машинист-наставник наблюдательно замечал, как Захар Павлович аккуратно очищал топки локомотивов, бережно обращаясь к металлу и доводя поверхности до идеальной чистоты; однако никогда не высказывал ему премию. Наставник понимал, что работа машин зависит больше от внутренних свойств материалов и законов физики, нежели от знаний и мастерства человека; участие человека минимально. Природные ресурсы, энергия и материалы позволяют людям достигать успеха даже без значительных усилий. Даже неумелый работник способен зажечь огонь в топке, после чего двигатель заработает само собой; рабочий будет лишь пассивным наблюдателем. В случае дальнейшего упрощения эксплуатации техники люди будут терять ценность вследствие ненадёжности достигнутых результатов и станут бесполезными, как будто сталкиваясь с коррозией металлов. Машинам же предстоит заменить людей и получить свободу в работе. Тем не менее наставник критиковал Захара Павловича реже остальных машинистов, поскольку последний использовал инструменты осторожно, не проявлял грубости и небрежности во время работы на локомотиве.' ratio=21.0"
22,22,"text='Городок Федор-Кузьмичск рос на семи холмах, окружённый обширными полейми и неизвестной землёй. К северу протянулись густые леса, усеянные валежником, где деревья со своими раздвоенными ветвями как бы вплотную прижимались к небесам. Кустарники деликатно цеплялись за одежду путника, а ветки расправляли головные уборы словно хитрые звери. Согласно рассказам старожилов, там жилище обитало существо по имени кысь. Оно скрывалось на ветвях деревьев и издавало странные звуки: кы-ысь! кы-ысь!, однако увидеть его было невозможно. Когда человек входил в этот лес, кысь внезапно нападала сзади, разрывая позвоночник и повреждая ключевой кровеносный сосуд, вследствие чего обнаружившийся там человек терял рассудок. Возвращаясь обратно, пострадавший уже не был прежним: его взгляд оставался бессмысленным, он двигался беспорядочно, как сомнамбул. Родственники устраивали его наедине с пустыми тарелками и ложками, имитируя прием пищи; потерпевший совершал механические движения, хотя в тарелках ничего не было, родственники только радовались этой комичной картине. Самостоятельно больной человек не мог ни заботиться о себе, ни соблюдать гигиену, нуждаясь в постоянном уходе. Некоторые заботливые супруги или родители отвели его в специальное помещение, а если уход отсутствовал, он умирал от разрыва мочевого пузыря.' ratio=25.0"
23,23,"text='Вы мне симпатичны, Александра Эрнестовна, особенно на одной вашей фотографии, где у вас такой красивый контур лица. Вот еще одна, в которой вы отклоняете голову назад и улыбаетесь, демонстриируя отличные зубы. И третья, где вы изображаете раздраженность — рука ваша располагается на затылке таким образом, что кружевные украшения умышленно соскользнули с вашего локтя. Мне привлекает ваша обыденная жизнь, прошедшая незамеченной и быстро завершившаяся юность — бывшие супруги, поклонники, все те, кому вы когда-либо обращались или кто обращался к вам в ответ. Моя задача регулярно посещать вас и привозить молоко и морковь — полезное для улучшения зрения лакомство. Ваши альбомы из темно-коричневого бархата заслуживают внимания: открывайте их, чтобы снова вспомнить о милых девушках-гимназистках, мужчинах средних лет с бородами и усами — смелом мужчине по имени Иван Николаевич. Он ждет вас на южной железнодорожной станции, где вдоль грязного железнодорожного полотна перемещается неспешно. Поезд не прибыл, он не будет здесь. Обещание поездки оказалось ложью. Нет-нет, неверно утверждать, будто она отказалась — ей вовсе и не хотелось этого делать! Желание возникло заранее, и все необходимые вещи упакованы заранее: легкие белые наряды аккуратно сложены внутри закрытого деревянного контейнера. Область металлических деталей блестит слабым светом — лежат открытые купальные костюмы, которые она очень хочет надеть. Внутри коробки, предназначенной специально для головных уборов, хранится удивительно легкий и приятный материал белого цвета — воздушности и легкости. На дне лежит шкатулка с различными мелкими предметами: заколки, расчески, тонкие ленты из шелковой ткани, мельчайшие крупицы кристаллических камней — они приклеены к небольшим деревянным инструментам для ухода за ногтями рук. Также имеются незначительные мелочи: бутылочка с джинном, спрятанным под герметично закрытой стеклянной пробкой — она может отражать лучи, создавая радугу.' ratio=25.0"
24,24,"text='Он упал лицом на пыльную траву под щекой, словно вступая во всеядные переживания мучительной ярости: зубы сжал он от неподкупного раздражения. Лежал он как бы скромно, предвкушая, что удача сама собой превратит опасность в исчезновение, но осознавал неизбежность неудачи. Температура поднималась и влажности росло: пот тек по его глазам, как мелкий непрерывный дождь. В результате Рэдрик громко предупредил Арчибальда: «Не двигайся! Терпи!» Сам же оставался терпеливым на фоне происходящего, хотя и не был уверен в благополучном исходе событий. Возможно, ситуация разрешилась бы относительно удачно без существенных последствий, однако первым сдался Арчибальд. Вероятно, он либо не услышал предупреждения Рэдрика, либо настолько испугался, что забыл правила поведения и инстинкты, либо внезапно ощутил боль сильнее, чем его товарищ. В результате он потерял способность контролировать себя и необдуманно бросился вперёд, пригнувшись и издавая невнятный звук — словно животное, которое чувствует себя угрозой самосохранения. Рэдрику удалось быстро подняться и схватить его за ноги двумя руками, вследствие чего Арчибальд всей массой тела ударился о землю, подняв облако золы в воздухе. Он вскрикнул странным высоким голосом и резко пнул Рэдрика другой ногой прямо в лицо, что вызвало у него бессвязное произнесение: «Тихо лежать, негодяй, иначе убью...». Уложив своё лицо в золу серого цвета, он больше не мог сдерживать эмоции и издал громкий протяжный крик. Такой образной язык не оставляет места для тусклых фраз: мучительная боль, воспламенение одежды — все это словно зажигается в немагическим пламенем ярости и драки.' ratio=20.0"
25,25,"text='Хотел бы я узнать итог всего происходящего, как будто передо мной расворачивается гигантский театр сценария, где каждый актер — это отдельная личность или исследовательская группа. Десять лет назад я был абсолютно уверен в результате: на планете должна была существовать непроходимая граница, пятьдесят километров полосы, где находились исключительно учёные и военные — как будто мы создавали некий защитный купол над этой зоной. Опасность здесь была настолько велика, что её трактовкой занимались разные ведомства: отдельные доклады, законы и даже выступления, словно голос народа, призывавший оградить людей. Казалось бы, большинство согласилось с моей точкой зрения — как будто мы все вместе взяли на себя заботу об этом месте. Однако теперь невозможно вспомнить, каким способом прежняя твёрдая уверенность неожиданно исчезла. По сути, одна позиция верна: защита планеты — главная задача, но и другая также справедлива: исследование новых ресурсов могло быть важнее. Вероятно, процесс начался с первого визита сталкеров из опасной зоны, необычных предметов, которых они принесли домой — как будто мистический опыт стал прорывом для науки и политики. И вот уже десять лет продолжаются исследования: люди используют ресурсы постепенно, словно плавучая лодка на тихом озере; а учёные авторитетно заявляют: учитывая определённые аспекты, следует принять одну позицию, одновременно признавая обоснованность противоположной точки зрения. Это как метафорический дебат между двумя главными героями, которые на протяжении всей истории фильма всё больше и больше теснятся друг к другу — словно две капли воды в стакане.' ratio=23.0"
26,26,"text='С самого начала дня возникли проблемы: прекратилась работа интернета. Сонный Матвей сел в компьютерное кресло и коснулся клавиш клавиатуры почти случайно, обнаружив неприятную новость: соединение отсутствует. Позвонив своему поставщику услуг, он получил следующий ответ: — Произошла авария на магистральной линии связи. Вероятно, неполадка будет устранена примерно за двадцать четыре часа.' ratio=12.0"
27,27,"text='Открыв дверь салона красоты, Лена замерла, увидев студентку Марину, в сером халате. Ноги подкосились у неё. Она снова ошиблась: по графику пятница, а другие считали сегодня среду. Из-за этой оплошности Лена лишилась работы на день и заработка. Кто бы что ни говорил, уборка в салоне осуществлялась Мариной, а она выполняла эту работу по вторникам и пятницам. – Леночка, где ты всё таки сегодня? Сегодня же не твоя смена, — спросила пожилая парикмахерша, договорившись о трудоустройстве управляющей нелегальной подработки подростка. – Я ведь иду на работу! Сегодня мой день! Именно моя смена! — закричала Лена дрожащим голосом, ощущая потерю контроля над собой. Её раздражали постоянные путаницы и невозможность разобраться в ситуации. Как будто она оказалась в бесцельном мире, где всё шло не так, как должно быть. – Леночка, с тобой всё нормально, — спокойно произнесла парикмахерша. В то же время две посетительницы внимательно наблюдали за происходящим, а одна из них взяла Лену за локоть и отвела в служебное помещение. Там девушка села на изношенный диваник и попросила стакан воды. – Устала ты сильно, — рассуждала женщина, поглаживая Лену по волосам. Это была старушка-парикмахерша, которая собрала для её братьев одежду. – Нет смысла проводить время без дела! День такой короткий, столько нужно успеть сделать! — возразила Лена, вставая и отталкиваясь руками от прикосновений женщины. – Бедняжка, одеться нечего моим мальчикам... их скоро к школе ходить, а одежда уже маленькая! — вздохнула парикмахерша.' ratio=26.0"
28,28,"text='Артем медленно встал с места около костра, перекручивая оружие со спины на грудь, и направился в темноту. Остановившись возле границы освещённой зоны, он громко и заметно щёлкнул затвором автомата и хрипло прокричал: — Стойте! Назовите пароль! Из темноты, где несколько минут назад слышались необычные звуки и приглушённые голоса, послышались быстрые и частые шаги. Кто-то поспешно удалялся глубже в туннель, испуганный резким голосом Артема и звуками его оружия. Артем быстро вернулся обратно к костру и сказал Петру Андреевичу: — Нет, мне действительно не показалось. Человек не назвал себя и убежал. — Ты глупец! Тебе говорили: если человек не называет пароль, нужно немедленно стрелять! Откуда тебе известно, кем был этот человек? Возможно, это были враждебные люди, приближающиеся скрытно! — Нет... Мне кажется, это вовсе не люди... Шумы были очень необычными... И шаги звучали совсем иначе. Разве я не способен отличить человеческие шаги? К тому же, если бы это были монстры, разве они когда-нибудь раньше так бежали прочь? Ведь вы сами прекрасно осведомлены, Пётр Андреевич, что в последнее время монстры сразу атакуют открыто — некоторые нападения совершались безоружными, другие шли прямо к пулемету, не скрываясь. Но этот неизвестный сразу сбежал... Похоже, он боялся. Артем ощутил беспокойство, мысленно представляя себе пространство туннеля после отметки семи сотен метров. Даже подумать о посещении этого участка было страшно. Никто ранее не решался заходить дальше седьмого столетия на север. Патруль регулярно проезжал до пятисотой отметки, проверял границу фонариком и убедившись, что никаких угроз не обнаружено, быстро возвращался. Разведывательные группы, состоящие из крепких мужчин, бывших морских пехотинцев, также ограничивались шестьюстами восемьюдесять метрами. Они скрывали светящиеся сигареты в руках и напряжённо наблюдали сквозь приборы ночного видения. Затем осторожно и бесшумно отходили обратно, внимательно следя за туннелём и никогда не поворачиваясь к нему спиной.' ratio=14.0"
29,29,"text='На третнем транспортном кольце медленно двигались миллионы машин, дневной свет освещал включенные фары, пыль от колёс висела в воздухе, люди высыхавшие из подземного перехода; город выглядел живым. Илья испытывал желание прикоснуться ко всему вокруг, провести рукой по предметам, окружающим его. Уже семь лет он мечтал почувствовать соприкосновение с Москвой. Старые электрички изменили своё внешнее обличье: они появились чистыми белоснежными составами с жёлтыми полосами вдоль бортов, внутри установлены удобные кресла для каждого пассажира отдельно. Люди вели себя сдержанно и аккуратно благодаря новым поездам. — Мне нужно добраться до Лобни. — спросила одна женщина другую, и её собеседница ответила: — Возможно, и пошла бы я. Ведь сама Навка вышла замуж за этого человека с усами, помощника президента Путина. Мужчина симпатичный, внушительный, эффектный, — добавила вторая женщина; её собеседница возразила: — Нет уж, я бы предпочла отправиться куда-либо именно с ним. Лавров замечательный человек. Я бы предпочла отправиться именно с ним. Лавров гораздо решительнее вашего усатого. Женщины велись в разговоре о своём мужском знакомстве, не обращая внимания на присутствие Ильи; он лишь слушал, но не мог разобраться в сути беседы. Электричка задерживалась; у него возникло чувство голода, желудок пустовал и непреятно ныл. Покупать чебуреки возле вокзала он отказался: стоимость продуктов здесь была завышена относительно той суммы, которую ему предоставляли для транспортных расходов. Зачем тратить деньги на перекус, если вскоре он сможет съесть горячие домашние щи матери? Покупать чебуреки возле вокзала он отказался: стоимость продуктов здесь была завышена относительно той суммы, которую ему предоставляли для транспортных расходов. Зачем тратить деньги на перекус, если вскоре он сможет съесть горячие домашние щи матери? — Времени у него было мало. Илья прислушивался к разговору и думал: что же это за люди говорят в таком мире, когда есть нечто такое, о чём хочется рассказать миру? Или не надо рассказывать о таких вещах?' ratio=21.0"
30,30,"text='Кот устремился со стула и побежал следом за ним, словно тень на свету. В здании Алексей Кириллович опустился в кресле рядом с столиком, покрытым множеством бумаги. Прерывисто читая страницы, он присвистнул: — Да... верно... точно! Определим операцию умножения по таблице номер три. Нейтральный элемент относительно какого-то действия? Но дорогой друг, это полностью совпадает с работой Юрковского. Безусловно, поскольку поле упорядочено, множество базисов можно разделить на две части — зачем он вновь раскрывает общеизвестные сведения? Далее. Эта матрица задаёт преобразование одного n-мерного пространства в другое. Что дальше? Там же, в том числе и разложение матрицы! Шутник.' ratio=20.0"
31,31,"text='Из группы выходит участник боя: крупный работяга скотного двора, лицо широкое и решительное. Сбрасывает верхнюю одежду, надевает перчатки, вытирает нос. Мы ожидали такого поворота событий, поэтому Погода Сиволай снимает свой черный кафтан, освобождается от шапки с меховой отделкой и расстегивает парчовое верхнее платье. Крупная рука выгибается, обернутая красной тканью, подмигивает мне и выходит вперёд. В кулачных боях Погода Сиволай значительно превосходил своего противника — несмотря на небольшой рост, его плечи были широкими, кости крепкими, движения ловкими и проворными. Ударить по лицу работы скотного двора было сложно, однако легко получить удар от него. Он пристально смотрит на оппонента, щурится и шевелит шёлковым поясом: — Готов ли принять поражение? — Хвастаться не стоит до начала боя! Противники перемещаются по кругу, оценивая друг друга. Несмотря на различия в внешнем виде, положении и принадлежности к разным хозяевам, оба русских мужчины были решительными. Собираемся вокруг площадки для боя, объединяемся с челядью — это обычное дело здесь. Все равны: и крестьянин, и дворянин, и правительственный служащий. Кулачный бой был самостоятельным действием. Погода Сиволай улыбается, подмигивает работнику скотного двора, напрягая мышцы рук: — Простите за такое поведение! Работник не сдержался и первым ударом тяжёлого кулака наносит рабочему боль. Он наклоняется, одновременно бьёт работника в живот резким движением — хруст! хруст! Рёбра ломаются. Тяжёлый удар снова избежался. Громко кричит работник скотного двора, машет большими кулаками и теряет перчатку. Безрезультатно: он получает удары в область живота и носа — резко! Крупный сильный мужчина отступает назад и теряет равновесие. Скрещивает пальцы обеих рук, громко рычит и разрезает холодный воздух движениями тела — бах! Бах! Бах! Рука Погоды работает быстро: теперь его лицо рабочего залито кровью, один глаз заплыл, нос течёт кровяной жидкостью. Ярко-красные брызги летят, блестят в лучах зимнего солнца и падают на плотно утрамбованный снег.' ratio=17.0"
32,32,"text='Привет, Алёна, моя взрослая дочь. Я полагаю, что в жизни главное — это чувство любви. Однако почему мне выпали такие испытания? Ведь я очень сильно любила свою дочь! Теперь моя жизнь закончена, несмотря на то, что выглядываю как девочка-подросток. Однажды незнакомый мужчина пришел ко мне сзади и спросил дорогу: «Девушка, извините, скажите, пожалуйста, как пройти туда-то?» Мужчина был грязным и потным, вероятно, имел деньги в кармане. Он выглядел дружелюбно и говорил: «Гостиницы уже заполнены, если у вас есть возможность остановиться здесь за небольшим подарком — пол-килограммы гранатов, приуверенное и счастливое лицо. Мы с вами знакомы!» Они хотят бесплатно постирать постельное белье, чтобы не беспокоить их, а также запереть дверь для них — как шахматистка. Я поэт, но некоторые люди предпочитают звать меня «поэтомесса». Могу называться поэтом Анной — фамилией моего супруга. Дети внимательно следят за выступлениями, я знаю, как взрослые относятся к детям. Их сын Тимофей всегда рядом со мной на сцене, никогда не в зрительском зале. Иногда проявляет нервный тик. Я улыбаюсь и нежно поглаживаю его голову, произнося фразу из знаменитого детского стихотворения: «Мы с Тамилой ходим парой». Однако многие организаторы воспринимают это серьёзно и предлагают: «Пусть Тамила посмотрит выступление из зала», не понимая, что это строка из стихотворения Агнии Барто. Теперь я — поэт Анна Андреевна.' ratio=0.95"
33,33,"text='Это произошло давно — еще в те времена, когда я родила двух детей за два года подряд. И это был мой очередной неудачный выбор: молодая женщина двадцати девяти лет с короткой стрижкой стояла среди камней и рассматривала ржавый осколок — в то время как из-за своей внешности (похожей на мальчика) она была принята за парнишку. Он спросил: «Мальчики, что вы делаете здесь?» Когда я взглянула на него, понял, что это девушка, и он с удивлением произнес: ' ratio=0.07"
34,34,"text='Наступление продолжалось третий день, и начало его было неопределенным. В течение всего дня впереди постоянно раздавалась стрельба, наши колонны периодически останавливались, направляя во всех направлениях разведывательные группы. Поэтому мы испытывали особую радость, когда увидели пехотинцев, вышедших из леса, которых не видели уже несколько суток. Выяснилось, что двигаясь с северного направления, наша группа объединилась с подразделениями, наступающими с южного направления. Бесконечные полки пехоты последовательно подходили друг за другом и вскоре исчезали между небольшими лесочками и возвышенностями. Их появление свидетельствовало о завершении преследования врага, поскольку противник прекратил отступление и готовился вступить в сражение.' ratio=25.0"
35,35,"text='Одесса производит странное впечатление у приезжего с севера — город напоминает иностранный, подвергшийся русскому влиянию благодаря стараниям администраторов. Здесь огромные кафе заполнены воспитанными коммивояжерами, их посиделки напоминают парижские прогулки по бульвару Сен-Мишель. По вечерам люди идут по улице Дерибасовская, атмосфера которой напоминает парижский бульвар. Привычный одесский диалект отличается особыми произношениями — слово «лох» произносится как «лух», а молоко в стакане называют «пеной». Такое ощущение, что именно этот способ речи отражает психологию города: детская вера в могущество ловкости и стремление добиться успеха любыми способами. Когда я печатал визитные карточки в типографии «Омега», заметил свежевышедшую газету, изданную здесь же — одесскую вечернюю газету. Я открыл ее и обнаружил стихотворение Сергея Городецкого, которое отличалось изменением единственной строки и было опубликовано анонимно. Управляющий типографией сообщил, что стих был предоставлен начинающим поэтом, выдавшим произведение за собственное творение. Несмотря на это, среди жителей Одессы немало безупречно честных и достойных уважения людей, причем не только с точки зрения северных стандартов: Востоке возникли небольшие активные группы людей, которые в будущем станут основой для нового города. Эти группы представлены такими местами как Порт-Саид, Смирна и сама Одесса.' ratio=24.0"
36,36,"text='Я доверяю тем людям, которые представляют его другим, нежели я привыкла воспринимать — и вот причины такого доверия. Прежде всего, я могла наблюдать лишь один аспект его личности (лучший), поскольку я была посторонним человеком, вероятно, недостаточно понятной двадцатилетней женщиной иностранного происхождения; кроме того, я лично отметила значительное изменение в нём, когда мы снова повстречались в 1911 году. Его внешность стала более мрачной и истощённой — словно древние руины на фоне свежевыпавшего снега.' ratio=25.0"
37,37,"text='Возможность увидеть целый город, словно подкосившая башню смерти, захватила моё воображение. В тот же день я написала рассказ о встрече и отправилась к поэту Зощенко, чтобы он прочитал рассказы «Три сирени» и «В гостях у смерти». Работа над прозой для меня была загадкой и одновременно незримым вызовом. Я понимала поэзию изначально, но не имела представления о том, как пишется проза, несмотря на мой уважаемый статус в литературной среде. Мое первое опубликованное произведение воспользовалось моей поддержкой и одобрением от Зощенко. После ареста сына я приказала сжечь этот текст, вместе с другими документами из архива.' ratio=16.0"
38,38,"text='Молодец только так подумал, девушка сразу обернулась. Взгляд у нее веселый, улыбается широко и обращается полушутливо: — Что ты, Степан Петрович, смотришь на девушку бесплатно? За такое удовольствие надо платить. Подойди ближе. Давай поговорим немного. Парень испугался, конечно, но виду не показывает, держится уверенно. Хотя девушка загадочная и сильная, однако она всего лишь женщина. А парню неловко проявить робость перед девушкой. Поэтому отвечает: — Нет времени общаться. Мы уже проснулись позже положенного, теперь идём искать нужную траву. Девушка снова рассмеялась и сказала: — Перестань притворяться. Я серьезно говорю — подойди сюда, есть важное дело. Парень понял, что другого выхода нет. Подходит к девушке, а та жестом руки просит обойти руду с другой стороны. Обогнул камень и увидел огромное количество ящериц разных видов. Некоторые зелёные, некоторые голубые с оттенком синевы, другие напоминают глину или песчинки с золотистыми пятнами. Есть прозрачные, словно стекло или слюдяные пластинки, есть тусклые, похожие на увядшую траву, а ещё такие, у которых красивый рисунок. Девушка продолжает смеяться: — Будь осторожнее, чтобы не раздавить моих маленьких помощников, Степан Петрович. Ты такой крупный и тяжёлый, а они совсем маленькие. Затем хлопнула в ладони, ящерицы мгновенно разбежались, освободив проход. Парень подошёл ближе, остановился, а девушка вновь захлопала руками и произнесла всё еще смеясь: — Сейчас тебе негде сделать шаг. Уничтожишь моего помощника — неприятности будут.' ratio=23.0"
39,39,"text='Не взяли его на заводскую работу — слишком он был слабым, его сил не хватит даже на неделю работы. Приказчик отправил его помощником пастуха. Но и здесь Данилко оказался неподходящим работником. Мальчишка был старательным, однако постоянно допускал ошибки. Часто задумывался над чем-то своим. Увидит какую-нибудь травинку и уставится взглядом, а коровы пасутся далеко. Старый пастух оказался добрым человеком, жалел сироту, но иногда сердился: ' ratio=0.87"
40,40,"text='В хижину зашёл крупный рыжеватый пес с черной полосой по всей спине. Под глазами у него располагались чёрные полосы, изгибавшиеся как оправа очков — так её глаза выглядели крупными и словно задавали вопрос: «Почему ты зовёшь меня, хозяин?» Антипыч особым образом посмотрел на неё, и собака мгновенно поняла намерения человека: она приглашена исключительно ради дружеского общения, забавы, игры... Травка начала энергично размахивать хвостом, медленно опускаясь всё ниже и ниже до тех пор, пока не улеглась на спине, выставив белый живот с двенадцатью тёмными сосками. Когда Антипыч лишь слегка вытянул руку, намереваясь её почесать, собака внезапно встрепенулась и запрыгнула на него лапами, лизая разные части лица: в нос, щёки, губы. — Хватит, хватит, — произнёс он, усмиряя животное и стирая слюну рукавом. Затем он ласково провёл рукой по её голове и добавил: «Достаточно, возвращайся обратно». Собака развернулась и ушла во двор. — Так-то вот, ребята, — проговорил Антипыч. — Это Травка, охотничья собака, ей достаточно одного указания, чтобы понять суть дела, тогда как вы, неразумные, задаёте вопросы типа: «Где находится истина?» Хорошо, приезжайте сюда. Но если пропустите нужный момент, я расскажу обо всём Травке. Вскоре после смерти Антипыча началась Великая Отечественная война. Никто другой не занял должность сторожа, и жилище Антипыча оказалось заброшенным. Домик сильно износился, значительно превзойдя возраст своего владельца, и поддерживался специальными подпорками. Однажды ветер разрушил постройку, она тут же рассыпалась подобно карточному строению, которое легко рушится даже от слабого дуновения ребёнка. За один год высокие стебли растения Иван-чая пробились сквозь древесные элементы строения, оставив от дома небольшой земляной бугор, покрытый алыми цветками. Собака Травка переехала в картофельно-хранилище и приспособилась к жизни животного в лесных условиях.' ratio=15.0"
