index,text,ratio,level,model,size
43,"'После того как Игорь Краснов был назначен председателем Верховного Суда Российской Федерации, многие российские судьи прекратили свою деятельность из-за обвинений в коррупции и вынесения неправомерных судебных актов. О последних увольнениях сообщают аналитики агентства РИА Новости — как говорится, с каждым днем судей становилось все меньше. Стоит отметить, что первый случай увольнения произошел вскоре после вступления Игоря Краснова на должность председателя Верховного суда и был связан с полномочиями судьи Виктора Мамотова, чей статус был прекращен решением суда. После этого он же был оштрафован за то, что собственности государству — как говорится, 97 объектов стоимостью около 9 миллиардов рублей были переданы. Журналисты подчеркивают: на протяжении всего шестимесячного периода судей в разных регионах страны уволили несколько десятков человек. Напоминаем, что ранее президент России Владимир Путин предложил Совету Федерации кандидатуру генерального прокурора Игоря Краснова для избрания на пост председателя Верховного суда. Должность руководителя Генеральной прокуратуры занял Александр Гуцан, который является полномочным представителем президента Российской Федерации в Северо-Западном федеральном округе. Встретившийся с должностью председателя Верховного суда Игорь Краснов заявил: судебное решение должно подчеркивать, что любые проявления мошенничества не будут оставлены без внимания. Как говорится, реакция на все виды коррупции среди судей будет жесткой и решительной, независимо от их должностного положения.'",38.0,2,qwen2.5,3b
44,"'Ученые разработали биопленку, словно ледок на море, не допускающую проникновения воздуха и водяного пара. Через месяц после использования данная упаковка исчезает бесследно. В мире повсеместно распространились пластиковые изделия; их выброс в мусорные полигоны или океаны требуют длительной переработки – сотни лет, что представляет собой значительную проблему. Ученые стремятся создавать биопластики из материалов, восстанавливающихся природой — продукт подобных пленок обычно недостаточно эффективно защищает от воздействия влаги и воздуха. Однако без такой защиты невозможен сохранение продуктов.'",98.0,2,qwen2.5,3b
45,"'Эксперты утверждают, что у кошек — это как будто они обладают не просто чуткими ушами на подушечках ковычек, но и розовые волны слуха, способные поймать звуки за десять шагов. Их проникновенное обоняние — это как будто они одарили себя сверкающими сенсорами мха, выхватывающими запахи на расстоянии света; и глаза кошек — это не просто зрачки, а бинокулярные куполы, отражающие мельчайшие изменения в окружающей среде. Такие наблюдатели всегда готовы среагировать первым шажком на любые перемены хозяина: изменение голоса, запаха, поведения или выражения лица. Исследования подтвердили это — кошки действительно могут улавливать человеческие эмоции благодаря своим интуитивным способностям восприятия жестов, характера движений и интонаций речи.'",15.0,2,qwen2.5,3b
46,"'Эволюционные траектории большинства современных штаммов данной бактерии раскололись примерно пять тысяч лет назад в период неолита, когда население преобразовалось к более оседлому образу жизни и начало активизировать взаимодействие между собой. Это положение могло привести к расширению ареала распространения и увеличению разнообразия патогенных микроорганизмов, передаваемых преимущественно капельной инфекцией и контактами. Стрептококк стрептококкус пирогенес был найден в останках людей, жителей Европы и Африы около четырёх тысяч лет назад.\n\nОднако один штамм выявленный в древней мумии Боливии мог обособиться ещё раньше – примерно десять тысяч лет назад. Возможно, это происходило задолго до прибытия европейцев, когда микрорганизмы могли проникнуть туда вместе с мигрантами из Сибири, которые двадцать двух тысяч лет назад преодолели Берингов пролив и начали постепенное заселение территории Северной Америки и затем Южной.\n\nДо изобретения современных антибактериальных препаратов скарлатина являлась одной из ведущих причин смерти детей и инвалидизации, нередко приводя к потере зрения и слуховых функций. До выяснения учёными бактериальной природы заболевания её симптоматика часто ошибочно принималась за проявления натуральной оспы или коревой краснухи. Эти инфекционные болезни традиционно рассматривались как патологии, связанные с колонизацией новых территорий: они появлялись среди переселенцев из Европы в Америку и оказывали губительное воздействие на местное население, иммунитет которого оказался неподготовленным к противостоянию указанным патогенам.\n\nОднако современные учёные полагают, что данная точка зрения является чрезмерно упрощённой и возможно даже ошибочной. Есть вероятность, что не только пиогенные стрептококки, но и многие другие микроорганизмы, вызывающие инфекционные заболевания, уже длительное время существовали в Америке, намного раньше прибытия туда первых европейцев. В пользу данного предположения свидетельствуют данные последних научных исследований, посвящённых возбудителям заболеваний, таких как сифилис и лепра.'",1.0,2,qwen2.5,3b
47,"'Инженеры Ирбитского мотоциклетного завода были поручены создать не просто мотоцикл — они обязаны были сотворить транспортное средство, способное преодолевать скорость 150 км/ч без коляски и даже дарить лишь 120 км/ч в компании с ней. Подобные показатели для большинства советских мотоциклов середины ХХ века казались просто невероятными.\n\nРазработка новинки шла тайно и при ограниченных ресурсах. Первые тестовые экземпляры были изготовлены в 1963 году. Внешний облик оставался верным характеру «Урала», однако двигатель значительно усовершенствовался: объем увеличился до 1040 куб.см, а мощность поднялась до 50 лошадных сил. Для улучшения аэродинамических свойств был установлен специальный защитный кожух.\n\nТем не менее достичь заявленной максимальной скорости в 150 км/ч не удалось — фактическая скорость достигла 130–132 км/ч. Впечатление на окружающих было сильным, однако достижение такого результата стало возможным лишь за счет уникальных деталей и сложностей в поставках.\n\nНовый мотоцикл «Урал М-100» был выпущен ограниченным тиражом примерно 25 единиц, оборудованными колясками. Все экземпляры отправлялись в подразделения Госавтоинспекции СССР. Производство новых мотоциклов было невозможно из-за высокой стоимости разработки и дефицита производственных мощностей.\n\nНесмотря на это, проект оказался экспериментальным и эксклюзивным. Большинство оригинальных машин были утрачены, сохранялась только память о них среди немногих энтузиастов и коллекционеров.\n\nВ 1967 году было выпущено ограниченное количество новых мотоциклов «Урал Нео 500» — современного варианта классического мотоцикла. Новые модели оснащены рядным двухцилиндровым двигателем объёмом 446 куб.см, с жидкостным охлаждением и мощностью 35 л.с., пятискоростной коробкой передач с задним ходом. Внешний дизайн напоминает современные туристические мотоциклы, встроена светодиодная оптика и электронное табло для приборов.\n\nПроект «Урал М-100» демонстрил необходимость учета реальных возможностей промышленного производства. Сегодня Ирбитский завод сосредоточился на новейших технологиях и международном сотрудничестве, стремясь вернуть позиции в мире мотоциклетной индустрии.\n\nИстория проекта «Урал М-100» показывает масштабные амбиции технических решений и их связь с реальными возможностями промышленного производства.'",38.0,2,qwen2.5,3b
48,"""Комплектующие и внутренние элементы конструкции модели Truckster обеспечивают насыщенность звука и высокий уровень стабильности строя. Материал, из которого сделан корпус — красное дерево, а кленовый топ и вклеенный гриф из махагони, усиливающие резонанс и продлевают звучание, который высоко ценят музыканты жанра рок.\n\nС конструктивным решением с вклеенным грифом и установленными активными звукоснимателями EMG инструмент становится надежным на сцене и позволяет получать чистый, мощный звук без посторонних шумов. Инструменты, подписанные Хэтфилдом, известны высоким качеством изготовления и надежностью комплектующих.\n\nКомплект включает фирменный кожаный ремень Levy's профессионального качества и иллюстрированную книгу об истории Metallica. Такие наборы редко встречаются, поскольку большинство инструментов серии ESP японского производства приобретают коллекционеры через специализированные международные торги.\n\nФактические сведения о модели ESP Truckster:\nПятый инструмент для Хэтфилда, модель Truckster стала пятой подписной моделью, выпущенной ESP специально для Хэтфилда. База послужила корпусом модели ESP Eclipse, внешне схожим с известной гитарой Gibson Les Paul.\n\nДизайн автомобиля: Увлекающийся кастомными машинами и хот-родами Хэтфилд попросил разработчиков сделать новый инструмент в виде автомобиля. Его внешний вид, будто не успели полностью покрасить, стал отличительной чертой модели — без лакового покрытия и блестящей отделки.\n\nФальшивый переключатель: Тумблер сверху корпуса предназначен лишь для визуального соответствия рабочему функционалу. Реальная регулировка осуществляется с помощью нижнего переключателя.\n\nМногоуровневое покрытие: Для достижения эффекта состаренного внешнего вида на производстве ESP наносят несколько слоев краски (серого, черного и белого цветов), после чего покрытие частично стирается вручную. Это придает каждому инструменту индивидуальность, даже два экземпляра из одной производственной партии выглядят по-разному.""",38.0,2,qwen2.5,3b
49,"'Когда выявляется малозаметные недостатки дома, важно не пропустить сезон покупок на вторичном рынке, особенно зимой и поздней осенью — именно в этот период наиболее удобно скрыть подвохы с фундаментом. Такие «подводные камушки» могут перерасти в критическую ситуацию: трещины, серьёзные повреждения, нарушения технологии монтажа — все это способно привести к необходимости сносить здание и возобновлять строительство. Именно таковы часто встречающиеся причины, которые могут стать причиной продажи жилья на вторичном рынке. Это мнение руководителя строительной фирмы «Дом Лазовского» Максима Лазовского: «При покупке дома важно обратить особое внимание не только на видимые дефекты, но и на скрытые работы — такие как утепление, гидро- и пароизоляция. Не забывайте осматривать подвальные помещения; температура и влажность там могут быть крайне важными показателями качества выполненных работ».\n\nВ этом контексте важно оценить качество индивидуального жилищного строительства (ИЖС): неподходящий тип грунта для конкретного здания, неоправданное выбор сечения свай или фундамента, отсутствие обработки древесины против вредителей — все эти факторы могут угрожать долговременной прочности дома. В случае индивидуального строительства рекомендуется проводить осмотр вместе с квалифицированным специалистом, как отметил Максим Лазовский.\n\nКроме того, необходимо внимательно изучать разрешение на возведение дома и вид разрешённого использования земельного участка: объект не должен быть самовольной постройкой, и строительство жилых домов там запрещено. Кроме того, важно учитывать возможные негативные изменения окружающей среды — появление поблизости предприятий промышленности, свалок или новых транспортных магистралей. Для получения такой информации рекомендуется ознакомиться с генеральным планом развития вашего населенного пункта, который можно найти в открытых источниках.\n\nПодводя итог: умение выявить малозаметные недостатки дома — ключ к успешной покупке жилья и долгосрочному удовлетворению требований к комфорту и безопасности. Эти знания особенно важны в период активного поиска новой или уже имеющейся недвижимости, как подчеркнул Максим Лазовский.'",38.0,2,qwen2.5,3b
50,"'Продуктом, несправедливо подвергшимся критике со стороны диетологов, стал обычный белокочанак или мангольд — в течение длительного времени эти зеленцы использовались преимущественно лишь для придания блюдам свежести и яркого окраса. В наше время среди европейцев стали популярны различные блюда из свёклы и её листьев, которые не только придают блюдам великолепный цвет, но и богаты полезными свойствами: высоким содержанием железа, витамина C и йода, приятным вкусом и отсутствием горечи. Свёкла содержит важное и полезное вещество — бетаин, согласно мнению врача-диетолога Светланы Бережной. Этот вещества препятствует накоплению излишних жиров и способствует лучшему усвоению полноценного белка.'",9.0,2,qwen2.5,3b
51,"'Росреестр Санкт-Петербурга представил отчет о первом квартале 2026 года. Начальный период года стал необычным для рынка недвижимости: ипотечные кредиты и договора долевого участия набрали обороты, в то время как сделки на вторичном рынке практически не проходили. Наиболее активно развивался сектор ипотеки — в январе-марте 2026 года зафиксировано 28 346 ипотечных соглашений, что на 14% больше аналогичного периода прошлого года. Увеличение числа ипотечных займов говорит о том, что покупатели продолжают приобретать недвижимость, несмотря на высокие процентные ставки и ограниченный спрос на рынке. На первичном рынке также отмечен рост — в январе-марте 2026 года заключено 10 299 договоров долевого строительства, что на 10% больше, чем в первый квартал прошлого года. Однако общий объем сделок купли-продажи жилых объектов увеличился только незначительно — разница между зарегистрированными правами собственности и договорами купли-продажи составила всего 257 единиц, что означает, что в январе-марте 2026 года права на 21 890 объектов, в то время как годом ранее — на 21 633. Однако важно отметить, что в январе текущего года количество договоров долевого участия в строительстве увеличилось почти в полтора раза — число договоров за этот месяц достигло 4262, увеличившись на 57 по сравнению с аналогичным периодом прошлого года (с 2707 до 2764). В январе-феврале 2026 года в Санкт-Петербурге было зарегистрировано 8601 ипотечный договор, тогда как за январь прошлого года — 6664. Как видите, на вторичном рынке произошли заметные изменения: недвижимость становится все более привлекательной для держателей средств, хотя спрос на рынке остается неоднородным.'",98.0,2,qwen2.5,3b
52,"'Когда государством был отменен льготный кредит для индивидуального жилищного строительства, множество компаний, одновременно занимавшихся несколькими проектами, были вынуждены столкнуться с финансовыми трудностями и прекратить свои дела. Генеральный директор компании «Загородная недвижимость Урала», Александр Свитеньков, сообщил о том, что из более чем тысячи предприятий, ранее работающих в сегменте ИЖС Екатеринбурга, лишь около 40 продолжают функционировать и получают доступ к проектному финансированию. Сегодня средства банковских кредитов (примерно от 50 до 100 миллионов рублей) недостаточны для поддержания предыдущих объемов строительства.\n\nСвитеньков привел пример: несколько лет назад наша компания возводила сто домов ежегодно, а всего лишь в прошлом году построено было только 28 домов, и на текущий год заключено договоры на строительство 12-15 домов. Из-за снижения объемов строительства пришлось сократить персонал: численность сотрудников офиса снизилась от 37 до 10 человек, а количество работников на строительной площадке уменьшилось с 400 до 50-80.\n\nПо словам Свитенькова, многие участники рынка теперь имеют убытки из-за высоких темпов инфляции и банкротств. В то же время Эдуард Богданов отметил, что стоимость загородной недвижимости выросла примерно на 15,2% в 2025 году, однако дальнейший рост был приостановлен.\n\nНо Богданов также подчеркнул, что сегмент ИЖС сможет возобновить свой рост к 2027-2028 годам после снижения ипотечных ставок. Это позволит увеличить число покупателей, что в свою очередь способствует укреплению позиций компаний с эффективным управлением и достаточными ресурсами.\n\nАлександр Игнатов отметил, что рынок перешёл из этапа хаотичного развития к более стабильной фазе. В будущем успех обеспечат не просто комплексные застройки, а предложения комплексного продукта для конечных потребителей: это земельный участок с подведёнными коммуникациями и инфраструктурой, либо комбинированное предложение вида «земельный участок и жилой дом».\n\nНо для реализации крупных комплексных проектов необходима не только финансовая поддержка застройщиков, но и государственных структур: они должны обеспечить инфраструктуру дорог и инженерных сетей. Однако пока такого объёма поддержки не наблюдается в полном объёме.\n\nВ общем, рынок выходит из этапа хаотичного развития в более стабильную фазу. Будущее успеха принадлежит компаниям с эффективным управлением и достаточными ресурсами, которые предлагают комплексные предложения для конечных потребителей.'",39.2,2,qwen2.5,3b
53,"'Угроза квантовых технологий разделила сообщество пользователей биткоина на две основные группы: тех, кто поддерживает добровольное внедрение новых механизмов защиты, и тех, кто призывает принудительно ограничить обращение наиболее уязвимых активов. Сообщество биткоинеров столкнулось с серьёзным идейным противоречием последних лет: разногласия среди разработчиков обострились после того, как вопрос обеспечения безопасности сети от потенциальной угрозы квантовых компьютеров превратился в актуальный вопрос. Адам Бэк из компании Blockstream предложил внедрение новых защищённых механизмов, предлагая пользователям перейти на них добровольно. Джеймсон Лопп же, разработчик и основатель проекта Casa, выступил с инициативой ограничить обращение миллионов биткоинов в долгосрочном хранении, включая активы, возможно, принадлежащие Сатоши Накамото. Вопрос перешёл из теории в практику после публикации результатов исследований специалистами компании Google в марте текущего года. Учёные представили методики и подходы, значительно снижающие затраты на вскрытие криптографических схем, обеспечивающих безопасность сетей биткоина, эфириума и других цифровых валют. По их оценкам, высокопроизводительные компьютеры способны выполнять подобные атаки раньше прогнозируемых сроков — не к середине 2030-х годов, а уже в ближайшем будущем. Эти исследования указывают на угрозу для миллионов единиц цифровой валюты старого образца, принадлежащих различным участникам рынка, включая и предполагаемые накопления основателя криптовалюты Сатоши Накамото. По данным исследований Google, общая сумма таких активов составляет около 2,3 миллиона биткоинов, что эквивалентно примерно 170 миллиардам долларов США по состоянию на апрель 2023 года. Квантовые атаки представляют собой возможность восстановления закрытого ключа пользователя по открытому: это превращает криптографические схемы в уязвимые точки для взлома. Первый сценарий предполагает, что злоумышленник выявляет адреса с уже раскрытыми ключами и получает доступ к активам через расчёт соответствующего закрытого ключа. Второй вариант развития событий заключается в перехвате транзакции до её добавления в блок цепи, когда злоумышленник получает открытый ключ, вычисляет закрытый и замещает оригинальную транзакцию собственной. Этот метод атаки чреват не только ущербом для старых активов, но и любым обычному переводу внутри системы.'",5.0,2,qwen2.5,3b
54,"'Семь знаменитых сталинских башен привлекают внимание жителей Москвы, российских и иностранных туристов. В ходе экскурсии по столице, основанной на семи холмах, рассказывается о строителях и архитекторах, сотрудниках органов госбезопасности, особенности оформления садов и фонтанов, а также причине того, почему рекомендуется подойти к главному зданию МГУ со счетчиком Гейгера. По словам руководителя туристической компании ""Незабываемая Москва"", такие экскурсии чаще заказываются россиянами, реже иностранцами. В самих башнях проводятся лишь отдельные организованные посещения, поскольку некоторые здания имеют особый режим посещений и пропускную систему.'",38.0,2,qwen2.5,3b
55,"'На круглом столе на тему «Кадры для роботизации: как подготовить инженеров будущего» председатель партии «Новые люди» Алексей Нечаев сразу приступил к обсуждению конкретных вопросов и начал с вопроса о том, как создать систему распознавания лиц. Он отметил, что даже если у кого-то есть мнение, что всё это чепуха, существуют вещи, которым ещё предстоит научиться. Затем он сообщил, что участники мероприятия обладают знаниями о роботизации, включая особенности влияния её на язык русский. По мнению докладчика, комментарии к его выступлению были излишними, поскольку тема была ясной и понятной. Когда говорят об этом вопросе, обсуждение наличия или отсутствия альтернатив зачастую отходит на второй план. Это связано с тем, что ранее использовался дешёвый человеческий труд, стоивший около 20 тысяч рублей в месяц. Теперь такого уровня оплаты труда больше не существует: работники смогут получать большую зарплату. Следовательно, нужно принять, что прежняя оплата труда на уровне 20 тысяч рублей уже не имеет смысла, поскольку человеческое достоинство нельзя оценивать деньгами. После чего Нечаев привёл пример своей компании «Фаберлик»: за последние десять лет благодаря постепенной автоматизации и роботизации производственный процесс стал эффективнее почти в двадцать раз. Зарплата сотрудников, занятых в работе, увеличилась примерно в три раза. Однако докладчик подчеркнул, что речь шла только о работниках, продолжавших свою деятельность после внедрения автоматизации. Обсудив эти данные, он заметил, что значительный рост производительности труда сопровождался лишь трёхкратным увеличением заработной платы.'",98.0,2,qwen2.5,3b
56,"'АДРИАН ЛАХДО — молодой защитник шведского происхождения, оцениваемый на рынке в миллион евро, привлёк внимание итальянского клуба «Комо», перейдя с суммы в двенадцать миллионов евро. В возрасте только 18 лет Адриан уже имел значительный опыт выступлений за сборные команды Швеции разных возрастных категорий: он был лидером юношеской команды и сейчас играет ключевую роль в составе молодёжной национальной армии. Несмотря на свой относительно молодой возраст, опыт выступлений за «Хаммарбю» всё ещё был небольшим — всего лишь около двадцати матчей за основную команду и семь за вторую команду во второй лиге. В сезоне 2025 года Адриан провёл несколько игр в основном составе клуба и в его втором дивизионе, что стало поводом для интересных наблюдений со стороны специалистов. По их мнению, такие показатели всё ещё не были достаточными, чтобы привлечь внимание больших команд из высоких лиг. Однако благодаря удачному контракту с «Комо», игрок сумел вырваться на более видимую сцену и завоевать признание скаутов из итальянского футбола.'",0.0,2,qwen2.5,3b
57,"'Профессиональное исследование рынка игровых консолей было проведено компанией DFC Intelligence, результатов которого удивили аналитики издания VentureBeat. Как показали выводы специалистов, новая модель Nintendo Switch 2 может занять лидирующие позиции на рынке в ближайшие годы — предположение подкреплено двумя ключевыми факторами: растущим интересом пользователей к персональным компьютерам и запуском эксклюзивных видеоигр. Эксперты считают, что устройство обладает отличными рыночными перспективами благодаря высокому потребительскому спросу на компактные игровые устройства. Особенно важно то, что основные конкуренты — компании Sony и Microsoft — не предлагают аналогичных моделей.'",7.0,2,qwen2.5,3b
58,"'Компания «Балтийская коммерция» купила участок площадью около 5,5 тыс. м² на Новгородской улице, д. 14 весной 2024 года. Перед этим земля принадлежала бизнес-центру класса С, а рядом находился жилой комплекс «Форсайт», тоже эксплуатируемый компанией. «Балтийская коммерция» активно вносит свой вклад в развитие исторического центра Санкт-Петербурга с 1990-х годов. В числе последних реализованных проектов — реконструкция советского лицея на Приморском проспекте и строительство премиального жилого квартала вблизи станции метро «Чкаловская». Район Песков считается одним из наиболее престижных, однако после 2010 года здесь стали появляться не только элитные, но и бизнес-классовые новостройки. Земли для строительства в центре города уже почти исчерпаны, а спрос на элитное жилье продолжает расти. В центральной части Санкт-Петербурга появился два новых жилых комплекса общей вместимостью 448 квартир: премиальный «Моисеенко 10» и объект бизнес-класса N8. Среди других проектов — ЖК ПСК и реконструкция Мытного двора. Значительные территории для новых строек остаются только в районе площади Возрождения и улицы Черняховского, где компания «ТГК-1» планирует запустить крупный проект редевелопмента Центрального теплового энергетического комплекса. Проект предполагает создание общественного пространства, связанного с городской застройкой и набережной. Уже одобрен первый этап, включающий зону отдыха и заведения общественного питания.'",95.0,2,qwen2.5,3b
59,"'Три основных гонкинга-югра усердно борются за золотые медали Олимпиады. Специалисты выделяют наряду с командами Швейцарии и Швеции сборную Швейцарии, которая стремится стать чемпионом уже несколько лет. В прошлом году она достигла финала двух последних турниров. Возможно, домашняя арена даст ей дополнительные плюсы в борьбе за победу. Напомним: на Олимпийском турнире Швейцария будет выступать практически весь ее хоккейный штифат — от легендарных до звездных игроков, включая Романа Йоси.'",14.0,2,qwen2.5,3b
