,index,idiomatic_version
14,14,"text='Конференция, омываемая политехническими террактами, обрела свой риторический сцену в самом центре института, где светлое будущее позади и мрачное настоящее на пороге. Спустя пятнадцать минут я сумел прокалывать нужную информацию — как неприметный удав на волчьей шкуре, выскальзывающий из засады для завершения дублерованных обещаний. Принесённые мной данные были тщательно перелистаны и отданы в секретариат — там, где квадратная сортировка лежит на первом месте, и приказы имеют силу закона. Вскоре раздался зов нового блюдоцелого: Туронок, обладающий превосходством в вежливости и сладковатой беседе. Обычно этот человек был скромным аутсайдером, но сейчас взрывался от сильного воспаления — будто манекен на ковре, испускающем последний дыхание перед переворотом:' ratio=39.0"
15,15,"text='В этой повести отсутствуют идеальные герои и абсолютные злодеи — здесь нет ни добродетельных персонажей, ни преступников. Таких людей вообще не бывает в реальной жизни. Уже несколько лет я веду наблюдения... Среди наших героев лишь скрытые аморалии и непонятные поступки — как природные явления вроде дождя или снега. Попытки разобраться в поведении персонажей выглядели полной безмыслием, словно пытались объяснить, почему наше небо иногда идет, а иногда гуляет по земле... Один редактор сказал мне следующее: ' ratio=39.0"
16,16,"text='Утверждалось, что в Благодатном не было ничего необычного: знаменитый бородинский дом был обычным, возможно, даже с недостатком — одна из его сторон заметно перестроена после пожара, а сад был старым и тенистым, таковы были такие сады в России; поля были широкими, лес благородным, хотя это было привычное явление. Жители оказались неплохие: они жили бедно, земель недостаточно имели, ранее переселялись и потом вернулись обратно. Во время волнений, несмотря на то что дом их не подожгли и лошади не лишили зрения, как произошло у соседа Бессонова, слухи о намерении поджечь дом стали ходить; жители вынуждены были прикрывать эти опасения, хотя они были безоснованными. Петра Николаевича, когда говорили о странностях его, утверждалось невероятное, что стыдно повторять. В итоге всех просили избегать посещений Благодатного независимо от обстоятельств: место было неблагоприятным.' ratio=37.0"
17,17,"text='Все детки обладали прекрасным здоровьем, будучи не прочь порыться на снегу ради веселья и азартности — поглощая его в полёте зимой без шубок, поедать мух, чтобы заболеть и избежать уроков гимназии, подделываться над засушенными просфорами, на которых плесень, за которыми их кормили бабушки с обещанием не страшиться грозы. Постоянно в проруби они играли, натираясь мокрыми ладонями и стонающими от холода. Только Женя из всех выделялся: после перенесённых Колей заболеваний — скарлатины и кори — он заразился дифтеритом и временно лишился зрения. Состояние налаживалось со временем, но он регулярно испытывал сильные головные боли, похожие на молниеносные стонающие стоны — между бровей и по вискам. Когда боль начиналась, Женя сильно страдал и плакал громко, почти непрерывно издавая звуки, подобные прокатившимся стенаниям. По ночам он выходил на крыши домов, срывалшись по карнизам, — подчас проводя часы в этом таинственном забвении. В детстве, когда боль рвалась наружу, Женин мальчишка укладывали рядом с мощами святых, и дома у Вареньки в иконостасе находились специальные предметы — бархатные варежки и шапочка, соприкасавшиеся с этими святыми останками. Они были использованы для чистки его лица. Иногда девочку Прасковью отправляли вместе с ним в Боголюбовский монастырь к священнику-отшельнику отцу Глебу молиться об избавлении от страданий, после чего наблюдалось некоторое облегчение его состояния. У Жени взгляд часто выглядел печальным — и он редко участвовал в драках; но если его разозлить, он действовал решительно.' ratio=39.0"
18,18,"text='Вавилен Татарский появился на свет задолго до исторического события, связанного с победой красного цвета над другим. По этой причине он оказался представителем поколения «П», хотя долгое время ничего об этом не знал. Если бы кто-то сообщил ему тогда, что впоследствии он будет копирайтером, вероятно, он сильно удивился бы настолько, что случайно пролил бы напиток «Пепси-колы» на нагретый песок пляжа. В указанный период дети обычно мечтали стать пожарниками или врачами. Даже такое простое понятие как «дизайнер», воспринималось тогда как малопонятное заимствование, временно закрепившееся в русском языке вплоть до возможного ухудшения международных отношений. Однако в те времена русский язык и повседневная жизнь были полны необычных явлений и непонятных вещей. Например, свое собственное имя «Вавилен», данное отцом, Татарскому казалось весьма необычным. Это имя было искусственно создано путем объединения фамилий писателя Василия Аксёнова и политического деятеля Владимира Ленина. Вероятно, отец Татарского представлял себе типичного приверженца идей Ленина, осознававшего важность свободной любви благодаря произведениям Аксёнова, либо эстета и поклонника джаза, внезапно убеждающегося в неизбежности победы коммунистического строя после прослушивания длинной мелодии, исполненной на саксофоне. Однако подобные взгляды разделяли не только родители Татарского: аналогичные воззрения отличали большинство советских людей периода конца пятидесятых и начала шестидесятых годов прошлого века, которые прославились созданием жанра любительской песни и запустивших в космическое пространство первый спутник Земли. Этот символизировавший собой несостоявшееся будущее период стал известен под названием «золотой век» благодаря достижениям в науке и технике, которые казались тогда безграничными.' ratio=45.0"
19,19,"text='Тверской бульвар выглядел почти как два года назад, когда я последний раз его осматривал – снова наступил февраль, пришедшие снеги скрывали улицы от света, лишь черные ветки деревьев изредка прорывались через тёмную пелену. Там же, как и прежде, сидели такие же пожилые женщины, ожидающие бездейственно; сверху среди увядших чёрных веток проникало то же мрачное небо. Однако появились новые детали: зимний ветер стучал по брусчатке снежными порциями, словно диким холодающим демоном, который мог бы перенестись из открытых просторов на встречу к нам; я бы не был удивлен, если бы встретил парочку зверёчков. Бронзовая статуя Пушкина выглядела несколько печальнее обычного – его красовалась лужица с надписью «Да здравствует первая годовщина революции»; на ней висел красный фартук, напоминающий шёпотные дни, когда слово «революция» пришло из устаревшей глагольной формы. Я бы не стал оскорблять статуэтку критикой за ошибки в названии революции и лозунге: недавно я убедился, что такие провокации могут быть опасны; я видел их в деле, когда подобные фразы были использованы неуместно.' ratio=40.0"
20,20,"text='В этот период открылась дверь, и Вощев заметил ночью работавшего косаря с чайником для группы рабочих: вода закипала на плите, которую растопили во дворе общежития; период сна завершился, наступила пора завтракать перед началом трудового дня… Деревянные сельские часы висели на стене и исправно работали благодаря силе тяжести маятника; механизм часов украшал рисунок цветка, предназначенный успокаивать любого человека, смотрящего на них. Рабочие расположились вдоль длинного стола, косарь, исполнявший обязанности повара в общежитии, разрезал хлеб и раздал каждому по кусочку, дополнительно дав каждому небольшой кусок вчерашнего холодного мяса. Рабочие приступили к еде с серьёзным настроением, воспринимая поступающую еду как необходимое действие, не испытывая удовольствия от приема пищи. Несмотря на осознание смысла жизни, что является условием абсолютного счастья, их лица выглядели мрачными и истощёнными, вместо удовлетворения жизнью они испытывали утомление. Вощев смотрел на этих печальных людей, способных сдержанно помнить об истине, и испытывал слабую надежду и страх потери; он уже чувствовал удовлетворение даже тем фактом, что правда существовала в сознании ближнего к нему человека, недавно говорившего с ним, следовательно, достаточно находиться рядом с таким человеком, чтобы обрести выносливость и работоспособность. — Пойдем вместе поедим! — пригласили Вощевым рабочие. Вощев поднялся и, ещё не уверенный окончательно в целесообразности существования окружающего мира, направился есть, ощущая неловкость и тревогу.' ratio=38.0"
21,21,"text='Машинист-наставник наблюдал, как Захар Павлович аккуратно очищал топки локомотивов, проникнувшись невесомостью металла под кропотливой его рукой. Однако он никогда не хвалил его за то, что работа машины больше зависела от внутренних свойств материалов и законов физики, нежели от знаний и мастерства человека; участие человека было минимально. Природные ресурсы, энергия и материалы позволяли людям достигать успеха без значительных усилий. Даже неумелый работник способен зажечь огонь в топке, после чего двигатель заработает само собой, а рабочий будет лишь пассивным наблюдателем. В случае дальнейшего упрощения эксплуатации техники люди потеряют ценность вследствие ненадёжности достигнутых результатов и станут бесполезны — подобно коррозии металлов. Машинам же предстоит заменить людей и получить свободу в работе, — подчеркивал наставник. Тем не менее он критиковал Захара Павловича реже остальных машинистов, поскольку последний использовал инструменты осторожно, не проявлял грубости и небрежности во время работы на локомотиве.' ratio=38.0"
22,22,"text='Городок Федор-Кузьмичск — это уныло окружённое землями и неизведанными пространствами, возвышающееся на семи холмах и окутываемое обширными полями. К северу от него тянутся густые леса — бескрайние заросли, населённые кысью — чудовищным существом, которое прячется на ветвях деревьев и издает странное рыка: кы-ысь! В этих лесах, как говорят старожилы, кысь жаждет крови. Смертельная хватка кыси сбивает человека с ног, разрывает позвоночник и кровеносный сосуд — так что потерпевший теряет рассудок. После этого человек возвращается домой уже не то, что он был прежде — его взгляд становится бессмысленным, движения беспорядочными, словно сомнамбулица. Родственники, часто ради забавы, приводят такого человека домой, имитируя прием пищи — они дают пустые тарелки и ложки, чтобы он выполнял механические движения, будто ест, хотя на дне ничего нет. Терпящий не в силах ни заботиться о себе, ни следить за гигиеной — его постоянно требуют ухода. Более того, некоторые заботливые родители или супруги отводят его в специальное помещение; если же помощи нет, он умирает от разрыва мочевого пузыря.' ratio=39.0"
23,23,"text='Вы мне симпатичны, Александрочка, особенно на фотографии, где у вас такой красивый контур лица. На другой — вы отклоняетесь головой назад и улыбаетесь, демонстриируя отличные зубы. И еще, где вы изображаете раздраженность, а рука ваша расположена на затылке так, что кружевные украшения умышленно соскользнули с вашего локтя. Моя душа привлекается вашей обыденной жизнью, прошедшей незамеченной и быстро закончившейся юностью, полной умерших поклонников и бывших супругов, последовавших друг за другом по порядку. Эти лица, встреченные вами и исчещею из вашей жизни — каждый человек, встретившийся вам и исчезнувший навсегда. Я буду регулярно посещать вас и привозить молоко и полезную для зрения морковь. Открывайте старые альбомы из темно-коричневого бархата, чтобы снова вспомнить о милых девушках-гимназистках, мужчинах средних лет с бородами и усами, о смелом мужчине по имени Иван Николаевич. Не беспокойтесь, Александра Эрнестовна! Вечером — я пошлю фотографию Ивана Николаевича, подержите ее в руках: она плоская и прохладная, слегка блестящая. Края обложки покрыты тонким слоем золота, бумага немного пожелтела. Слушайте меня внимательно — она приняла решение ехать. Теперь она точно собирается отправиться туда, прекратила колебания окончательно, и готова к встрече с вами. Пора принимать решение! Но ведь вы уже давно приняли его? Видите ли, фотография здесь — дотроньтесь до неё рукой и увидите это самому. Возьмите фотографию Ивана Николаевича: она плоская и прохладная, слегка блестящая. Края обложки покрыты тонким слоем золота, бумага немного пожелтела. Обещание поездки было ложью — неправильно утверждать, будто она отказалась. Желание возникло и вещи были заранее упакованы: легкие белые наряды аккуратно сложены внутри закрытого деревянного контейнера, футляр из кожи скрипит. На дне лежит шкатулка, расположенная вверх ногами — она полна мелкими предметами: заколоки, расчесок, тонких лент из шелковой ткани, мельчайших крупиц кристаллических камней. Джефф с запахом жасмина помещён в герметично закрытую бутылочку стекла — она может отражать лучи и создавать радугу. Готовность путешествия была обеспечена, однако что препятствовало ее осуществлению? Возможно, обычные причины: сомнения, нерешительность или просто нехватка времени. Но чаще всего это связано с устоявшимися привычками и связями — ведь на пути Александры Эрнестовны к любимому человеку лежат различные препятствия.' ratio=43.0"
24,24,"text='Он упал лицом в превращенную под его щеку пыль травы и сжал зубы от раздражения, потому что оказался неудачливым. Лежал неподвижно, рассчитывая, что опасность сама собой минует, хотя осознавал неизбежность неудачи. Температура увеличивалась, было жарко и влажно, пот струился в глазах, и лишь после этого Рэдрик громко предупредил Арчибальда: «Не двигайся! Терпи!» Сам тоже терпеливо ожидал дальнейшего развития событий. Возможно, ситуация разрешилась бы относительно удачно без существенных последствий, однако первым сдался Арчибальд. Вероятно, он либо не услышал предупреждения Рэдрика, либо настолько испугался, что позабыл правила поведения и инстинкты самосохранения, либо внезапно ощутил боль сильнее, чем Рэдрик. В результате он потерял способность контролировать себя и необдуманно бросился вперёд, пригнувшись и издавая нечленораздельный звук, движимый примитивным инстинктом самосохранения — назад, хотя именно там находиться было крайне опасно. Рэдрику удалось быстро подняться и схватить его за ногу двумя руками, вследствие чего Арчибальд всей массой тела ударился о поверхность земли, подняв облако золы, вскрикнул странным высоким голосом и резко пнул Рэдрика другой ногой прямо в лицо, начал беспорядочно извиваться и брыкаться. Несмотря на мучительную боль, Рэдрику удалось выдерживать, но всё же он не мог сдержать эмоции и громко прокричал: «Тихо лежать, негодяй! Если убью...» Он больше не мог сдерживать эмоции и издал мрачный вопль. Ночь погружала всё в темноту — зола, потемневшие лица и расплавленные одежды Рэдрика и Арчибальда.' ratio=38.0"
25,25,"text='Хотел бы я узнать итог всего происходящего — десять лет назад я был абсолютно уверен в результате, как будто над планетой моей существовала непроходимая граница, состоящая из пятидесяти километров полосы, где находились исключительно учёные и военные. Опасная область должна была быть надежно блокирована — казалось, большинство разделяло мою точку зрения. Звучали выступления и были выдвигались законопроекты, чтобы защитить людей. Теперь невозможно вспомнить, каким способом прежняя твёрдая уверенность неожиданно исчезла — одна позиция верна, но и другая также справедлива. Вероятно, процесс начался, когда сталкеры впервые принесли из опасной зоны необычные предметы, именуемые батареями, выяснилось, что данная территория представляла собой не угрозу, а кладезь ценных ресурсов. Сейчас уже никто точно не осознаёт природу этой области — люди используют ресурсы постепенно. Уже десять лет продолжаются исследования, потрачено огромное количество денег, однако эффективная система добычи пока не создана. Каждый человек ведёт собственную небольшую коммерческую деятельность — учёные авторитетно заявляют: учитывая определённые аспекты, следует принять одну позицию, одновременно признавая обоснованность противоположной точки зрения. Это происходит потому что конкретный объект после воздействия рентгеновского излучения под заданным углом испускает квазитепловые электроны — и это не важно. Всё равно я не смогу дожить до завершения ситуации.' ratio=38.0"
26,26,"text='С самого начала дня возникли проблемы: прекратилась работа интернета. Сонный Матвей сел в компьютерное кресло и коснулся клавиш клавиатуры почти случайно, обнаружив неприятную новость: соединение отсутствует. Позвонив своему поставщику услуг, он получил следующий ответ: — Произошла авария на магистральной линии связи. Вероятно, неполадка будет устранена примерно за двадцать четыре часа.' ratio=38.0"
27,27,"text='Открыв дверь салона красоты, Лена замерла, увидев студентку Марину, погруженную в одежду рабочего халата. Ее ноги ослабели до такой степени, что она едва не рухнула на пол. Она снова допустила ошибку: вместо пятницы — настоящий рабочий день для всех остальных студентов. И из-за этой непонятной ошибки Лена лишилась работы сегодня и зарплаты. Вот как обстояло дело: уборка в салоне осуществлялась Мариной, тогда как Лена выполняла эту работу по вторникам и пятницам. ' ratio=38.0"
28,28,"text='Артем медленно поднялся с места возле костра, перекручивая оружие со спины на грудь, и направился в темноту. Остановившись у границы освещаемой зоны, он громко щёлкнул затвором автомата и хрипло прокричал: – Стойте! Назовите пароль! Из тьмы, где несколько минут назад слышались необычные шумы и приглушённые голоса, послышались быстрые шаги. Кто-то поспешно удалялся глубже в туннель, испуганный резким голосом Артема и звуками его оружия. Артем быстро вернулся к костру и сказал Петру Андреевичу: – Нет, мне действительно не показалось. Человек не назвал себя и убежал. Ты глупец! Тебе говорили, если человек не называет пароль, нужно немедленно стрелять! Откуда тебе известно, кем был этот человек? Возможно, это были враждебные люди, приближающиеся скрытно! – Нет… Мне кажется, это вовсе не люди… Шумы были очень необычными… И шаги звучали совсем иначе. Разве я не способен отличить человеческие шаги? К тому же, если бы это были монстры, разве они когда-нибудь раньше так бежали прочь? Ведь вы сами прекрасно осведомлены, Пётр Андреевич, что в последнее время монстры сразу атакуют открыто — некоторые нападения совершались безоружными, другие шли прямо к пулемету, не скрываясь. Но этот незнакомец сразу сбежал… Похоже, он боялся.' ratio=38.0"
29,29,"text='На третий Транспортный кольцо Медленно струился поток миллионов машин, пронизанного ярким дневным светом освещённых фар. Пыль от их колес висела в воздухе, словно таинственные тени, а город выглядел живым и полным событий. Илья испытывал неистовый жажда к прикосновению ко всему окружающему — желание провести рукой по предметам, будто они обладали сверхъестественной силой. Семь лет он мечтал о слиянии с Москвой, как волшебный момент привидения, когда ты наконец погружаешься в её мир. — Мне нужно добраться до Лобни. Такие дороги редкость для нас, и каждая из них словно поэтическая метафора перехода.' ratio=39.0"
30,30,"text='В помещении Алексей Кириллович поставил чашку на стол, покрытый множеством листов бумаги, расположился в кресле, поместил перед собой стопку печатных страниц и начал пролистывать их. — Да... вот оно... верно... точно! Определим операцию умножения согласно таблице номер три... нейтральный элемент относительно... относительно... но, дорогой друг, это абсолютно совпадает с работой Юрковского. Безусловно, поскольку поле упорядоченно, множество базисов можно разделить на две части — зачем он вновь раскрывает общеизвестные сведения? Далее. Подобная матрица задаёт преобразование одного n-мерного векторного пространства в другое. Что дальше? Эта информация известна давно, это всего лишь утверждение о разложении матрицы! Шутник.' ratio=37.0"
31,31,"text='То, что случилось дальше, было поистине изумительным зрелищем: крупный работник скотного двора вышел из компании бойцов — лицо у него было широкое и необычно крепкое. Он сбросил верхнюю одежду и надел перчатки, затем вытер нос своей грязной ладонью. Мы ждали именно такого поворота событий: Погода Сиволай тоже изгнал свою черную кафтановую куртку, а также шапку с меховой отделкой, расстегнул парчовое верхнее платье. Его руки были обтянуты красной тканью — такая же окраска как и его лицо. Вместе с этим он подмигивал мне издалека и выезжал вперёд, не теряя ни мгновения времени. В кулачных боях Погода демонстриционно уступал противнику — хотя на первый взгляд казалось что-то совсем другое. Словно в шутку он открыл свой черный кафтан, расстегнул парчу и покинул место для сражений, оставив его себе. И всё же, по сути, он значительно превосходил своего оппонента: высокий рост, широкие плечи, крепкий костяк, быстрый телодвижения и проворенность — вот что отличало его от остальных. Для того чтобы нанести удар по лицу его противнику было крайне трудно; а получить от него какой-либо удара было на удивление легко.' ratio=53.0"
32,32,"text='Привет, Алёна, моя взрослая дочь. Я полагаю, что важнейшее в жизни — это чувство любви. Однако почему мне выпали такие испытания? Ведь я очень сильно любила свою дочь! Сейчас моя жизнь погружена в тенистый шале, несмотря на то, что я выгляжу младше, как девушка-подросток. Однажды незнакомый мужчина принял меня сзади за молодую девушку, когда спросил дорогу: ' ratio=38.0"
33,33,"text='Это случилось давно — когда я родила двух детей за два года подряд. Это был мой очередной неразумный выбор, когда молодой женщине в двадцать девять лет с коротко стриженными черными волосами предстояло участвовать в археологической экспедиции, где мы совершали множество беззаботных поступков. Вначале наши пути были неприметны: я, ребенок и он рассматривали ржавый осколок за камнем. Он спросил нас: «Мальчики, что вы тут делаете?» Когда я взглянула на него — удивление на его лице было очевидно. Так началась наша история — счастье ночью и днем, когда я работала поэтом после педагогического института, а затем была уволена из газеты за роман с женатым мужчиной-художником, у которого уже было трое детей, которых я мечтала воспитывать сама. Глупая женщина! — оскорбительный приговор от жены художника, который быстро пришла на выручку своей матери и сообщила об этом главному редактору, после чего получил трёхкомнатную квартиру в центре города. Вместе с матерью своего супруга она устроилась тут же, а я оставалась жить с любовником, несмотря на недовольство матери, которая осуждала его за то, что он живёт под моё имя и в мою собственность. После чего я отправилась добровольцем в археологическую экспедицию, результатом которой стали мои дети Андрей и Алёна, теперь снова вместе с мамой, настойчиво требующей от них ответственного отношения к жизни. Мы пожили несколько месяцев, осознавая реальность ситуации: муж в Куйбышеве переживал болезненный бракоразводный процесс, его жена приходила посмотреть на беременную меня — именно так она оценила ситуацию, предполагая важный разговор. Это было время, когда я была в полном раздрае: воспитывала детей с мужем и любовником под одной крышей, а также должна была бороться за свою собственность и убеждать родных о том, что мой выбор был абсолютно правильным.' ratio=39.0"
34,34,"text='Наступление продолжалось третий день, и начало его было неопределенным. В течение всего дня впереди постоянно раздавалась стрельба — как будто душа земли дышала кровью. Наши колонны периодически останавливались, направляя во всех направлениях разведывательные группы — словно хвосты танка, которые ищут нору в темноте. Поэтому мы испытывали особую радость, когда увидели пехотинцев, вышедших из леса, которых не видели уже несколько суток — как будто обещанный сюрпри после долгого ожидания. Выяснилось, что двигаясь с северного направления, наша группа объединилась с подразделениями, наступающими с южного направления — словно два полумесяца скрещивались в небе. Бесконечные подразделения пехоты последовательно подходили друг за другом и вскоре исчезали между небольшими лесочками и возвышенностями — как будто мелодия звука теряла свои ритмы. Их появление свидетельствовало о завершении преследования врага — как если бы унылое плещение воды прекратилось после долгого литья.' ratio=25.0"
35,35,"text='Одесса приет странное впечатление у северян. Она напоминает иностранный городок, охваченный влиянием России. Здесь — большие кафе, где встречаются образованные коммивояжеры. По вечерам люди прогуливаются по улице Дерибасовской. Атмосфера напоминает парижский бульвар Сен-Мишель. Привычный одесский диалект содержит необычные произношения, нестандартные формы падежных окончаний и редкие слова. Этот способ речи отражает психологию города: детские надежды на ловкость и стремления добиться успеха любыми способами. Когда я печатал визитные карточки в типографии, заметил свежевышедшую одесскую вечернюю газету, издаваемую тут же. Открыв газету, обнаружил стихотворение Сергея Городецкого — изменения лишь в одной строке, которое было опубликовано анонимно. Об этом сообщила типография: автор — начинающий поэт, выдавший произведение за собственный творчество.' ratio=43.0"
